parameter_name,parameter_value,hidden_size,num_layers,dropout_rate,bidirectional,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,fold,subject,accuracy,f1_score,roc_auc,support,train_time_sec,inference_time_sec,inference_ms_per_sample,model_size_mb,num_parameters,train_memory_delta_mb,peak_gpu_memory_mb,final_train_loss,best_train_loss,best_val_loss,best_epoch,stopped_epoch
num_layers,1,64,1,0.3,False,0.001,32,75,0.0,0.1,10,5,0.5,True,42,1,1,0.4666666666666667,0.3333333333333333,0.4782608695652174,45,4.996247274801135,0.0021900911815464497,0.04866869292325444,0.07959747314453125,20866,0.00390625,145.43359375,0.6281444407773741,0.6902643455700441,0.6910806894302368,3,13
num_layers,1,64,1,0.3,False,0.001,32,75,0.0,0.1,10,5,0.5,True,42,2,2,0.5333333333333333,0.5531914893617021,0.5276679841897234,45,4.429082358255982,0.0015581711195409298,0.03462602487868733,0.07959747314453125,20866,0.00390625,145.43359375,0.6329961906779896,0.6899473165923898,0.6944371660550436,3,13
num_layers,1,64,1,0.3,False,0.001,32,75,0.0,0.1,10,5,0.5,True,42,3,3,0.4444444444444444,0.6153846153846154,0.5474308300395256,45,4.171832270920277,0.0019503552466630936,0.04334122770362431,0.07959747314453125,20866,0.0,145.43359375,0.6500597370393348,0.6943280516248761,0.6906418601671854,1,11
num_layers,1,64,1,0.3,False,0.001,32,75,0.0,0.1,10,5,0.5,True,42,4,4,0.5333333333333333,0.4878048780487805,0.6205533596837944,45,4.521004495210946,0.0021170619875192642,0.047045821944872536,0.07959747314453125,20866,0.0,145.43359375,0.6411498902422009,0.6924439682201906,0.6920797069867451,2,12
num_layers,1,64,1,0.3,False,0.001,32,75,0.0,0.1,10,5,0.5,True,42,5,5,0.4666666666666667,0.29411764705882354,0.4067460317460318,45,3.7234358829446137,0.0015980410389602184,0.03551202308800485,0.07959747314453125,20866,0.0,145.43359375,0.6380666801423738,0.6919218653982336,0.6899598995844524,2,12
num_layers,1,64,1,0.3,False,0.001,32,75,0.0,0.1,10,5,0.5,True,42,6,6,0.5333333333333333,0.5116279069767442,0.5714285714285714,45,2.8364539188332856,0.0015793507918715477,0.035096684263812176,0.07959747314453125,20866,0.0,145.43359375,0.6528745677435037,0.694561985857559,0.6923662583033244,1,11
num_layers,1,64,1,0.3,False,0.001,32,75,0.0,0.1,10,5,0.5,True,42,7,7,0.6444444444444445,0.6521739130434783,0.6640316205533597,45,3.146365107037127,0.0016512596048414707,0.036694657885366015,0.07959747314453125,20866,0.0,145.43359375,0.6409232562238519,0.6922180024963437,0.6930838704109192,2,12
num_layers,1,64,1,0.3,False,0.001,32,75,0.0,0.1,10,5,0.5,True,42,8,8,0.6,0.5714285714285714,0.5533596837944663,45,3.3848351067863405,0.0016726590692996979,0.037170201539993286,0.07959747314453125,20866,0.0,145.43359375,0.6267376239552642,0.6900714739705577,0.690728505452474,3,13
num_layers,1,64,1,0.3,False,0.001,32,75,0.0,0.1,10,5,0.5,True,42,9,9,0.4666666666666667,0.4,0.34325396825396826,45,2.858358670026064,0.0016895588487386703,0.03754575219419268,0.07959747314453125,20866,0.0,145.43359375,0.6478500894524835,0.6946550133553419,0.6941002209981283,1,11
num_layers,1,64,1,0.3,False,0.001,32,75,0.0,0.1,10,5,0.5,True,42,10,10,0.4888888888888889,0.5660377358490566,0.4384920634920635,45,2.8891315599903464,0.0018233060836791992,0.04051791297064888,0.07959747314453125,20866,0.0,145.43359375,0.6549358742706703,0.6950987943194129,0.6922455072402954,1,11
