parameter_name,parameter_value,fold,subject,epoch,train_loss,val_loss,learning_rate,hidden_size,num_layers,dropout_rate,bidirectional,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed
weight_decay,0.0,1,1,1,0.6934223707878229,0.6929583032925923,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,1,1,2,0.6914641753290639,0.6920946836471558,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,1,1,3,0.6889836855910041,0.702755085627238,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,1,1,4,0.6877037715731245,0.6985421061515809,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,1,1,5,0.6836810893181599,0.70562211672465,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,1,1,6,0.6802052011092504,0.7145780285199483,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,1,1,7,0.6755933251344797,0.720140798886617,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,1,1,8,0.6694023595614866,0.7370005488395691,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,1,1,9,0.6543788715745463,0.7503142555554708,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,1,1,10,0.6468866146875151,0.754524298508962,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,1,1,11,0.6375683731201923,0.7533655484517415,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,1,1,12,0.6273802261460911,0.7773165742556254,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,2,2,1,0.6935212436047468,0.6937450528144836,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,2,2,2,0.6931043646552346,0.6920946995417278,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,2,2,3,0.6909326143337019,0.691766357421875,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,2,2,4,0.6892101299582105,0.6933170318603515,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,2,2,5,0.6878959504943906,0.6946451942125956,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,2,2,6,0.684111036586039,0.7080748637517293,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,2,2,7,0.6801914685603344,0.7058538715044658,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,2,2,8,0.6748718289714871,0.706421148777008,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,2,2,9,0.6692926161216967,0.7323239723841349,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,2,2,10,0.6513631551554708,0.7444362759590148,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,2,2,11,0.6366805091048732,0.7532552679379781,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,2,2,12,0.6307078315453096,0.7941591103871664,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,2,2,13,0.6194177651495645,0.7860074003537496,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,3,3,1,0.6932754196000822,0.6924290378888448,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,3,3,2,0.6922350480700984,0.69135981798172,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,3,3,3,0.6896872692035906,0.6933389782905579,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,3,3,4,0.6862751742204031,0.6988614439964295,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,3,3,5,0.6829317871368292,0.7046198685963948,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,3,3,6,0.6772078727230881,0.7413963754971822,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,3,3,7,0.6708462464086937,0.7180471738179525,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,3,3,8,0.6601517656535814,0.7287634571393331,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,3,3,9,0.6414973821603891,0.7600887417793274,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,3,3,10,0.6331569584030093,0.7617096265157064,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,3,3,11,0.6213741819515373,0.7724055767059326,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,3,3,12,0.6092790078484651,0.7927291075388591,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,4,4,1,0.6937563053586266,0.6921484589576721,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,4,4,2,0.6931671265399817,0.6927923003832499,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,4,4,3,0.6913147875756929,0.693242609500885,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,4,4,4,0.6892593372048754,0.6995721260706583,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.5,True,42
