rank,parameter_name,parameter_value,hidden_size,num_layers,dropout_rate,bidirectional,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,mean_accuracy,std_accuracy,mean_f1,mean_auc,mean_train_time_sec,mean_inference_time_sec,mean_inference_ms_per_sample,mean_model_size_mb,mean_num_parameters,mean_train_memory_delta_mb,mean_peak_gpu_memory_mb,mean_final_train_loss,mean_best_val_loss,mean_best_epoch,mean_stopped_epoch
1,weight_decay,0.0001,64,2,0.3,False,0.001,32,75,0.0001,0.1,10,5,0.5,True,42,0.5156153046060044,0.06449321945233578,0.5191295833704048,0.5203522464116055,10.63145659165942,0.004371144783497719,0.10032310169654292,0.20655059814453125,54146.0,0.06257233796296297,171.98828125,0.6431310784158952,0.6910298081091892,4.37037037037037,14.37037037037037
2,weight_decay,0.0,64,2,0.3,False,0.001,32,75,0.0,0.1,10,5,0.5,True,42,0.5103804070618725,0.06992771553364602,0.47945876705386886,0.5208679412063195,9.835607110183682,0.004243816952954081,0.09755315886583925,0.20655059814453125,54146.0,0.04408998842592592,171.98828125,0.6125044707888145,0.6914247252323009,3.4814814814814814,13.481481481481481
3,weight_decay,0.001,64,2,0.3,False,0.001,32,75,0.001,0.1,10,5,0.5,True,42,0.506298152972503,0.06522418781497628,0.5411118399724436,0.5183314857376661,19.01205856040448,0.003726863683335035,0.08532995758350177,0.20655059814453125,54146.0,0.039641203703703706,171.98828125,0.6863261304874522,0.6904692693624968,17.5,27.5
