parameter_name,parameter_value,n_estimators,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,class_weight,csp_components,mean_accuracy,std_accuracy,mean_f1,mean_auc
n_estimators,100,100,gini,10,10,5,sqrt,balanced,6,0.5981012952266587,0.11458236396750042,0.5244877900788771,0.6791197919450616
n_estimators,200,200,gini,10,10,5,sqrt,balanced,6,0.6030451529487153,0.11480507234512935,0.5313983569751426,0.6819520995302304
n_estimators,300,300,gini,10,10,5,sqrt,balanced,6,0.6051256583127923,0.11867577633085169,0.5317803800540942,0.6829376751924492
n_estimators,500,500,gini,10,10,5,sqrt,balanced,6,0.6047066037195598,0.11874487933812096,0.5326991300303141,0.6830815103350202
