parameter_name,parameter_value,d_model,nhead,num_layers,dim_feedforward,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,mean_accuracy,std_accuracy,mean_f1,mean_auc,mean_train_time_sec,mean_inference_time_sec,mean_inference_ms_per_sample,mean_model_size_mb,mean_num_parameters,mean_train_memory_delta_mb,mean_peak_gpu_memory_mb,mean_final_train_loss,mean_best_val_loss,mean_best_epoch,mean_stopped_epoch
dim_feedforward,64,64,4,2,64,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,0.6353757560925594,0.11151257793419589,0.6011868827644257,0.7177115169901713,13.969889178535798,0.002540038105238367,0.058112507724107684,0.19678497314453125,51586.0,0.009584780092592593,128.0009765625,0.42684741155932265,0.6116067852319023,7.111111111111111,17.11111111111111
dim_feedforward,128,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,0.6393586598633879,0.10654755209656347,0.6098933025220936,0.7233366876633809,13.876595247398924,0.0024984640552213897,0.05740685949498776,0.25977325439453125,68098.0,0.000904224537037037,146.09326171875,0.42440392886318273,0.6103408361290709,6.824074074074074,16.824074074074073
dim_feedforward,256,64,4,2,256,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,0.6399264926689209,0.11508914960871683,0.6140693459251184,0.7174841981387686,14.908561604274265,0.002404070730941991,0.05509186943117418,0.38574981689453125,101122.0,0.03389033564814815,190.62841796875,0.40785931390696073,0.610921121839388,7.601851851851852,17.60185185185185
