parameter_name,parameter_value,d_model,nhead,num_layers,dim_feedforward,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,fold,subject,accuracy,f1_score,roc_auc,support,train_time_sec,inference_time_sec,inference_ms_per_sample,model_size_mb,num_parameters,train_memory_delta_mb,peak_gpu_memory_mb,final_train_loss,best_train_loss,best_val_loss,best_epoch,stopped_epoch
dim_feedforward,64,64,4,2,64,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,1,1,0.6444444444444445,0.5555555555555556,0.7707509881422925,45,13.412965233903378,0.0026677721180021763,0.05928382484449281,0.19678497314453125,51586,1.03515625,128.0009765625,0.44257945239995466,0.6069202068628687,0.5913394649823507,7,17
dim_feedforward,64,64,4,2,64,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,2,2,0.7333333333333333,0.6470588235294118,0.907114624505929,45,13.414248429704458,0.0022107711993157864,0.04912824887368414,0.19678497314453125,51586,0.0,128.0009765625,0.4759067808362571,0.6122158912546707,0.5863444030284881,6,16
dim_feedforward,64,64,4,2,64,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,3,3,0.35555555555555557,0.3829787234042553,0.3181818181818181,45,13.854780035093427,0.0022792890667915344,0.05065086815092299,0.19678497314453125,51586,0.0,128.0009765625,0.43121440956989926,0.607469347841812,0.5811077296733856,6,16
dim_feedforward,64,64,4,2,64,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,4,4,0.5777777777777777,0.6984126984126984,0.549407114624506,45,13.29515933804214,0.0022786888293921947,0.05063752954204877,0.19678497314453125,51586,0.0,128.0009765625,0.48980442265217955,0.6214429713559874,0.5851157903671265,5,15
dim_feedforward,64,64,4,2,64,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,5,5,0.5555555555555556,0.6551724137931034,0.5615079365079365,45,14.650567814242095,0.0025020050816237926,0.05560011292497317,0.19678497314453125,51586,0.0,128.0009765625,0.41283604773608124,0.6018560260082736,0.6093426982561747,7,17
dim_feedforward,64,64,4,2,64,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,6,6,0.5111111111111111,0.35294117647058826,0.5277777777777778,45,11.289836903102696,0.002278149127960205,0.05062553617689345,0.19678497314453125,51586,0.0,128.0009765625,0.5098588861750833,0.61850375614383,0.5948796192804973,6,16
dim_feedforward,64,64,4,2,64,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,7,7,0.8666666666666667,0.8636363636363636,0.9604743083003953,45,13.77519062301144,0.0026401826180517673,0.058670724845594824,0.19678497314453125,51586,0.0,128.0009765625,0.46788516934170865,0.6054177744822069,0.5808586378892263,7,17
dim_feedforward,64,64,4,2,64,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,8,8,0.5333333333333333,0.4878048780487805,0.6699604743083004,45,14.998239474836737,0.0031849732622504234,0.07077718360556495,0.19678497314453125,51586,0.0,128.0009765625,0.4219430862276843,0.5992888900818247,0.6024958570798238,7,17
dim_feedforward,64,64,4,2,64,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,9,9,0.6888888888888889,0.5882352941176471,0.6924603174603174,45,15.978764429222792,0.001976964995265007,0.043932555450333484,0.19678497314453125,51586,0.0,128.0009765625,0.3822763296916629,0.584681369815812,0.5880274613698323,8,18
dim_feedforward,64,64,4,2,64,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,10,10,0.5777777777777777,0.5777777777777777,0.7142857142857143,45,11.505557772237808,0.002283209003508091,0.050737977855735354,0.19678497314453125,51586,0.0,128.0009765625,0.5006793701287472,0.6246537331378821,0.6079431533813476,4,14
