parameter_name,parameter_value,criterion,max_depth,min_samples_split,min_samples_leaf,class_weight,csp_components,mean_accuracy,std_accuracy,mean_f1,mean_auc
max_depth,3,gini,3,10,5,balanced,6,0.543948941462869,0.07536754186530192,0.2581798291939364,0.5549503027885572
max_depth,5,gini,5,10,5,balanced,6,0.5657964191444042,0.09372279837066252,0.40755055439161714,0.5880229965856175
max_depth,7,gini,7,10,5,balanced,6,0.5696643552226939,0.08880068307593247,0.42325289096514873,0.5966537173702038
max_depth,10,gini,10,10,5,balanced,6,0.5591226207860415,0.09541102344334074,0.47670209496171717,0.5849132164881399
max_depth,,gini,,10,5,balanced,6,0.5417970817213186,0.10213112645275858,0.513445493441983,0.5582821574915777
