parameter_name,parameter_value,kernel,C,gamma,degree,coef0,class_weight,csp_components,mean_accuracy,std_accuracy,mean_f1,mean_auc
kernel,linear,linear,1.0,scale,3,0.0,balanced,6,0.6262291593825462,0.13348346133578617,0.5735975696599295,0.7258128497874792
kernel,rbf,rbf,1.0,scale,3,0.0,balanced,6,0.6204870219724566,0.13242285708596382,0.5311926497901199,0.7147533768254648
kernel,poly,poly,1.0,scale,3,0.0,balanced,6,0.6095774424721012,0.12753547684904265,0.5157861396534096,0.7011134902886652
kernel,sigmoid,sigmoid,1.0,scale,3,0.0,balanced,6,0.5149238446401284,0.051905422702999214,0.40965651579227086,0.5584657675056455
