parameter_name,parameter_value,d_model,nhead,num_layers,dim_feedforward,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,fold,subject,accuracy,f1_score,roc_auc,support,train_time_sec,inference_time_sec,inference_ms_per_sample,model_size_mb,num_parameters,train_memory_delta_mb,peak_gpu_memory_mb,final_train_loss,best_train_loss,best_val_loss,best_epoch,stopped_epoch
num_layers,1,64,4,1,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,1,1,0.7111111111111111,0.6829268292682927,0.7292490118577075,45,9.579093711916357,0.0016886801458895206,0.03752622546421157,0.13208770751953125,34626,0.0,89.07568359375,0.5477824960694169,0.6123504369999423,0.5845747848351797,12,22
num_layers,1,64,4,1,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,2,2,0.7333333333333333,0.6666666666666666,0.8893280632411067,45,12.870560800656676,0.002065132837742567,0.04589184083872371,0.13208770751953125,34626,0.0,89.07568359375,0.5071499706669287,0.5773638640389298,0.5702244480450948,19,29
num_layers,1,64,4,1,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,3,3,0.4444444444444444,0.3902439024390244,0.4209486166007905,45,10.739813121967018,0.0018872660584747791,0.04193924574388398,0.13208770751953125,34626,0.0,89.07568359375,0.5304471453030905,0.5960505126100598,0.5735831518967947,14,24
num_layers,1,64,4,1,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,4,4,0.5111111111111111,0.6666666666666666,0.7173913043478262,45,10.580527749843895,0.001883166842162609,0.04184815204805798,0.13208770751953125,34626,0.0,89.07568359375,0.5206551836295561,0.5908805901805559,0.5763228456179301,14,24
num_layers,1,64,4,1,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,5,5,0.4444444444444444,0.576271186440678,0.4503968253968254,45,6.880296297837049,0.0018785670399665833,0.04174593422147963,0.13208770751953125,34626,0.0,89.07568359375,0.5674553161317651,0.6345708546313372,0.6257213115692138,5,15
num_layers,1,64,4,1,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,6,6,0.4888888888888889,0.41025641025641024,0.5793650793650794,45,9.491528972052038,0.0015261434018611908,0.03391429781913757,0.13208770751953125,34626,0.0,89.07568359375,0.5194413302974268,0.5908299978032256,0.586418644587199,13,23
num_layers,1,64,4,1,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,7,7,0.8666666666666667,0.8571428571428571,0.9525691699604744,45,9.49943177215755,0.0017004800029098988,0.037788444509108864,0.13208770751953125,34626,0.0,89.07568359375,0.538525937858856,0.6029571963079048,0.602412470181783,14,24
num_layers,1,64,4,1,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,8,8,0.6666666666666666,0.6808510638297872,0.7252964426877471,45,9.648780778050423,0.0018472368828952312,0.04104970850878292,0.13208770751953125,34626,0.0,89.07568359375,0.5468549299420733,0.6045722153150674,0.6029184381167094,10,20
num_layers,1,64,4,1,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,9,9,0.7333333333333333,0.6666666666666666,0.7182539682539683,45,9.204475299455225,0.0018439670093357563,0.0409770446519057,0.13208770751953125,34626,0.0,89.07568359375,0.5634283457290042,0.6276774555444717,0.6041000684102377,8,18
num_layers,1,64,4,1,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,10,10,0.5777777777777777,0.6545454545454545,0.6845238095238095,45,8.151971059851348,0.001829866785556078,0.04066370634569062,0.13208770751953125,34626,0.0,89.07568359375,0.5620022332577994,0.6233798333189704,0.6043831090132396,7,17
num_layers,1,64,4,1,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,11,11,0.5555555555555556,0.3333333333333333,0.5948616600790514,45,12.443036131095141,0.0017055999487638474,0.03790222108364105,0.13208770751953125,34626,0.0,89.07568359375,0.5210528330820979,0.5854458817929933,0.5817303438981374,14,24
