trial_number,fold,subject,epoch,train_loss,val_loss,learning_rate,hidden_size,num_layers,dropout_rate,bidirectional,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed
0,2,2,9,0.6802887713367288,0.7049645980199178,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,3,3,1,0.6934929828752171,0.6935783664385478,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,3,3,2,0.6931123796737555,0.6929495652516683,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,3,3,3,0.6926798210902647,0.6925578753153483,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,3,3,4,0.6914722151828535,0.6949133992195129,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,3,3,5,0.6901463757861744,0.6944101015726726,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,3,3,6,0.6865152788884712,0.6972329020500183,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,3,3,7,0.6843834140084006,0.7037627458572387,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,3,3,8,0.6796506742636362,0.7060704469680786,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,4,4,1,0.6934560934702555,0.693311067422231,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,4,4,2,0.6930049129507758,0.6930429021517436,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,4,4,3,0.6922883743589575,0.6936837712923686,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,4,4,4,0.6904797730120745,0.6930243730545044,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,4,4,5,0.6892124089327726,0.6934141476949056,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,4,4,6,0.6879515200853348,0.6970683813095093,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,4,4,7,0.6857855825713186,0.6991243441899617,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,4,4,8,0.6842739207274986,0.7015155593554179,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,4,4,9,0.6807227459820834,0.7062755465507508,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,5,5,1,0.6940860906333635,0.6941511710484822,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,5,5,2,0.6930410428480669,0.6925027290980021,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,5,5,3,0.6926963884722103,0.6938384532928467,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,5,5,4,0.6920981316855459,0.690623919169108,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,5,5,5,0.6906546485243421,0.6897282560666402,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,5,5,6,0.6894917321024518,0.68885391553243,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,5,5,7,0.6879388771273873,0.6887044350306193,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,5,5,8,0.6859945325237332,0.6884881377220153,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,5,5,9,0.6829468368580847,0.7016820867856344,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,5,5,10,0.6782750446688045,0.696202830473582,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,5,5,11,0.6758775679451047,0.709573213259379,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,5,5,12,0.6722876411495786,0.7044193943341573,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,5,5,13,0.6646714815587709,0.7013054092725118,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,6,6,1,0.6932955727432714,0.693114717801412,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,6,6,2,0.6926387227845915,0.693776281674703,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,6,6,3,0.6931299002784671,0.694243868192037,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,6,6,4,0.6920666324369835,0.6932594378789266,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,6,6,5,0.6910051283511248,0.6960004250208537,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,6,6,6,0.6904260683240313,0.6943986614545187,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,7,7,1,0.6957024290706172,0.693019962310791,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,7,7,2,0.6936820158452699,0.6930499792098999,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,7,7,3,0.6927078149535439,0.6936679323514302,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,7,7,4,0.6922789965615128,0.6922958334287007,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,7,7,5,0.6913035733230186,0.6919976433118185,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,7,7,6,0.6886652518402446,0.6962591131528219,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,7,7,7,0.6873534096009803,0.6980983893076579,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,7,7,8,0.6856780842398152,0.7006085713704427,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,7,7,9,0.6826531349709539,0.6985750953356425,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,7,7,10,0.6784867016655026,0.711858328183492,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,8,8,1,0.693891907731692,0.6925405979156494,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,8,8,2,0.6933735563899531,0.6935292522112528,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,8,8,3,0.6924581067128615,0.6918302019437154,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,8,8,4,0.6914707503535531,0.6925638318061829,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,8,8,5,0.6901471587744626,0.6905218958854675,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,8,8,6,0.6889170092163663,0.6916458487510682,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,8,8,7,0.6852813764955058,0.6941481232643127,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,8,8,8,0.6832374293695797,0.6953655123710633,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,8,8,9,0.680063939907334,0.6960383176803588,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,8,8,10,0.6749725025711637,0.6965660452842712,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,9,9,1,0.693580251751524,0.6936811049779256,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,9,9,2,0.6928415510690573,0.6934640606244405,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,9,9,3,0.6926349162152319,0.6934873183568319,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,9,9,4,0.6922485236868714,0.6927674651145935,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,9,9,5,0.6910915514736464,0.6930836915969849,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,9,9,6,0.6898299378879142,0.6928063193957011,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,9,9,7,0.6889975147716927,0.691645344098409,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,9,9,8,0.6864067650202549,0.6978648225466411,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,9,9,9,0.6849083078630043,0.6930431008338929,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,9,9,10,0.6826299252835187,0.6908722639083862,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,9,9,11,0.6778521330067606,0.6975504676500957,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,9,9,12,0.6746042456590768,0.6978586117426554,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,9,9,13,0.6713832553588983,0.7113861799240112,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,9,9,14,0.6659043250661908,0.7073594133059183,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,9,9,15,0.6606482714414597,0.7097178339958191,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,10,10,1,0.6938638655525265,0.6936007420221965,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,10,10,2,0.6931799433448098,0.6935387889544169,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,10,10,3,0.6928528488585444,0.693479597568512,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,10,10,4,0.6917605309775381,0.6952739238739014,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,10,10,5,0.6905160356651653,0.6981098969777425,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,10,10,6,0.6888474049893293,0.6965342442194621,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,10,10,7,0.686047990213741,0.7005920886993409,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,10,10,8,0.6831866859486608,0.7000677148501079,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,11,11,1,0.693682311610742,0.6932816664377849,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,11,11,2,0.6930566926797231,0.6931787530581156,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,11,11,3,0.6932876137169924,0.693107275168101,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,11,11,4,0.6930834443280192,0.6930830160776774,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,11,11,5,0.6919250854037025,0.6930648883183798,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,11,11,6,0.6906865306875922,0.6943180839220683,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,11,11,7,0.6900965345628334,0.6963408629099528,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,11,11,8,0.6867077057108735,0.6975804487864177,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,11,11,9,0.6854904772657336,0.6967899998029073,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,11,11,10,0.6837945165056171,0.701050051053365,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,12,12,1,0.6945784286116109,0.6933058023452758,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,12,12,2,0.6934100371418577,0.6926173011461894,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,12,12,3,0.692665266268181,0.6912704467773437,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,12,12,4,0.6928908635269512,0.6920849601427714,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,12,12,5,0.6913186794880665,0.6902873794237773,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,12,12,6,0.6907166071010359,0.6897624135017395,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,12,12,7,0.6889151239937003,0.6897643605868021,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,12,12,8,0.6866196470730233,0.6917168060938518,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,12,12,9,0.6833717655954938,0.6902776042620341,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,12,12,10,0.6817065107099938,0.7003798166910807,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,12,12,11,0.6772156759644999,0.698291536172231,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,13,13,1,0.6930156657190034,0.6939818978309631,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,13,13,2,0.6931161126404097,0.6942255020141601,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,13,13,3,0.6930510054032007,0.6937981963157653,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,13,13,4,0.6921015851425402,0.6942687789599101,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,13,13,5,0.6909532492811029,0.6961403489112854,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,13,13,6,0.6904385992974946,0.6942739844322204,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,13,13,7,0.6884830354741125,0.6964629689852396,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,13,13,8,0.6851821157968405,0.6969309528668721,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,14,14,1,0.6939024207266894,0.6929389794667562,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,14,14,2,0.6933895435297128,0.6928046743075053,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,14,14,3,0.6934445902253642,0.6927984674771627,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,14,14,4,0.6924978837822423,0.6917828957239787,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,14,14,5,0.6908414250973499,0.6895313183466594,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,14,14,6,0.6905879762136575,0.6897975246111552,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,14,14,7,0.6895847695343422,0.6872594157854716,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,14,14,8,0.6864963932470842,0.6880399584770203,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,14,14,9,0.6835520913203558,0.6909849206606548,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,14,14,10,0.6809505192619382,0.6946518182754516,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,14,14,11,0.6799848264817036,0.6874117493629456,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,14,14,12,0.6744932505217466,0.6957977652549744,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,15,15,1,0.6943454498594458,0.6942560791969299,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,15,15,2,0.6933877842895912,0.6926690936088562,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,15,15,3,0.6931131134430567,0.6923553983370463,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,15,15,4,0.692258842515223,0.6918002843856812,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,15,15,5,0.6914598147074381,0.6908534010251363,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,15,15,6,0.6894074416521824,0.6913299242655436,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,15,15,7,0.6874120953408155,0.6940707047780355,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,15,15,8,0.6845029168056719,0.69810977379481,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,15,15,9,0.6817951509446809,0.7069446961085002,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,15,15,10,0.6789636133295117,0.7031923214594523,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,16,16,1,0.6939835489699335,0.6930606404940287,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,16,16,2,0.6931278326294639,0.6932396650314331,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,16,16,3,0.6930049468170513,0.6929567297299702,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,16,16,4,0.6925705526814316,0.693513814608256,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,16,16,5,0.6913946717977524,0.6905247966448466,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,16,16,6,0.6900767291134055,0.6894050002098083,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,16,16,7,0.6886803670362993,0.6868205189704895,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,16,16,8,0.6854488231015928,0.6867105762163798,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,16,16,9,0.6823972382328727,0.6964179039001465,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,16,16,10,0.6788174713199789,0.6929445385932922,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,16,16,11,0.6766202792976842,0.6946547985076904,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,16,16,12,0.6728027024955461,0.6911382039388021,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,16,16,13,0.668370093811642,0.7001829703648885,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,17,17,1,0.6936407161481453,0.69289710521698,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,17,17,2,0.6935600525502003,0.6930478811264038,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,17,17,3,0.6925640042984125,0.6935044844945272,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,17,17,4,0.6922953648097587,0.6916057745615641,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,17,17,5,0.6913685622540388,0.6897481282552084,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,17,17,6,0.6909201217420173,0.6886207143465678,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,17,17,7,0.689641922712326,0.6870354453722636,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,17,17,8,0.6888992845109014,0.6859704971313476,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,17,17,9,0.6871706157019644,0.6854665239651998,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,17,17,10,0.6847738289471829,0.6837507565816243,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,17,17,11,0.682078555226326,0.6847507516543071,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,17,17,12,0.6802628803433795,0.676021683216095,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,17,17,13,0.6757555012450074,0.6824277321497599,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,17,17,14,0.6717541682900805,0.6829609235127767,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,17,17,15,0.6690616910204743,0.6754078547159831,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,17,17,16,0.6614127136541136,0.683393394947052,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,17,17,17,0.6576898594697317,0.6762952407201132,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,17,17,18,0.6545051584641138,0.6746064742406209,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,17,17,19,0.6530584692955017,0.681087327003479,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,17,17,20,0.6463929550214247,0.6830713669459025,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,17,17,21,0.6428627516284133,0.6873426318168641,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,17,17,22,0.6398178361582033,0.6942339936892191,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,17,17,23,0.6340419957132051,0.6819693485895792,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,18,18,1,0.6941792933326779,0.6932190140088399,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,18,18,2,0.6929497614954457,0.6938741008440653,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,18,18,3,0.6932026048501333,0.693078617254893,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,18,18,4,0.6921905568151763,0.69359343846639,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,18,18,5,0.692132449962876,0.6938145597775777,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,18,18,6,0.6908992163159631,0.6892068942387899,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,18,18,7,0.6883284797271093,0.6920758883158366,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,18,18,8,0.6860837742234721,0.6919173161188762,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,18,18,9,0.6838533214547418,0.6894739588101705,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
0,18,18,10,0.6816393159555666,0.6894222021102905,0.0006547741244628184,32,3,0.1,False,32,100,0.0001,0.1,5,3,0.7,False,42
