trial_number,hidden_size,num_layers,dropout_rate,bidirectional,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,fold,subject,accuracy,f1_score,roc_auc,support,train_time_sec,inference_time_sec,inference_ms_per_sample,model_size_mb,num_parameters,train_memory_delta_mb,peak_gpu_memory_mb,final_train_loss,best_train_loss,best_val_loss,best_epoch,stopped_epoch
0,32,3,0.1,False,0.0006547741244628184,32,100,0.0001,0.1,5,3,0.7,False,42,1,1,0.5111111111111111,0.5,0.5335968379446641,45,4.995510822976939,0.005555875017307699,0.12346388927350442,0.08863067626953125,23234,252.2421875,111.49365234375,0.680989862391443,0.6919513218330614,0.6913334965705872,4,9
0,32,3,0.1,False,0.0006547741244628184,32,100,0.0001,0.1,5,3,0.7,False,42,2,2,0.6666666666666666,0.6938775510204083,0.6679841897233202,45,4.879594202036969,0.003208438982255757,0.07129864405012794,0.08863067626953125,23234,0.11328125,111.49365234375,0.6802887713367288,0.6922342682426627,0.6913380146026611,4,9
0,32,3,0.1,False,0.0006547741244628184,32,100,0.0001,0.1,5,3,0.7,False,42,3,3,0.5111111111111111,0.3125,0.450592885375494,45,4.289286205021199,0.00299318804172799,0.06651528981617755,0.08863067626953125,23234,0.01171875,111.49365234375,0.6796506742636362,0.6926798210902647,0.6925578753153483,3,8
0,32,3,0.1,False,0.0006547741244628184,32,100,0.0001,0.1,5,3,0.7,False,42,4,4,0.4888888888888889,0.6567164179104478,0.6403162055335969,45,4.830736636999063,0.003129239019472152,0.06953864487715893,0.08863067626953125,23234,0.25390625,111.49365234375,0.6807227459820834,0.6904797730120745,0.6930243730545044,4,9
0,32,3,0.1,False,0.0006547741244628184,32,100,0.0001,0.1,5,3,0.7,False,42,5,5,0.4444444444444444,0.4186046511627907,0.38492063492063494,45,7.008129649970215,0.002980198012664914,0.06622662250366476,0.08863067626953125,23234,0.00390625,111.49365234375,0.6646714815587709,0.6859945325237332,0.6884881377220153,8,13
0,32,3,0.1,False,0.0006547741244628184,32,100,0.0001,0.1,5,3,0.7,False,42,6,6,0.4666666666666667,0.6363636363636364,0.43253968253968256,45,3.2180442470125854,0.0029848769772797823,0.06633059949510628,0.08863067626953125,23234,0.0,111.49365234375,0.6904260683240313,0.6932955727432714,0.693114717801412,1,6
0,32,3,0.1,False,0.0006547741244628184,32,100,0.0001,0.1,5,3,0.7,False,42,7,7,0.5777777777777777,0.5581395348837208,0.6956521739130435,45,5.381200800999068,0.0031999879865907133,0.0711108441464603,0.08863067626953125,23234,0.25390625,111.49365234375,0.6784867016655026,0.6913035733230186,0.6919976433118185,5,10
0,32,3,0.1,False,0.0006547741244628184,32,100,0.0001,0.1,5,3,0.7,False,42,8,8,0.5111111111111111,0.6451612903225806,0.541501976284585,45,5.407199792971369,0.00296846404671669,0.06596586770481533,0.08863067626953125,23234,0.0,111.49365234375,0.6749725025711637,0.6901471587744626,0.6905218958854675,5,10
0,32,3,0.1,False,0.0006547741244628184,32,100,0.0001,0.1,5,3,0.7,False,42,9,9,0.4666666666666667,0.5555555555555556,0.5178571428571429,45,8.071600324998144,0.0030372579931281507,0.06749462206951445,0.08863067626953125,23234,0.0,111.49365234375,0.6606482714414597,0.6826299252835187,0.6908722639083862,10,15
0,32,3,0.1,False,0.0006547741244628184,32,100,0.0001,0.1,5,3,0.7,False,42,10,10,0.37777777777777777,0.2631578947368421,0.33531746031746035,45,4.32907229999546,0.003023918019607663,0.06719817821350363,0.08863067626953125,23234,0.0,111.49365234375,0.6831866859486608,0.6928528488585444,0.693479597568512,3,8
