parameter_name,parameter_value,n_estimators,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,class_weight,csp_components,fold,subject,accuracy,f1_score,roc_auc
class_weight,,200,gini,10,10,5,sqrt,,6,41,41,0.6444444444444445,0.6190476190476191,0.7301587301587301
class_weight,,200,gini,10,10,5,sqrt,,6,42,42,0.8444444444444444,0.8292682926829268,0.9624505928853755
class_weight,,200,gini,10,10,5,sqrt,,6,43,43,0.6444444444444445,0.5,0.8023715415019763
class_weight,,200,gini,10,10,5,sqrt,,6,44,44,0.7241379310344828,0.7142857142857143,0.7095238095238096
class_weight,,200,gini,10,10,5,sqrt,,6,45,45,0.5777777777777777,0.2962962962962963,0.7134387351778656
class_weight,,200,gini,10,10,5,sqrt,,6,46,46,0.5333333333333333,0.5116279069767442,0.5434782608695652
class_weight,,200,gini,10,10,5,sqrt,,6,47,47,0.4666666666666667,0.5384615384615384,0.5416666666666665
class_weight,,200,gini,10,10,5,sqrt,,6,48,48,0.7058823529411765,0.7058823529411765,0.8285714285714285
class_weight,,200,gini,10,10,5,sqrt,,6,49,49,0.8222222222222222,0.8,0.8952569169960475
class_weight,,200,gini,10,10,5,sqrt,,6,50,50,0.5111111111111111,0.0,0.6640316205533596
class_weight,,200,gini,10,10,5,sqrt,,6,51,51,0.5333333333333333,0.0,0.48214285714285715
class_weight,,200,gini,10,10,5,sqrt,,6,52,52,0.7804878048780488,0.7096774193548387,0.8708133971291866
class_weight,,200,gini,10,10,5,sqrt,,6,53,53,0.5581395348837209,0.3870967741935484,0.5887445887445888
class_weight,,200,gini,10,10,5,sqrt,,6,54,54,0.6410256410256411,0.6818181818181818,0.8315217391304348
class_weight,,200,gini,10,10,5,sqrt,,6,55,55,0.6666666666666666,0.4827586206896552,0.9486166007905139
class_weight,,200,gini,10,10,5,sqrt,,6,56,56,0.8409090909090909,0.8372093023255814,0.9297520661157025
class_weight,,200,gini,10,10,5,sqrt,,6,57,57,0.6666666666666666,0.6341463414634146,0.7083333333333334
class_weight,,200,gini,10,10,5,sqrt,,6,58,58,0.4888888888888889,0.5306122448979592,0.5555555555555556
class_weight,,200,gini,10,10,5,sqrt,,6,59,59,0.4666666666666667,0.07692307692307693,0.42460317460317465
class_weight,,200,gini,10,10,5,sqrt,,6,60,60,0.8181818181818182,0.8181818181818182,0.9070247933884298
class_weight,,200,gini,10,10,5,sqrt,,6,61,61,0.7441860465116279,0.7027027027027027,0.8917748917748918
class_weight,,200,gini,10,10,5,sqrt,,6,62,62,0.8222222222222222,0.8095238095238095,0.9525691699604744
class_weight,,200,gini,10,10,5,sqrt,,6,63,63,0.5813953488372093,0.35714285714285715,0.5714285714285714
class_weight,,200,gini,10,10,5,sqrt,,6,64,64,0.6888888888888889,0.7083333333333334,0.7648221343873518
class_weight,,200,gini,10,10,5,sqrt,,6,65,65,0.7333333333333333,0.6842105263157895,0.7698412698412699
class_weight,,200,gini,10,10,5,sqrt,,6,66,66,0.4222222222222222,0.4583333333333333,0.492094861660079
class_weight,,200,gini,10,10,5,sqrt,,6,67,67,0.5333333333333333,0.27586206896551724,0.5968379446640316
class_weight,,200,gini,10,10,5,sqrt,,6,68,68,0.4888888888888889,0.0,0.608695652173913
class_weight,,200,gini,10,10,5,sqrt,,6,69,69,0.5333333333333333,0.46153846153846156,0.6091269841269841
class_weight,,200,gini,10,10,5,sqrt,,6,70,70,0.6888888888888889,0.65,0.7055335968379446
class_weight,,200,gini,10,10,5,sqrt,,6,71,71,0.6,0.35714285714285715,0.8992094861660079
class_weight,,200,gini,10,10,5,sqrt,,6,72,72,0.8,0.7906976744186046,0.9209486166007904
class_weight,,200,gini,10,10,5,sqrt,,6,73,73,0.5333333333333333,0.27586206896551724,0.7430830039525692
class_weight,,200,gini,10,10,5,sqrt,,6,74,74,0.5777777777777777,0.3448275862068966,0.513888888888889
class_weight,,200,gini,10,10,5,sqrt,,6,75,75,0.6341463414634146,0.5945945945945946,0.7857142857142857
class_weight,,200,gini,10,10,5,sqrt,,6,76,76,0.5777777777777777,0.6666666666666666,0.691699604743083
class_weight,,200,gini,10,10,5,sqrt,,6,77,77,0.5111111111111111,0.56,0.5119047619047619
class_weight,,200,gini,10,10,5,sqrt,,6,78,78,0.5555555555555556,0.6153846153846154,0.6205533596837944
class_weight,,200,gini,10,10,5,sqrt,,6,79,79,0.6,0.42857142857142855,0.6275
class_weight,,200,gini,10,10,5,sqrt,,6,80,80,0.4888888888888889,0.0,0.6324110671936758
class_weight,,200,gini,10,10,5,sqrt,,6,81,81,0.5111111111111111,0.08333333333333333,0.7430830039525692
class_weight,,200,gini,10,10,5,sqrt,,6,82,82,0.5555555555555556,0.6774193548387096,0.6758893280632412
class_weight,,200,gini,10,10,5,sqrt,,6,83,83,0.5789473684210527,0.2727272727272727,0.7313019390581718
class_weight,,200,gini,10,10,5,sqrt,,6,84,84,0.6590909090909091,0.6511627906976745,0.7308488612836439
class_weight,,200,gini,10,10,5,sqrt,,6,85,85,0.5909090909090909,0.7,0.9006211180124223
class_weight,,200,gini,10,10,5,sqrt,,6,86,86,0.6590909090909091,0.5714285714285714,0.8302277432712215
class_weight,,200,gini,10,10,5,sqrt,,6,87,87,0.5333333333333333,0.631578947368421,0.5849802371541503
class_weight,,200,gini,10,10,5,sqrt,,6,88,88,0.4727272727272727,0.12121212121212122,0.4735449735449736
