trial_number,kernel,C,gamma,degree,coef0,class_weight,csp_components,fold,subject,accuracy,f1_score,roc_auc,support
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,50,50,0.5333333333333333,0.08695652173913043,0.5434782608695652,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,51,51,0.5777777777777777,0.17391304347826086,0.48412698412698413,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,52,52,0.7560975609756098,0.6666666666666666,0.8397129186602871,41
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,53,53,0.4883720930232558,0.35294117647058826,0.5735930735930737,43
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,54,54,0.5897435897435898,0.6666666666666666,0.8288043478260869,39
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,55,55,0.7333333333333333,0.625,0.9565217391304348,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,56,56,0.75,0.7441860465116279,0.9090909090909091,44
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,57,57,0.6444444444444445,0.6190476190476191,0.7063492063492064,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,58,58,0.6,0.47058823529411764,0.615079365079365,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,59,59,0.5333333333333333,0.0,0.47420634920634924,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,60,60,0.7727272727272727,0.782608695652174,0.9297520661157024,44
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,61,61,0.6976744186046512,0.6060606060606061,0.8333333333333333,43
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,62,62,0.8666666666666667,0.8421052631578947,0.9565217391304348,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,63,63,0.4883720930232558,0.0,0.5757575757575758,43
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,64,64,0.7111111111111111,0.7636363636363637,0.8241106719367589,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,65,65,0.6666666666666666,0.5945945945945946,0.7876984126984127,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,66,66,0.4444444444444444,0.5098039215686274,0.5217391304347826,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,67,67,0.5111111111111111,0.15384615384615385,0.5019762845849802,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,68,68,0.5111111111111111,0.08333333333333333,0.6403162055335968,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,69,69,0.6222222222222222,0.48484848484848486,0.6448412698412699,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,70,70,0.5777777777777777,0.42424242424242425,0.800395256916996,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,71,71,0.6444444444444445,0.4666666666666667,0.8814229249011858,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,72,72,0.9555555555555556,0.9565217391304348,0.9841897233201581,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,73,73,0.6666666666666666,0.6153846153846154,0.7529644268774704,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,74,74,0.6,0.4375,0.5972222222222222,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,75,75,0.8048780487804879,0.7647058823529411,0.888095238095238,41
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,76,76,0.4444444444444444,0.576271186440678,0.5138339920948616,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,77,77,0.5777777777777777,0.6122448979591837,0.5892857142857143,45
