parameter_name,parameter_value,temporal_filters,depth_multiplier,kernel_length,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,fold,subject,epoch,train_loss,val_loss,learning_rate
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,1,0.6978832876140421,0.6967501521110535,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,2,0.696225845452511,0.6918716748555501,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,3,0.6867470822551034,0.6743687669436137,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,4,0.675309518069932,0.641726819674174,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,5,0.6594406208305648,0.62637331088384,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,6,0.6534777902292482,0.6240907112757365,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,7,0.6458365203756274,0.6190241614977519,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,8,0.6459441961664142,0.6139042973518372,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,9,0.6367591136332714,0.6028770367304485,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,10,0.6344833008267663,0.6012078722318014,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,11,0.6369705125689507,0.5997791151205699,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,12,0.6380542406078541,0.6026352485020955,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,13,0.6339986035318086,0.5971317251523336,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,14,0.6277693496509031,0.596126647790273,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,15,0.6322425716754162,0.5931836843490601,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,16,0.6271543398951039,0.5962191661198933,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,17,0.628956158955892,0.5922052423159282,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,18,0.6342795310598431,0.5926218152046203,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,19,0.6279721088481672,0.5995374202728272,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,20,0.6328254579143091,0.5899061957995096,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,21,0.6296997512831832,0.5960104505221049,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,22,0.6274322061376139,0.5892682393391927,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,23,0.6275047662131714,0.5917139093081156,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,24,0.6245550985137621,0.5950663805007934,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,25,0.623181788758798,0.5913004755973816,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,26,0.6179350510691152,0.5855039854844412,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,27,0.6215052744655898,0.5851536611715953,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,28,0.628898720849644,0.5934208770593007,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,29,0.6224700666286729,0.5892127633094788,0.001
temporal_filters,4,4,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,30,0.6276456618850882,0.5876111149787903,0.001
