parameter_name,parameter_value,F1,D,F2,kernel_length,dropout_rate,learning_rate,batch_size,epochs,weight_decay,mean_accuracy,std_accuracy,mean_f1,mean_auc,mean_train_time_sec,mean_inference_time_sec,mean_inference_ms_per_sample,mean_model_size_mb,mean_num_parameters,mean_train_memory_delta_mb,mean_peak_gpu_memory_mb
dropout_rate,0.1,8,2,16,64,0.1,0.001,32,20,0.0,0.5501712258100815,0.10206017530725311,0.42200312457691225,0.6853382376209441,10.749956584082746,0.0023004019260244807,0.05290488231085616,0.014682769775390625,1858.0,0.009331597222222222,27.71435546875
dropout_rate,0.25,8,2,16,64,0.25,0.001,32,20,0.0,0.5525281133720633,0.09063476851691983,0.4653120827889047,0.6932735675980182,10.875201793342395,0.0024157339524848525,0.05594017725421439,0.014682769775390625,1858.0,0.001808449074074074,25.60791015625
dropout_rate,0.5,8,2,16,64,0.5,0.001,32,20,0.0,0.5491145346336658,0.08695691077128913,0.390569263927598,0.6425684137811161,10.89097550513031,0.0023900812682566335,0.05493051917907022,0.014682769775390625,1858.0,3.616898148148148e-05,25.81884765625
