parameter_name,parameter_value,temporal_filters,filter_length,pool_length,pool_stride,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,fold,subject,epoch,train_loss,val_loss
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,6,6,4,0.6006747073296345,0.7107219576835633
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,6,6,5,0.5768367885188623,0.5621517062187195
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,6,6,6,0.5433035197131562,0.6475760440031687
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,6,6,7,0.556857428315914,0.6121324320634206
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,6,6,8,0.5415442046342474,0.5902749578158061
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,6,6,9,0.5067030157555233,0.5778686761856079
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,6,6,10,0.50010971679832,0.6502823193868001
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,6,6,11,0.49902935709917184,0.7321342706680298
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,6,6,12,0.43778936260125856,0.5763807972272237
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,6,6,13,0.4442770172926513,0.6622908274332683
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,6,6,14,0.42614941344116675,0.5928968707720439
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,6,6,15,0.39633326638828625,0.6309895694255829
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,7,7,1,0.7076587130626043,0.6003727436065673
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,7,7,2,0.6831425936384634,0.8466588576634725
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,7,7,3,0.6239678408160354,0.6493741869926453
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,7,7,4,0.5824923418236502,0.5628517349561055
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,7,7,5,0.5704512465180773,0.8611380557219187
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,7,7,6,0.6009538462667754,0.6250028977791469
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,7,7,7,0.5426544163263205,0.6625319917996725
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,7,7,8,0.5550107732415199,0.6485174437363942
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,7,7,9,0.5639123447013624,0.7772617260615031
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,7,7,10,0.5475967984759447,0.6021148045857747
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,7,7,11,0.46119309453801677,0.5812500993410746
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,7,7,12,0.43895793322360876,0.5964394629001617
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,7,7,13,0.4377256232229146,0.605159439643224
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,7,7,14,0.4336085972009283,0.6690838833649954
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,8,8,1,0.732086952437054,0.6167646884918213
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,8,8,2,0.6627983818903114,0.6803177297115326
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,8,8,3,0.6164621369856776,0.5956454445918401
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,8,8,4,0.5874983070023132,0.6650109469890595
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,8,8,5,0.5811717307025736,0.5784844636917115
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,8,8,6,0.5795905646501165,0.5770838022232055
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,8,8,7,0.5435418696566061,0.6034285843372345
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,8,8,8,0.5164521399772528,0.6355830530325571
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,8,8,9,0.5040873481017171,0.6765166262785594
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,8,8,10,0.5297134965658188,0.6311184048652649
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,8,8,11,0.48345961399150617,0.6007121046384175
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,8,8,12,0.5019779390457905,0.7277781744798024
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,8,8,13,0.4396776645021005,0.603533931573232
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,8,8,14,0.44072393384395225,0.6134720067183177
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,8,8,15,0.4135588702153076,0.5866048177083333
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,8,8,16,0.42251843496253993,0.6553783933321635
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,9,9,1,0.721173433869174,0.6874470869700114
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,9,9,2,0.6779015619646419,0.6210230608781179
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,9,9,3,0.603858388283036,0.6302110234896342
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,9,9,4,0.5859405854434678,0.6183293918768565
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,9,9,5,0.5920404934070327,0.5904825925827026
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,9,9,6,0.5444045705777226,0.5890659173329671
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,9,9,7,0.535091842891592,0.6075950404008229
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,9,9,8,0.5282965695316141,0.7399121940135955
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,9,9,9,0.5056569808811853,0.628441846370697
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,9,9,10,0.513241073398879,0.6125841697057088
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,9,9,11,0.48601929143522726,0.6619071563084921
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,9,9,12,0.4743095682651708,0.6707354525725047
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,9,9,13,0.4206646718084812,0.6333141922950745
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,9,9,14,0.40511499559788994,0.6130813221136729
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,9,9,15,0.41465516331972496,0.8032688240210215
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,9,9,16,0.4222395278964982,0.6375764667987823
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,10,10,1,0.7204446277835153,0.6146670381228129
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,10,10,2,0.6796979145570234,0.5859941403071086
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,10,10,3,0.5992793655305197,0.5830479502677918
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,10,10,4,0.5642599754712798,0.6812948922316233
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,10,10,5,0.5698834571874503,0.588681681950887
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,10,10,6,0.5575755098552415,0.5687695940335592
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,10,10,7,0.5722562817461563,0.5807279686133067
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,10,10,8,0.5486384293798244,0.5882507562637329
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,10,10,9,0.5017082896648031,0.6409944037596385
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,10,10,10,0.5033126100897789,0.7299415747324626
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,10,10,11,0.5028939906394843,0.5722054203351339
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,10,10,12,0.4665578321525545,0.622250783443451
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,10,10,13,0.42904907735911285,0.5738433460394542
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,10,10,14,0.4189739177624385,0.5753452718257904
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,10,10,15,0.40607151355255733,0.5987055401007334
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,10,10,16,0.4057868550898451,0.5730154474576314
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,11,11,1,0.7400610349846609,0.5789176305135091
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,11,11,2,0.6312548333045208,0.546533054113388
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,11,11,3,0.6041939915581183,0.5683335820833842
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,11,11,4,0.5777618456067461,0.5861341714859009
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,11,11,5,0.5964972060738187,0.5400784413019816
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,11,11,6,0.5683185214346106,0.7120221614837646
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,11,11,7,0.5375111254327225,0.6164505302906036
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,11,11,8,0.5321353366880706,0.5542080879211426
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,11,11,9,0.5124244581569325,0.5530348400274913
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,11,11,10,0.4854770510485678,0.5849459409713745
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,11,11,11,0.4749457702943773,0.5733368436495463
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,11,11,12,0.4263633094502218,0.5640795369942982
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,11,11,13,0.44186636173363886,0.5871131241321563
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,11,11,14,0.4163773622025143,0.5827711701393128
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,11,11,15,0.4183927241599921,0.6313248376051585
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,12,12,1,0.722478573069428,0.6680667936801911
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,12,12,2,0.6354406238956885,0.5724115947882334
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,12,12,3,0.6300111532662854,0.7007818003495534
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,12,12,4,0.6302240314808759,0.8306937932968139
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,12,12,5,0.5656804164702242,0.7251078983147939
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,12,12,6,0.5356525114991448,0.6437059541543325
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,12,12,7,0.5695261539834918,0.6505012134710948
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,12,12,8,0.5106157811753678,0.6458652675151825
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,12,12,9,0.47871294211257587,0.5948932389418284
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,12,12,10,0.4514465266556451,0.5980540633201599
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,12,12,11,0.4547538756195343,0.6086114645004272
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,12,12,12,0.4421359776999011,0.6013274451096853
dropout_rate,0.1,40,25,75,15,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,13,13,1,0.7566916314941464,0.5905685583750407
