parameter_name,parameter_value,fold,subject,epoch,train_loss,val_loss,learning_rate,d_model,nhead,num_layers,dim_feedforward,dropout_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed
weight_decay,0.0,1,1,1,0.688379476016218,0.6509560088316599,0.001,64,4,2,128,0.1,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,1,1,2,0.6532979016051148,0.6623209178447723,0.001,64,4,2,128,0.1,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,1,1,3,0.6334118256063173,0.6074408054351806,0.001,64,4,2,128,0.1,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,1,1,4,0.6249321961041653,0.6280338287353515,0.001,64,4,2,128,0.1,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,1,1,5,0.6178680270007162,0.5965824663639069,0.001,64,4,2,128,0.1,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,1,1,6,0.6139881163835526,0.5920174797375997,0.001,64,4,2,128,0.1,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,1,1,7,0.6081278023846222,0.5965607782204946,0.001,64,4,2,128,0.1,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,1,1,8,0.6062567376277663,0.6091833531856536,0.001,64,4,2,128,0.1,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,1,1,9,0.58582371631355,0.5929874340693156,0.001,64,4,2,128,0.1,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,1,1,10,0.5831930693803411,0.6114836672941844,0.001,64,4,2,128,0.1,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,1,1,11,0.5657133679046775,0.6012718399365743,0.001,64,4,2,128,0.1,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,1,1,12,0.5502289201725613,0.6249925712744395,0.001,64,4,2,128,0.1,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,1,1,13,0.5135482664812695,0.6493101954460144,0.001,64,4,2,128,0.1,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,1,1,14,0.49332202180768503,0.6815422574679056,0.001,64,4,2,128,0.1,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,1,1,15,0.47480178556659003,0.6957846422990163,0.001,64,4,2,128,0.1,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,1,1,16,0.46032314137978986,0.688789043823878,0.001,64,4,2,128,0.1,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,2,2,1,0.6900333838932442,0.658625864982605,0.001,64,4,2,128,0.1,32,75,0.0,0.1,10,5,0.5,True,42
weight_decay,0.0,2,2,2,0.6701941255367163,0.6415549000104268,0.001,64,4,2,128,0.1,32,75,0.0,0.1,10,5,0.5,True,42
