parameter_name,parameter_value,d_model,nhead,num_layers,dim_feedforward,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,fold,subject,accuracy,f1_score,roc_auc,support,train_time_sec,inference_time_sec,inference_ms_per_sample,model_size_mb,num_parameters,train_memory_delta_mb,peak_gpu_memory_mb,final_train_loss,best_train_loss,best_val_loss,best_epoch,stopped_epoch
weight_decay,0.0,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,1,1,0.6666666666666666,0.5945945945945945,0.7944664031620554,45,21.17582536797272,0.0051218949956819415,0.11381988879293203,0.25977325439453125,68098,0.0,146.09326171875,0.46032314137978986,0.6139881163835526,0.5920174797375997,6,16
weight_decay,0.0,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,2,2,0.8,0.7692307692307693,0.8695652173913044,45,30.382064806995913,0.004847973992582411,0.10773275539072023,0.25977325439453125,68098,0.0,146.09326171875,0.3284904538004687,0.5573050061410124,0.5821663578351338,13,23
weight_decay,0.0,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,3,3,0.4,0.37209302325581395,0.3754940711462451,45,25.12620290997438,0.00496516702696681,0.1103370450437069,0.25977325439453125,68098,0.0,146.09326171875,0.411642751571807,0.598037600517273,0.5747251490751902,9,19
weight_decay,0.0,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,4,4,0.5777777777777777,0.6885245901639344,0.6620553359683794,45,25.128787166962866,0.005220924969762564,0.11602055488361253,0.25977325439453125,68098,0.0,146.09326171875,0.35756271795341465,0.5929140276981123,0.5830660879611969,9,19
weight_decay,0.0,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,5,5,0.5333333333333333,0.676923076923077,0.5317460317460317,45,17.144498327979818,0.0036585020134225488,0.0813000447427233,0.25977325439453125,68098,0.0,146.09326171875,0.49804224864099966,0.6481171295498357,0.617131894826889,3,13
weight_decay,0.0,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,6,6,0.6,0.4,0.4742063492063492,45,22.50299897696823,0.005197805003263056,0.11550677785029013,0.25977325439453125,68098,0.0,146.09326171875,0.39856668121435423,0.6017131421602133,0.591212644179662,7,17
weight_decay,0.0,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,7,7,0.8888888888888888,0.8780487804878049,0.9644268774703557,45,22.47260933899088,0.003592778986785561,0.07983953303967914,0.25977325439453125,68098,0.0,146.09326171875,0.42194703842202824,0.6149817752567205,0.5759675323963165,7,17
weight_decay,0.0,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,8,8,0.5555555555555556,0.6,0.592885375494071,45,25.071945510979276,0.004864240996539593,0.1080942443675465,0.25977325439453125,68098,0.0,146.09326171875,0.4134161541181983,0.5871634374965321,0.589406035343806,9,19
weight_decay,0.0,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,9,9,0.6,0.43749999999999994,0.6666666666666667,45,27.722975700045936,0.005146888026501983,0.11437528947782186,0.25977325439453125,68098,0.0,146.09326171875,0.32032010218862333,0.5529564097523689,0.5971217493216197,11,21
weight_decay,0.0,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,10,10,0.6444444444444445,0.6923076923076923,0.7023809523809524,45,24.455665306013543,0.004764295998029411,0.10587324440065357,0.25977325439453125,68098,0.0,146.09326171875,0.4031630438385588,0.5812533113992575,0.592194942633311,9,19
weight_decay,0.0,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,11,11,0.6,0.6249999999999999,0.6541501976284585,45,21.15141567197861,0.004851247009355575,0.10780548909679055,0.25977325439453125,68098,0.0,146.09326171875,0.4337758786524787,0.6219966312249502,0.5848554889361064,6,16
