parameter_name,parameter_value,cov_estimator,ts_metric,C,solver,class_weight,fold,subject,accuracy,f1_score,roc_auc
C,1.0,lwf,riemann,1.0,lbfgs,balanced,26,26,0.6444444444444445,0.7241379310344828,0.875
C,1.0,lwf,riemann,1.0,lbfgs,balanced,27,27,0.4666666666666667,0.6,0.6225296442687747
C,1.0,lwf,riemann,1.0,lbfgs,balanced,28,28,0.5555555555555556,0.3333333333333333,0.5592885375494071
C,1.0,lwf,riemann,1.0,lbfgs,balanced,29,29,0.7111111111111111,0.7719298245614035,0.9861660079051384
C,1.0,lwf,riemann,1.0,lbfgs,balanced,30,30,0.6,0.6086956521739131,0.6825396825396826
C,1.0,lwf,riemann,1.0,lbfgs,balanced,31,31,0.8,0.8163265306122449,0.9268774703557312
C,1.0,lwf,riemann,1.0,lbfgs,balanced,32,32,0.8863636363636364,0.8979591836734694,0.9627329192546583
C,1.0,lwf,riemann,1.0,lbfgs,balanced,33,33,0.7555555555555555,0.7755102040816326,0.8379446640316205
C,1.0,lwf,riemann,1.0,lbfgs,balanced,34,34,0.8,0.8421052631578947,0.9662698412698413
C,1.0,lwf,riemann,1.0,lbfgs,balanced,35,35,0.6888888888888889,0.5625,0.7845849802371543
C,1.0,lwf,riemann,1.0,lbfgs,balanced,36,36,0.4318181818181818,0.3902439024390244,0.5599173553719008
C,1.0,lwf,riemann,1.0,lbfgs,balanced,37,37,0.5111111111111111,0.0,0.5355731225296443
C,1.0,lwf,riemann,1.0,lbfgs,balanced,38,38,0.6,0.4375,0.6205533596837944
C,1.0,lwf,riemann,1.0,lbfgs,balanced,39,39,0.5454545454545454,0.5454545454545454,0.4906832298136646
C,1.0,lwf,riemann,1.0,lbfgs,balanced,40,40,0.5111111111111111,0.5925925925925926,0.49404761904761907
C,1.0,lwf,riemann,1.0,lbfgs,balanced,41,41,0.5777777777777777,0.3870967741935484,0.6746031746031745
C,1.0,lwf,riemann,1.0,lbfgs,balanced,42,42,0.6444444444444445,0.4666666666666667,0.9288537549407114
C,1.0,lwf,riemann,1.0,lbfgs,balanced,43,43,0.7777777777777778,0.8076923076923077,0.9347826086956522
C,1.0,lwf,riemann,1.0,lbfgs,balanced,44,44,0.5862068965517241,0.4,0.8428571428571429
C,1.0,lwf,riemann,1.0,lbfgs,balanced,45,45,0.6666666666666666,0.6808510638297872,0.7035573122529645
C,1.0,lwf,riemann,1.0,lbfgs,balanced,46,46,0.5555555555555556,0.4444444444444444,0.709486166007905
C,1.0,lwf,riemann,1.0,lbfgs,balanced,47,47,0.5333333333333333,0.43243243243243246,0.5535714285714286
C,1.0,lwf,riemann,1.0,lbfgs,balanced,48,48,0.5882352941176471,0.46153846153846156,0.9142857142857143
C,1.0,lwf,riemann,1.0,lbfgs,balanced,49,49,0.7111111111111111,0.7719298245614035,0.9703557312252964
C,1.0,lwf,riemann,1.0,lbfgs,balanced,50,50,0.5555555555555556,0.5,0.4762845849802372
C,1.0,lwf,riemann,1.0,lbfgs,balanced,51,51,0.4666666666666667,0.0,0.5059523809523809
C,1.0,lwf,riemann,1.0,lbfgs,balanced,52,52,0.8048780487804879,0.7647058823529411,0.8373205741626794
C,1.0,lwf,riemann,1.0,lbfgs,balanced,53,53,0.4883720930232558,0.47619047619047616,0.4956709956709957
