parameter_name,parameter_value,penalty,C,solver,class_weight,l1_ratio,csp_components,mean_accuracy,std_accuracy,mean_f1,mean_auc
C,0.1,l2,0.1,lbfgs,balanced,,6,0.6218317823273216,0.13570748879983743,0.5813050747743871,0.7245478751445243
C,1.0,l2,1.0,lbfgs,balanced,,6,0.6224110399959515,0.1355277857374389,0.5795126948876859,0.7246379783101466
C,10.0,l2,10.0,lbfgs,balanced,,6,0.6213775570180241,0.13559042289232048,0.5786468359253866,0.7245199971096336
C,100.0,l2,100.0,lbfgs,balanced,,6,0.6213775570180241,0.13559042289232048,0.5786468359253866,0.7245379521583895
