parameter_name,parameter_value,solver,shrinkage,csp_components,mean_accuracy,std_accuracy,mean_f1,mean_auc
solver,svd,svd,,6,0.6188161829099378,0.13640244800347492,0.571184922839625,0.723651254015495
solver,lsqr,lsqr,,6,0.6188161829099378,0.13640244800347492,0.571184922839625,0.723651254015495
solver,eigen,eigen,,6,0.6188161829099378,0.13640244800347492,0.571184922839625,0.723651254015495
