parameter_name,parameter_value,temporal_filters,depth_multiplier,kernel_length,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,fold,subject,accuracy,f1_score,roc_auc,support,train_time_sec,inference_time_sec,inference_ms_per_sample,model_size_mb,num_parameters,train_memory_delta_mb,peak_gpu_memory_mb,final_train_loss,best_train_loss,best_val_loss,best_epoch,stopped_epoch
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,0.8,0.7906976744186046,0.8399209486166007,45,13.08794644428417,0.0013968641869723797,0.031041426377163995,0.00431060791015625,1130,0.0,40.75146484375,0.6075924070495548,0.6168200423320135,0.5734794398148855,39,49
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,0.8222222222222222,0.7894736842105263,0.9644268774703557,45,14.440682850778103,0.0014151837676763535,0.03144852817058563,0.00431060791015625,1130,0.0,40.75146484375,0.6222067147944913,0.6222067147944913,0.5793675820032755,50,50
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,0.37777777777777777,0.36363636363636365,0.2924901185770751,45,10.376081144902855,0.001398895401507616,0.031086564477947023,0.00431060791015625,1130,0.0,40.75146484375,0.6216131390044184,0.6238690957878575,0.592448212703069,28,38
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,0.5777777777777777,0.6984126984126984,0.7707509881422925,45,12.14758760528639,0.001438903622329235,0.03197563605176078,0.00431060791015625,1130,0.0,40.75146484375,0.6149776045120123,0.6230222151586504,0.5801132082939148,38,48
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,5,5,0.4888888888888889,0.6567164179104478,0.40476190476190477,45,12.889806081075221,0.0014625326730310917,0.03250072606735759,0.00431060791015625,1130,0.0,40.75146484375,0.6096886879566944,0.6094683907700308,0.5885588169097901,48,50
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,6,6,0.5111111111111111,0.42105263157894735,0.5297619047619048,45,9.273641223087907,0.001473673153668642,0.032748292303747595,0.00431060791015625,1130,0.0,40.75146484375,0.6140602865453922,0.61642814811432,0.6019348462422689,27,37
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,7,7,0.8888888888888888,0.8936170212765957,0.9841897233201581,45,9.276411733124405,0.001356624998152256,0.030147222181161244,0.00431060791015625,1130,0.0,40.75146484375,0.6141512721325412,0.6242255241130338,0.5865158061186473,26,36
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,8,8,0.6,0.6538461538461539,0.7509881422924901,45,12.89524606987834,0.0014438931830227375,0.03208651517828305,0.00431060791015625,1130,0.0,40.75146484375,0.6124518967487595,0.6168773093006827,0.5834996501604716,40,50
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,9,9,0.6,0.625,0.5892857142857143,45,7.310377182904631,0.0013237562961876392,0.02941680658194754,0.00431060791015625,1130,0.0,40.75146484375,0.61183975546649,0.6236941100973071,0.601766844590505,22,32
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,10,10,0.6666666666666666,0.6666666666666666,0.7420634920634921,45,11.783195535186678,0.001550390850752592,0.03445313001672427,0.00431060791015625,1130,0.0,40.75146484375,0.6203013425975135,0.6139929831931086,0.592503430445989,34,44
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,11,11,0.5111111111111111,0.6206896551724138,0.6086956521739131,45,12.450321419164538,0.0014209835790097713,0.03157741286688381,0.00431060791015625,1130,0.0,40.75146484375,0.6101885900804491,0.6115415039839167,0.57519651055336,49,50
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,12,12,0.6444444444444445,0.5,0.8373015873015873,45,5.19460145290941,0.0014781528152525425,0.03284784033894539,0.00431060791015625,1130,0.0,40.75146484375,0.6268590810624036,0.6390106014230035,0.5981792291005452,12,22
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,13,13,0.7428571428571429,0.7692307692307693,0.869281045751634,35,12.630160877946764,0.0026797009631991386,0.07656288466283254,0.00431060791015625,1130,0.0,40.75146484375,0.6054941090670499,0.6181145870324337,0.6097628434499105,41,50
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,14,14,0.6666666666666666,0.7457627118644068,0.6897233201581028,45,14.235311420634389,0.0015651709400117397,0.03478157644470533,0.00431060791015625,1130,0.0,40.75146484375,0.6135603934526443,0.6190744071747317,0.5965236445267995,47,50
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,15,15,0.7777777777777778,0.8148148148148148,0.9683794466403162,45,13.700053626205772,0.0015536118298768997,0.03452470733059777,0.00431060791015625,1130,0.0,40.75146484375,0.6096655525492899,0.6128385945251493,0.5815046846866607,49,50
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,16,16,0.7333333333333333,0.7142857142857143,0.7905138339920948,45,12.601334296166897,0.0012786961160600185,0.02841546924577819,0.00431060791015625,1130,0.0,40.75146484375,0.6139398822278688,0.6148601754596739,0.591126141945521,46,50
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,17,17,0.5714285714285714,0.18181818181818182,0.6681818181818182,42,9.593718307092786,0.001286855898797512,0.030639426161845527,0.00431060791015625,1130,0.0,40.75146484375,0.6234486845858169,0.6191019912560781,0.6214906771977743,26,36
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,18,18,0.4222222222222222,0.38095238095238093,0.43675889328063244,45,7.458107969723642,0.0017188391648232937,0.03819642588496208,0.00431060791015625,1130,0.0,40.75146484375,0.6220302572756102,0.6251193630424413,0.6025179962317149,20,30
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,19,19,0.6,0.6666666666666666,0.8063241106719368,45,12.284258276224136,0.001502912025898695,0.033398045019971,0.00431060791015625,1130,0.0,40.75146484375,0.6168817855191954,0.6135892301346316,0.5847410082817077,47,50
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,20,20,0.4444444444444444,0.46808510638297873,0.5375494071146245,45,13.449999107979238,0.0014808331616222858,0.03290740359160635,0.00431060791015625,1130,0.0,40.75146484375,0.6141572739138748,0.6141572739138748,0.5791241228580475,50,50
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,21,21,0.5333333333333333,0.6440677966101694,0.8472222222222222,45,13.5072181369178,0.0014056041836738586,0.031235648526085746,0.00431060791015625,1130,0.0,40.75146484375,0.6066764344771703,0.6168119424220287,0.5987571080525717,41,50
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,22,22,0.7111111111111111,0.723404255319149,0.7193675889328063,45,12.894641070626676,0.0012270971201360226,0.027268824891911615,0.00431060791015625,1130,0.0,40.75146484375,0.6104614915269794,0.6105564358559522,0.5986000855763753,38,48
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,23,23,0.5909090909090909,0.6896551724137931,0.8181818181818181,44,13.60562490997836,0.0012315069325268269,0.027988793921064247,0.00431060791015625,1130,0.0,40.75146484375,0.618096214352232,0.6147339262745597,0.6050958673159281,47,50
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,24,24,0.5555555555555556,0.6363636363636364,0.5324675324675325,18,9.772826719097793,0.0007549962028861046,0.04194423349367248,0.00431060791015625,1130,0.0,40.75146484375,0.6173427517252758,0.6161209822149205,0.6053965806961059,30,40
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,25,25,0.8,0.7906976744186046,0.8715415019762845,45,12.094582678284496,0.002849746961146593,0.06332771024770206,0.00431060791015625,1130,0.0,40.75146484375,0.6126314902847464,0.6126314902847464,0.5922926604747772,50,50
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,26,26,0.6666666666666666,0.7368421052631579,0.9027777777777779,45,10.585883604362607,0.0015186122618615627,0.03374693915247917,0.00431060791015625,1130,0.0,40.75146484375,0.6166177333304377,0.6236862276088108,0.5939667065938313,31,41
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,27,27,0.5555555555555556,0.6296296296296297,0.6521739130434783,45,8.810949675738811,0.001399025321006775,0.03108945157792833,0.00431060791015625,1130,0.0,40.75146484375,0.6217381577148582,0.6239508814883955,0.5880021691322327,24,34
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,28,28,0.5333333333333333,0.4878048780487805,0.5059288537549407,45,8.241088626906276,0.0013110563158988953,0.029134584797753226,0.00431060791015625,1130,0.0,40.75146484375,0.6209362763347048,0.6241818564859304,0.598428072532018,25,35
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,29,29,0.9333333333333333,0.9361702127659575,0.9901185770750989,45,11.401797647122294,0.0015495321713387966,0.034434048251973264,0.00431060791015625,1130,0.0,40.75146484375,0.6155021940216874,0.6222958795048974,0.5861325860023499,35,45
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,30,30,0.6222222222222222,0.37037037037037035,0.7698412698412698,45,8.550427028909326,0.00138186477124691,0.03070810602770911,0.00431060791015625,1130,0.0,40.75146484375,0.6234508942474019,0.6200849874453112,0.5912728250026703,23,33
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,31,31,0.7777777777777778,0.7916666666666666,0.8478260869565217,45,12.67533748690039,0.0013673650100827217,0.03038588911294937,0.00431060791015625,1130,0.0,40.75146484375,0.6166737991752047,0.6142876836838145,0.6000145852565766,41,50
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,32,32,0.7045454545454546,0.723404255319149,0.8426501035196687,44,13.222575372084975,0.0014937827363610268,0.033949607644568794,0.00431060791015625,1130,0.0,40.75146484375,0.6111028158303463,0.6115466936519651,0.5857280770937602,46,50
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,33,33,0.7555555555555555,0.717948717948718,0.8853754940711462,45,11.11123103974387,0.0014477642253041267,0.032172538340091705,0.00431060791015625,1130,0.0,40.75146484375,0.6190715621818196,0.622349237176505,0.5881913701693217,29,39
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,34,34,0.7555555555555555,0.8135593220338984,0.9642857142857142,45,13.165001037996262,0.0017136679962277412,0.03808151102728313,0.00431060791015625,1130,0.0,40.75146484375,0.6197655975367083,0.6167855547233061,0.6135131577650706,43,50
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,35,35,0.6222222222222222,0.41379310344827586,0.9110671936758893,45,11.816986955236644,0.0013985452242195606,0.03107878276043468,0.00431060791015625,1130,0.0,40.75146484375,0.613068341757312,0.6110751247315696,0.594677605231603,36,46
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,36,36,0.5454545454545454,0.6296296296296297,0.5103305785123967,44,11.132351103238761,0.0012499759905040264,0.02840854523872787,0.00431060791015625,1130,0.0,40.75146484375,0.6137965359922611,0.6152447976849296,0.5985909124215444,35,45
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,37,37,0.5111111111111111,0.0,0.48023715415019763,45,11.249837425071746,0.00145287299528718,0.03228606656193733,0.00431060791015625,1130,0.0,40.75146484375,0.6116406450217421,0.6117434199109222,0.5933351635932922,35,45
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,38,38,0.7111111111111111,0.6666666666666666,0.7470355731225297,45,14.023136866278946,0.0015696617774665356,0.03488137283258968,0.00431060791015625,1130,0.0,40.75146484375,0.6165703605070258,0.6059807236447479,0.5826322197914123,48,50
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,39,39,0.5454545454545454,0.5652173913043478,0.5921325051759835,44,15.134574823081493,0.0015519307926297188,0.03527115437794816,0.00431060791015625,1130,0.0,40.75146484375,0.6161791111032168,0.6150541906103943,0.5765758216381073,48,50
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,40,40,0.5555555555555556,0.6,0.5694444444444445,45,13.630397784989327,0.0015134718269109726,0.03363270726468828,0.00431060791015625,1130,0.0,40.75146484375,0.612988149352146,0.6123131974176927,0.6009509901205699,47,50
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,41,41,0.5333333333333333,0.0,0.7420634920634921,45,13.096852359827608,0.0015175919979810715,0.033724266621801585,0.00431060791015625,1130,0.0,40.75146484375,0.6108621444666025,0.6101129233385577,0.5946908116340637,46,50
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,42,42,0.9111111111111111,0.9047619047619048,0.9505928853754941,45,12.535957407206297,0.0014922418631613255,0.033160930292473904,0.00431060791015625,1130,0.0,40.75146484375,0.6098310728416299,0.6133390301556298,0.6021760265032451,48,50
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,43,43,0.8888888888888888,0.8717948717948718,0.9644268774703557,45,14.744061312172562,0.001473013311624527,0.03273362914721171,0.00431060791015625,1130,0.0,40.75146484375,0.6083358720396504,0.614779505314249,0.5961567123730978,43,50
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,44,44,0.896551724137931,0.896551724137931,0.9,29,13.558371227700263,0.0010471101850271225,0.03610724775955595,0.00431060791015625,1130,0.0,40.75146484375,0.6142998030691436,0.6149617754148714,0.6028723021348318,47,50
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,45,45,0.7333333333333333,0.6842105263157895,0.8300395256916996,45,14.409707329701632,0.001211108174175024,0.026913514981667202,0.00431060791015625,1130,0.0,40.75146484375,0.616562743530129,0.6099406013434584,0.5876582443714142,46,50
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,46,46,0.7111111111111111,0.7346938775510204,0.7984189723320159,45,13.484756108839065,0.0014730030670762062,0.032733401490582355,0.00431060791015625,1130,0.0,40.75146484375,0.610958675317692,0.610958675317692,0.5846706887086233,50,50
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,47,47,0.4444444444444444,0.6031746031746031,0.6170634920634921,45,13.212739223148674,0.001479653175920248,0.03288118168711662,0.00431060791015625,1130,0.0,40.75146484375,0.6138318088470083,0.6096016762383056,0.5949764390786488,47,50
