parameter_name,parameter_value,temporal_filters,depth_multiplier,kernel_length,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,fold,subject,epoch,train_loss,val_loss,learning_rate
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,1,0.7021565076076624,0.6934191743532817,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,2,0.6945106676130584,0.6883468349774678,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,3,0.6872505852670381,0.6724512100219726,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,4,0.6756794985496637,0.6475063800811768,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,5,0.6659504938306231,0.6342739264170328,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,6,0.6610119853055838,0.6264389038085938,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,7,0.6488574996139064,0.6197383483250936,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,8,0.6505369408564134,0.6240696469942729,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,9,0.6485209925608202,0.6079557617505391,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,10,0.6403349890853419,0.6010935028394063,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,11,0.6367005161715277,0.5987585345904033,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,12,0.6387858061176358,0.5999924818674723,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,13,0.6324674907055768,0.5930457234382629,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,14,0.6393589440620306,0.5940372228622437,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,15,0.6331799405090737,0.5942725936571757,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,16,0.6260981151100361,0.5925352712472279,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,17,0.6280666287198211,0.5963799893856049,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,18,0.6268310783938928,0.5905397037665049,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,19,0.6303917587254987,0.5899804651737213,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,20,0.6238502164681753,0.5841979364554087,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,21,0.6230551801396139,0.585528536637624,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,22,0.6240346883282517,0.5898336191972097,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,23,0.6209438291914535,0.5858747959136963,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,24,0.6203160053401282,0.5820965071519216,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,25,0.6233779399683981,0.5835878570874532,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,26,0.6212763727614374,0.5794907867908478,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,27,0.6221595514904369,0.579195096095403,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,28,0.6214982858209899,0.5797758599122366,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,29,0.62053421004252,0.5827051003774008,0.001
depth_multiplier,1,8,1,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,30,0.6253729038166277,0.5868059833844502,0.001
