parameter_name,parameter_value,temporal_filters,depth_multiplier,kernel_length,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,mean_accuracy,std_accuracy,mean_f1,mean_auc,mean_train_time_sec,mean_inference_time_sec,mean_inference_ms_per_sample,mean_model_size_mb,mean_num_parameters,mean_train_memory_delta_mb,mean_peak_gpu_memory_mb,mean_final_train_loss,mean_best_val_loss,mean_best_epoch,mean_stopped_epoch
dropout_rate,0.25,8,2,64,0.25,0.001,32,50,0.0,0.1,10,5,0.5,True,42,0.6553293484521651,0.12905585513508316,0.6368300355320359,0.739841839462551,7.173739244773363,0.0013831111611108536,0.03174778692248619,0.00708770751953125,1858.0,0.0,40.7939453125,0.5674080325452818,,,
dropout_rate,0.5,8,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,0.6627684362976191,0.1323600593172723,0.6377447663019241,0.7488766093719633,13.644360268096163,0.002119780953594104,0.04908222898731801,0.00708770751953125,1858.0,0.0,40.7939453125,0.5986202666542182,,,
dropout_rate,0.75,8,2,64,0.75,0.001,32,50,0.0,0.1,10,5,0.5,True,42,0.6358946910095469,0.12255753678568716,0.5799843037515406,0.7370741961977535,14.52858139618938,0.0020786642648831562,0.048023030280878946,0.00708770751953125,1858.0,0.0,40.7939453125,0.6324843473149613,,,
