parameter_name,parameter_value,f1,depth_multiplier,f2,kernel_length,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,fold,subject,accuracy,f1_score,roc_auc,support,train_time_sec,inference_time_sec,inference_ms_per_sample,model_size_mb,num_parameters,train_memory_delta_mb,peak_gpu_memory_mb,final_train_loss,best_train_loss,best_val_loss,best_epoch,stopped_epoch
lr_scheduler_factor,0.3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,5,0.3,True,42,1,1,0.6888888888888889,0.6956521739130435,0.7292490118577075,45,13.01748605602188,0.009750437980983406,0.21667639957740903,0.00708770751953125,1858,506.8359375,24.5439453125,0.5623229489181981,0.5812935138290579,0.5603323062260945,25,35
lr_scheduler_factor,0.3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,5,0.3,True,42,2,2,0.7777777777777778,0.7058823529411764,0.966403162055336,45,11.415057673992123,0.0026038140058517456,0.057862533463372126,0.00708770751953125,1858,0.00390625,24.5439453125,0.571633090349761,0.5741071658152522,0.5682270288467407,23,33
lr_scheduler_factor,0.3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,5,0.3,True,42,3,3,0.3111111111111111,0.3404255319148936,0.2865612648221344,45,8.252050967013929,0.0018450599745847285,0.041001332768549524,0.00708770751953125,1858,0.0,24.5439453125,0.5720518533930634,0.5949397437048681,0.5607764522234598,15,25
lr_scheduler_factor,0.3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,5,0.3,True,42,4,4,0.5333333333333333,0.676923076923077,0.808300395256917,45,16.527504032012075,0.0017954730428755283,0.039899400952789515,0.00708770751953125,1858,0.0,24.5439453125,0.5761683533589045,0.5731149417432871,0.5661014934380849,40,50
lr_scheduler_factor,0.3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,5,0.3,True,42,5,5,0.4666666666666667,0.6129032258064516,0.43452380952380953,45,12.581715514010284,0.0022016679868102074,0.048925955262449056,0.00708770751953125,1858,0.0,24.5439453125,0.5710283429785208,0.5804505002769557,0.5955334444840749,26,36
lr_scheduler_factor,0.3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,5,0.3,True,42,6,6,0.4888888888888889,0.34285714285714286,0.4464285714285714,45,9.007873341965023,0.002154876012355089,0.047886133607890874,0.00708770751953125,1858,0.0,24.5439453125,0.572268661450256,0.5933638630491315,0.5930124739805858,15,25
lr_scheduler_factor,0.3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,5,0.3,True,42,7,7,0.9555555555555556,0.9565217391304348,0.9920948616600791,45,17.37483785301447,0.001979086024221033,0.04397968942713406,0.00708770751953125,1858,0.1953125,24.5439453125,0.5656820504051266,0.5594566288319501,0.5775647004445393,44,50
lr_scheduler_factor,0.3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,5,0.3,True,42,8,8,0.7777777777777778,0.7727272727272727,0.83399209486166,45,15.886996907007415,0.0019626730354502797,0.04361495634333955,0.00708770751953125,1858,0.0,24.5439453125,0.5433545990875273,0.5537123183409373,0.5747874160607656,38,48
lr_scheduler_factor,0.3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,5,0.3,True,42,9,9,0.6,0.5500000000000002,0.6468253968253969,45,8.61329820100218,0.0017875109915621579,0.039722466479159065,0.00708770751953125,1858,0.0,24.5439453125,0.5640619133006443,0.5865377345771501,0.5929984052975973,16,26
lr_scheduler_factor,0.3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,5,0.3,True,42,10,10,0.6,0.6538461538461537,0.7519841269841271,45,11.945720189018175,0.0018288579885847867,0.04064128863521748,0.00708770751953125,1858,0.0625,24.5439453125,0.5685358494520187,0.5582354743823861,0.5810714761416117,26,36
