parameter_name,parameter_value,criterion,max_depth,min_samples_split,min_samples_leaf,class_weight,csp_components,fold,subject,accuracy,f1_score,roc_auc
min_samples_leaf,1,gini,5,10,1,balanced,6,32,32,0.6818181818181818,0.7407407407407407,0.7339544513457557
min_samples_leaf,1,gini,5,10,1,balanced,6,33,33,0.7333333333333333,0.6842105263157895,0.8428853754940712
min_samples_leaf,1,gini,5,10,1,balanced,6,34,34,0.5777777777777777,0.3448275862068966,0.6041666666666666
min_samples_leaf,1,gini,5,10,1,balanced,6,35,35,0.5555555555555556,0.23076923076923078,0.5849802371541502
min_samples_leaf,1,gini,5,10,1,balanced,6,36,36,0.5227272727272727,0.6181818181818182,0.558884297520661
min_samples_leaf,1,gini,5,10,1,balanced,6,37,37,0.5111111111111111,0.0,0.5
min_samples_leaf,1,gini,5,10,1,balanced,6,38,38,0.5555555555555556,0.6666666666666666,0.5849802371541502
min_samples_leaf,1,gini,5,10,1,balanced,6,39,39,0.36363636363636365,0.3333333333333333,0.3250517598343685
min_samples_leaf,1,gini,5,10,1,balanced,6,40,40,0.4222222222222222,0.0,0.3998015873015873
min_samples_leaf,1,gini,5,10,1,balanced,6,41,41,0.5333333333333333,0.0,0.5
min_samples_leaf,1,gini,5,10,1,balanced,6,42,42,0.7333333333333333,0.7142857142857143,0.7509881422924901
min_samples_leaf,1,gini,5,10,1,balanced,6,43,43,0.6888888888888889,0.5333333333333333,0.8063241106719369
min_samples_leaf,1,gini,5,10,1,balanced,6,44,44,0.5517241379310345,0.5517241379310345,0.6619047619047619
min_samples_leaf,1,gini,5,10,1,balanced,6,45,45,0.5777777777777777,0.5365853658536586,0.6047430830039526
min_samples_leaf,1,gini,5,10,1,balanced,6,46,46,0.4666666666666667,0.625,0.4762845849802371
min_samples_leaf,1,gini,5,10,1,balanced,6,47,47,0.5333333333333333,0.0,0.5
min_samples_leaf,1,gini,5,10,1,balanced,6,48,48,0.5882352941176471,0.631578947368421,0.6928571428571428
min_samples_leaf,1,gini,5,10,1,balanced,6,49,49,0.8444444444444444,0.8292682926829268,0.8359683794466404
min_samples_leaf,1,gini,5,10,1,balanced,6,50,50,0.5111111111111111,0.0,0.5
min_samples_leaf,1,gini,5,10,1,balanced,6,51,51,0.5333333333333333,0.0,0.5
min_samples_leaf,1,gini,5,10,1,balanced,6,52,52,0.6341463414634146,0.4,0.7188995215311005
min_samples_leaf,1,gini,5,10,1,balanced,6,53,53,0.5813953488372093,0.6086956521739131,0.5551948051948052
min_samples_leaf,1,gini,5,10,1,balanced,6,54,54,0.7435897435897436,0.7058823529411765,0.7554347826086957
min_samples_leaf,1,gini,5,10,1,balanced,6,55,55,0.5111111111111111,0.0,0.5
min_samples_leaf,1,gini,5,10,1,balanced,6,56,56,0.6818181818181818,0.5625,0.7685950413223142
min_samples_leaf,1,gini,5,10,1,balanced,6,57,57,0.5111111111111111,0.5925925925925926,0.5942460317460317
min_samples_leaf,1,gini,5,10,1,balanced,6,58,58,0.5555555555555556,0.6296296296296297,0.5714285714285714
min_samples_leaf,1,gini,5,10,1,balanced,6,59,59,0.4222222222222222,0.4090909090909091,0.44246031746031744
min_samples_leaf,1,gini,5,10,1,balanced,6,60,60,0.7727272727272727,0.8,0.859504132231405
min_samples_leaf,1,gini,5,10,1,balanced,6,61,61,0.7209302325581395,0.7142857142857143,0.7619047619047619
min_samples_leaf,1,gini,5,10,1,balanced,6,62,62,0.7333333333333333,0.6666666666666666,0.7292490118577075
min_samples_leaf,1,gini,5,10,1,balanced,6,63,63,0.4883720930232558,0.0,0.5
min_samples_leaf,1,gini,5,10,1,balanced,6,64,64,0.5111111111111111,0.0,0.5
min_samples_leaf,1,gini,5,10,1,balanced,6,65,65,0.5333333333333333,0.6666666666666666,0.5833333333333334
min_samples_leaf,1,gini,5,10,1,balanced,6,66,66,0.5333333333333333,0.6037735849056604,0.5365612648221344
min_samples_leaf,1,gini,5,10,1,balanced,6,67,67,0.4888888888888889,0.0,0.5227272727272727
min_samples_leaf,1,gini,5,10,1,balanced,6,68,68,0.5111111111111111,0.08333333333333333,0.5830039525691699
min_samples_leaf,1,gini,5,10,1,balanced,6,69,69,0.4888888888888889,0.5490196078431373,0.5238095238095237
min_samples_leaf,1,gini,5,10,1,balanced,6,70,70,0.5333333333333333,0.5882352941176471,0.5227272727272727
min_samples_leaf,1,gini,5,10,1,balanced,6,71,71,0.7777777777777778,0.8148148148148148,0.7895256916996047
min_samples_leaf,1,gini,5,10,1,balanced,6,72,72,0.4888888888888889,0.0,0.5
min_samples_leaf,1,gini,5,10,1,balanced,6,73,73,0.5111111111111111,0.0,0.5
min_samples_leaf,1,gini,5,10,1,balanced,6,74,74,0.5555555555555556,0.16666666666666666,0.5267857142857143
min_samples_leaf,1,gini,5,10,1,balanced,6,75,75,0.5853658536585366,0.32,0.5547619047619047
min_samples_leaf,1,gini,5,10,1,balanced,6,76,76,0.5111111111111111,0.0,0.5
min_samples_leaf,1,gini,5,10,1,balanced,6,77,77,0.5111111111111111,0.56,0.5783730158730159
min_samples_leaf,1,gini,5,10,1,balanced,6,78,78,0.5333333333333333,0.2222222222222222,0.5247035573122529
min_samples_leaf,1,gini,5,10,1,balanced,6,79,79,0.6,0.5294117647058824,0.5075
min_samples_leaf,1,gini,5,10,1,balanced,6,80,80,0.5777777777777777,0.2962962962962963,0.5691699604743083
min_samples_leaf,1,gini,5,10,1,balanced,6,81,81,0.4888888888888889,0.0,0.5
min_samples_leaf,1,gini,5,10,1,balanced,6,82,82,0.4888888888888889,0.6349206349206349,0.6096837944664032
min_samples_leaf,1,gini,5,10,1,balanced,6,83,83,0.6052631578947368,0.4,0.6094182825484764
min_samples_leaf,1,gini,5,10,1,balanced,6,84,84,0.5,0.42105263157894735,0.5165631469979296
min_samples_leaf,1,gini,5,10,1,balanced,6,85,85,0.6363636363636364,0.7142857142857143,0.8209109730848861
min_samples_leaf,1,gini,5,10,1,balanced,6,86,86,0.5454545454545454,0.2857142857142857,0.5631469979296065
min_samples_leaf,1,gini,5,10,1,balanced,6,87,87,0.4888888888888889,0.5964912280701754,0.49999999999999994
min_samples_leaf,1,gini,5,10,1,balanced,6,88,88,0.509090909090909,0.425531914893617,0.5052910052910053
min_samples_leaf,1,gini,5,10,1,balanced,6,89,89,0.5333333333333333,0.0,0.5
min_samples_leaf,1,gini,5,10,1,balanced,6,90,90,0.5111111111111111,0.6333333333333333,0.5118577075098814
min_samples_leaf,1,gini,5,10,1,balanced,6,91,91,0.5227272727272727,0.676923076923077,0.609504132231405
min_samples_leaf,1,gini,5,10,1,balanced,6,92,92,0.5892857142857143,0.46511627906976744,0.7326923076923078
min_samples_leaf,1,gini,5,10,1,balanced,6,93,93,0.7555555555555555,0.7027027027027027,0.7519762845849802
min_samples_leaf,1,gini,5,10,1,balanced,6,94,94,0.8181818181818182,0.8461538461538461,0.9451345755693581
min_samples_leaf,1,gini,5,10,1,balanced,6,95,95,0.7142857142857143,0.6923076923076923,0.7630208333333333
min_samples_leaf,1,gini,5,10,1,balanced,6,96,96,0.5714285714285714,0.6896551724137931,0.5419501133786848
min_samples_leaf,1,gini,5,10,1,balanced,6,97,97,0.5,0.0,0.48347107438016534
min_samples_leaf,1,gini,5,10,1,balanced,6,98,98,0.5111111111111111,0.21428571428571427,0.4634387351778656
min_samples_leaf,1,gini,5,10,1,balanced,6,99,99,0.4883720930232558,0.6071428571428571,0.512987012987013
min_samples_leaf,1,gini,5,10,1,balanced,6,100,100,0.6111111111111112,0.5,0.6450617283950617
min_samples_leaf,1,gini,5,10,1,balanced,6,101,101,0.4888888888888889,0.0,0.5
min_samples_leaf,1,gini,5,10,1,balanced,6,102,102,0.4888888888888889,0.0,0.5
min_samples_leaf,1,gini,5,10,1,balanced,6,103,103,0.6511627906976745,0.5454545454545454,0.6861471861471862
min_samples_leaf,1,gini,5,10,1,balanced,6,104,104,0.5813953488372093,0.5714285714285714,0.5811688311688311
min_samples_leaf,1,gini,5,10,1,balanced,6,105,105,0.5111111111111111,0.5,0.5217391304347826
min_samples_leaf,1,gini,5,10,1,balanced,6,106,106,0.4888888888888889,0.46511627906976744,0.5138888888888888
min_samples_leaf,1,gini,5,10,1,balanced,6,107,107,0.4222222222222222,0.48,0.4375
min_samples_leaf,1,gini,5,10,1,balanced,6,108,108,0.6444444444444445,0.5555555555555556,0.782608695652174
min_samples_leaf,2,gini,5,10,2,balanced,6,1,1,0.5333333333333333,0.6557377049180327,0.525691699604743
min_samples_leaf,2,gini,5,10,2,balanced,6,2,2,0.8,0.7804878048780488,0.825098814229249
min_samples_leaf,2,gini,5,10,2,balanced,6,3,3,0.4888888888888889,0.5964912280701754,0.4901185770750988
min_samples_leaf,2,gini,5,10,2,balanced,6,4,4,0.5111111111111111,0.0,0.5
min_samples_leaf,2,gini,5,10,2,balanced,6,5,5,0.4444444444444444,0.13793103448275862,0.47023809523809523
min_samples_leaf,2,gini,5,10,2,balanced,6,6,6,0.5111111111111111,0.15384615384615385,0.5
min_samples_leaf,2,gini,5,10,2,balanced,6,7,7,0.6888888888888889,0.5625,0.6837944664031622
min_samples_leaf,2,gini,5,10,2,balanced,6,8,8,0.5333333333333333,0.16,0.5434782608695652
min_samples_leaf,2,gini,5,10,2,balanced,6,9,9,0.5555555555555556,0.5238095238095238,0.5535714285714285
min_samples_leaf,2,gini,5,10,2,balanced,6,10,10,0.5333333333333333,0.5531914893617021,0.6071428571428571
min_samples_leaf,2,gini,5,10,2,balanced,6,11,11,0.5111111111111111,0.0,0.5
min_samples_leaf,2,gini,5,10,2,balanced,6,12,12,0.4888888888888889,0.08,0.5208333333333334
min_samples_leaf,2,gini,5,10,2,balanced,6,13,13,0.6857142857142857,0.6666666666666666,0.7581699346405228
min_samples_leaf,2,gini,5,10,2,balanced,6,14,14,0.5777777777777777,0.7076923076923077,0.5869565217391304
min_samples_leaf,2,gini,5,10,2,balanced,6,15,15,0.6444444444444445,0.7241379310344828,0.825098814229249
min_samples_leaf,2,gini,5,10,2,balanced,6,16,16,0.4666666666666667,0.14285714285714285,0.475296442687747
min_samples_leaf,2,gini,5,10,2,balanced,6,17,17,0.5238095238095238,0.0,0.5738636363636364
min_samples_leaf,2,gini,5,10,2,balanced,6,18,18,0.4888888888888889,0.0,0.5
min_samples_leaf,2,gini,5,10,2,balanced,6,19,19,0.5333333333333333,0.631578947368421,0.5958498023715416
min_samples_leaf,2,gini,5,10,2,balanced,6,20,20,0.5111111111111111,0.0,0.5
min_samples_leaf,2,gini,5,10,2,balanced,6,21,21,0.6222222222222222,0.48484848484848486,0.6071428571428572
min_samples_leaf,2,gini,5,10,2,balanced,6,22,22,0.6222222222222222,0.7301587301587301,0.5899209486166008
min_samples_leaf,2,gini,5,10,2,balanced,6,23,23,0.5681818181818182,0.6984126984126984,0.7407024793388429
min_samples_leaf,2,gini,5,10,2,balanced,6,24,24,0.4444444444444444,0.16666666666666666,0.37012987012987014
min_samples_leaf,2,gini,5,10,2,balanced,6,25,25,0.5111111111111111,0.08333333333333333,0.5217391304347826
min_samples_leaf,2,gini,5,10,2,balanced,6,26,26,0.5333333333333333,0.0,0.5
min_samples_leaf,2,gini,5,10,2,balanced,6,27,27,0.4666666666666667,0.6129032258064516,0.5622529644268776
min_samples_leaf,2,gini,5,10,2,balanced,6,28,28,0.4444444444444444,0.358974358974359,0.4130434782608695
min_samples_leaf,2,gini,5,10,2,balanced,6,29,29,0.5555555555555556,0.47368421052631576,0.5523715415019763
min_samples_leaf,2,gini,5,10,2,balanced,6,30,30,0.5333333333333333,0.0,0.5
min_samples_leaf,2,gini,5,10,2,balanced,6,31,31,0.6222222222222222,0.7213114754098361,0.6650197628458497
min_samples_leaf,2,gini,5,10,2,balanced,6,32,32,0.6818181818181818,0.7407407407407407,0.7339544513457557
min_samples_leaf,2,gini,5,10,2,balanced,6,33,33,0.7333333333333333,0.6842105263157895,0.8428853754940712
min_samples_leaf,2,gini,5,10,2,balanced,6,34,34,0.5777777777777777,0.3448275862068966,0.6041666666666666
min_samples_leaf,2,gini,5,10,2,balanced,6,35,35,0.5555555555555556,0.23076923076923078,0.5849802371541502
min_samples_leaf,2,gini,5,10,2,balanced,6,36,36,0.5227272727272727,0.6181818181818182,0.558884297520661
min_samples_leaf,2,gini,5,10,2,balanced,6,37,37,0.5111111111111111,0.0,0.5
min_samples_leaf,2,gini,5,10,2,balanced,6,38,38,0.5555555555555556,0.6666666666666666,0.5849802371541502
min_samples_leaf,2,gini,5,10,2,balanced,6,39,39,0.36363636363636365,0.3333333333333333,0.3250517598343685
min_samples_leaf,2,gini,5,10,2,balanced,6,40,40,0.4222222222222222,0.0,0.3998015873015873
min_samples_leaf,2,gini,5,10,2,balanced,6,41,41,0.5333333333333333,0.0,0.5
min_samples_leaf,2,gini,5,10,2,balanced,6,42,42,0.7333333333333333,0.7142857142857143,0.7509881422924901
min_samples_leaf,2,gini,5,10,2,balanced,6,43,43,0.6888888888888889,0.5333333333333333,0.8063241106719369
min_samples_leaf,2,gini,5,10,2,balanced,6,44,44,0.5172413793103449,0.5333333333333333,0.5952380952380953
min_samples_leaf,2,gini,5,10,2,balanced,6,45,45,0.5777777777777777,0.5365853658536586,0.6047430830039526
min_samples_leaf,2,gini,5,10,2,balanced,6,46,46,0.4666666666666667,0.625,0.4762845849802371
min_samples_leaf,2,gini,5,10,2,balanced,6,47,47,0.5333333333333333,0.0,0.5
min_samples_leaf,2,gini,5,10,2,balanced,6,48,48,0.5882352941176471,0.631578947368421,0.6928571428571428
min_samples_leaf,2,gini,5,10,2,balanced,6,49,49,0.8444444444444444,0.8292682926829268,0.8359683794466404
min_samples_leaf,2,gini,5,10,2,balanced,6,50,50,0.5111111111111111,0.0,0.5
min_samples_leaf,2,gini,5,10,2,balanced,6,51,51,0.5333333333333333,0.0,0.5
min_samples_leaf,2,gini,5,10,2,balanced,6,52,52,0.6341463414634146,0.4,0.7188995215311005
min_samples_leaf,2,gini,5,10,2,balanced,6,53,53,0.5813953488372093,0.6086956521739131,0.5551948051948052
min_samples_leaf,2,gini,5,10,2,balanced,6,54,54,0.7435897435897436,0.7058823529411765,0.7554347826086957
min_samples_leaf,2,gini,5,10,2,balanced,6,55,55,0.5111111111111111,0.0,0.5
min_samples_leaf,2,gini,5,10,2,balanced,6,56,56,0.6818181818181818,0.5625,0.7706611570247934
min_samples_leaf,2,gini,5,10,2,balanced,6,57,57,0.5111111111111111,0.5925925925925926,0.5942460317460317
min_samples_leaf,2,gini,5,10,2,balanced,6,58,58,0.5555555555555556,0.6296296296296297,0.5714285714285714
min_samples_leaf,2,gini,5,10,2,balanced,6,59,59,0.4222222222222222,0.4090909090909091,0.46031746031746035
min_samples_leaf,2,gini,5,10,2,balanced,6,60,60,0.7727272727272727,0.8,0.859504132231405
min_samples_leaf,2,gini,5,10,2,balanced,6,61,61,0.7209302325581395,0.7142857142857143,0.7619047619047619
min_samples_leaf,2,gini,5,10,2,balanced,6,62,62,0.7333333333333333,0.6666666666666666,0.7292490118577075
min_samples_leaf,2,gini,5,10,2,balanced,6,63,63,0.4883720930232558,0.0,0.5
min_samples_leaf,2,gini,5,10,2,balanced,6,64,64,0.5111111111111111,0.0,0.5
min_samples_leaf,2,gini,5,10,2,balanced,6,65,65,0.5333333333333333,0.6666666666666666,0.5833333333333334
min_samples_leaf,2,gini,5,10,2,balanced,6,66,66,0.5333333333333333,0.6037735849056604,0.5365612648221344
min_samples_leaf,2,gini,5,10,2,balanced,6,67,67,0.4888888888888889,0.0,0.5227272727272727
min_samples_leaf,2,gini,5,10,2,balanced,6,68,68,0.5111111111111111,0.08333333333333333,0.5830039525691699
min_samples_leaf,2,gini,5,10,2,balanced,6,69,69,0.4888888888888889,0.5490196078431373,0.5238095238095237
min_samples_leaf,2,gini,5,10,2,balanced,6,70,70,0.5333333333333333,0.5882352941176471,0.5227272727272727
min_samples_leaf,2,gini,5,10,2,balanced,6,71,71,0.7777777777777778,0.8148148148148148,0.7895256916996047
min_samples_leaf,2,gini,5,10,2,balanced,6,72,72,0.4888888888888889,0.0,0.5
min_samples_leaf,2,gini,5,10,2,balanced,6,73,73,0.5111111111111111,0.0,0.5
min_samples_leaf,2,gini,5,10,2,balanced,6,74,74,0.5555555555555556,0.16666666666666666,0.5267857142857143
min_samples_leaf,2,gini,5,10,2,balanced,6,75,75,0.5853658536585366,0.32,0.5547619047619047
min_samples_leaf,2,gini,5,10,2,balanced,6,76,76,0.5111111111111111,0.0,0.5
min_samples_leaf,2,gini,5,10,2,balanced,6,77,77,0.5111111111111111,0.56,0.5783730158730159
min_samples_leaf,2,gini,5,10,2,balanced,6,78,78,0.5333333333333333,0.2222222222222222,0.5247035573122529
min_samples_leaf,2,gini,5,10,2,balanced,6,79,79,0.6,0.5294117647058824,0.5075
min_samples_leaf,2,gini,5,10,2,balanced,6,80,80,0.5777777777777777,0.2962962962962963,0.5691699604743083
min_samples_leaf,2,gini,5,10,2,balanced,6,81,81,0.4888888888888889,0.0,0.5
min_samples_leaf,2,gini,5,10,2,balanced,6,82,82,0.4888888888888889,0.6349206349206349,0.6096837944664032
min_samples_leaf,2,gini,5,10,2,balanced,6,83,83,0.6052631578947368,0.4,0.6897506925207757
min_samples_leaf,2,gini,5,10,2,balanced,6,84,84,0.5681818181818182,0.5365853658536586,0.6532091097308488
min_samples_leaf,2,gini,5,10,2,balanced,6,85,85,0.6363636363636364,0.7142857142857143,0.8209109730848861
min_samples_leaf,2,gini,5,10,2,balanced,6,86,86,0.5454545454545454,0.2857142857142857,0.5631469979296065
min_samples_leaf,2,gini,5,10,2,balanced,6,87,87,0.4888888888888889,0.5964912280701754,0.49999999999999994
min_samples_leaf,2,gini,5,10,2,balanced,6,88,88,0.509090909090909,0.425531914893617,0.5052910052910053
min_samples_leaf,2,gini,5,10,2,balanced,6,89,89,0.5333333333333333,0.0,0.5
min_samples_leaf,2,gini,5,10,2,balanced,6,90,90,0.5111111111111111,0.6333333333333333,0.5118577075098814
min_samples_leaf,2,gini,5,10,2,balanced,6,91,91,0.5227272727272727,0.676923076923077,0.609504132231405
min_samples_leaf,2,gini,5,10,2,balanced,6,92,92,0.5892857142857143,0.46511627906976744,0.7326923076923078
min_samples_leaf,2,gini,5,10,2,balanced,6,93,93,0.7555555555555555,0.7027027027027027,0.7519762845849802
min_samples_leaf,2,gini,5,10,2,balanced,6,94,94,0.8181818181818182,0.8461538461538461,0.9451345755693581
min_samples_leaf,2,gini,5,10,2,balanced,6,95,95,0.7142857142857143,0.6923076923076923,0.7630208333333333
min_samples_leaf,2,gini,5,10,2,balanced,6,96,96,0.5714285714285714,0.6896551724137931,0.5419501133786848
min_samples_leaf,2,gini,5,10,2,balanced,6,97,97,0.5,0.0,0.48347107438016534
min_samples_leaf,2,gini,5,10,2,balanced,6,98,98,0.5111111111111111,0.21428571428571427,0.4634387351778656
min_samples_leaf,2,gini,5,10,2,balanced,6,99,99,0.4883720930232558,0.6071428571428571,0.512987012987013
min_samples_leaf,2,gini,5,10,2,balanced,6,100,100,0.6111111111111112,0.5,0.6450617283950617
min_samples_leaf,2,gini,5,10,2,balanced,6,101,101,0.4888888888888889,0.0,0.5
min_samples_leaf,2,gini,5,10,2,balanced,6,102,102,0.4888888888888889,0.0,0.5
min_samples_leaf,2,gini,5,10,2,balanced,6,103,103,0.6511627906976745,0.5454545454545454,0.6861471861471862
min_samples_leaf,2,gini,5,10,2,balanced,6,104,104,0.5813953488372093,0.5714285714285714,0.5811688311688311
min_samples_leaf,2,gini,5,10,2,balanced,6,105,105,0.5111111111111111,0.5,0.5217391304347826
min_samples_leaf,2,gini,5,10,2,balanced,6,106,106,0.4888888888888889,0.46511627906976744,0.5138888888888888
min_samples_leaf,2,gini,5,10,2,balanced,6,107,107,0.4222222222222222,0.48,0.4375
min_samples_leaf,2,gini,5,10,2,balanced,6,108,108,0.6444444444444445,0.5555555555555556,0.782608695652174
min_samples_leaf,5,gini,5,10,5,balanced,6,1,1,0.5333333333333333,0.6557377049180327,0.525691699604743
min_samples_leaf,5,gini,5,10,5,balanced,6,2,2,0.8,0.7804878048780488,0.825098814229249
min_samples_leaf,5,gini,5,10,5,balanced,6,3,3,0.4888888888888889,0.5964912280701754,0.4901185770750988
min_samples_leaf,5,gini,5,10,5,balanced,6,4,4,0.5111111111111111,0.0,0.5
min_samples_leaf,5,gini,5,10,5,balanced,6,5,5,0.4444444444444444,0.13793103448275862,0.47023809523809523
min_samples_leaf,5,gini,5,10,5,balanced,6,6,6,0.5111111111111111,0.15384615384615385,0.5
min_samples_leaf,5,gini,5,10,5,balanced,6,7,7,0.6888888888888889,0.5625,0.6837944664031622
min_samples_leaf,5,gini,5,10,5,balanced,6,8,8,0.5333333333333333,0.16,0.5434782608695652
min_samples_leaf,5,gini,5,10,5,balanced,6,9,9,0.5555555555555556,0.5238095238095238,0.5535714285714285
min_samples_leaf,5,gini,5,10,5,balanced,6,10,10,0.5333333333333333,0.5531914893617021,0.6051587301587301
min_samples_leaf,5,gini,5,10,5,balanced,6,11,11,0.5111111111111111,0.0,0.5
min_samples_leaf,5,gini,5,10,5,balanced,6,12,12,0.4888888888888889,0.08,0.5208333333333334
min_samples_leaf,5,gini,5,10,5,balanced,6,13,13,0.6857142857142857,0.6666666666666666,0.7581699346405228
min_samples_leaf,5,gini,5,10,5,balanced,6,14,14,0.5777777777777777,0.7076923076923077,0.5869565217391304
min_samples_leaf,5,gini,5,10,5,balanced,6,15,15,0.6444444444444445,0.7241379310344828,0.8339920948616601
min_samples_leaf,5,gini,5,10,5,balanced,6,16,16,0.4666666666666667,0.14285714285714285,0.475296442687747
min_samples_leaf,5,gini,5,10,5,balanced,6,17,17,0.5238095238095238,0.0,0.5738636363636364
min_samples_leaf,5,gini,5,10,5,balanced,6,18,18,0.4888888888888889,0.0,0.5
min_samples_leaf,5,gini,5,10,5,balanced,6,19,19,0.5333333333333333,0.631578947368421,0.5958498023715416
min_samples_leaf,5,gini,5,10,5,balanced,6,20,20,0.5111111111111111,0.0,0.5
min_samples_leaf,5,gini,5,10,5,balanced,6,21,21,0.6222222222222222,0.48484848484848486,0.6071428571428572
min_samples_leaf,5,gini,5,10,5,balanced,6,22,22,0.6222222222222222,0.7301587301587301,0.5899209486166008
min_samples_leaf,5,gini,5,10,5,balanced,6,23,23,0.5681818181818182,0.6984126984126984,0.7407024793388429
min_samples_leaf,5,gini,5,10,5,balanced,6,24,24,0.4444444444444444,0.16666666666666666,0.37012987012987014
min_samples_leaf,5,gini,5,10,5,balanced,6,25,25,0.5111111111111111,0.08333333333333333,0.5217391304347826
min_samples_leaf,5,gini,5,10,5,balanced,6,26,26,0.5333333333333333,0.0,0.5
min_samples_leaf,5,gini,5,10,5,balanced,6,27,27,0.4666666666666667,0.6129032258064516,0.5622529644268776
min_samples_leaf,5,gini,5,10,5,balanced,6,28,28,0.4888888888888889,0.43902439024390244,0.4841897233201582
min_samples_leaf,5,gini,5,10,5,balanced,6,29,29,0.5555555555555556,0.47368421052631576,0.5523715415019763
min_samples_leaf,5,gini,5,10,5,balanced,6,30,30,0.5333333333333333,0.0,0.5
min_samples_leaf,5,gini,5,10,5,balanced,6,31,31,0.6222222222222222,0.7213114754098361,0.6650197628458497
min_samples_leaf,5,gini,5,10,5,balanced,6,32,32,0.6818181818181818,0.7407407407407407,0.7339544513457557
min_samples_leaf,5,gini,5,10,5,balanced,6,33,33,0.7333333333333333,0.6842105263157895,0.8428853754940712
min_samples_leaf,5,gini,5,10,5,balanced,6,34,34,0.5777777777777777,0.3448275862068966,0.6041666666666666
min_samples_leaf,5,gini,5,10,5,balanced,6,35,35,0.5555555555555556,0.23076923076923078,0.5849802371541502
min_samples_leaf,5,gini,5,10,5,balanced,6,36,36,0.5227272727272727,0.6181818181818182,0.558884297520661
min_samples_leaf,5,gini,5,10,5,balanced,6,37,37,0.5111111111111111,0.0,0.5
min_samples_leaf,5,gini,5,10,5,balanced,6,38,38,0.5555555555555556,0.6666666666666666,0.5849802371541502
min_samples_leaf,5,gini,5,10,5,balanced,6,39,39,0.38636363636363635,0.37209302325581395,0.36853002070393376
min_samples_leaf,5,gini,5,10,5,balanced,6,40,40,0.4222222222222222,0.0,0.3998015873015873
min_samples_leaf,5,gini,5,10,5,balanced,6,41,41,0.5333333333333333,0.0,0.5
