rank,parameter_name,parameter_value,hidden_size,num_layers,dropout_rate,bidirectional,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,mean_accuracy,std_accuracy,mean_f1,mean_auc,mean_train_time_sec,mean_inference_time_sec,mean_inference_ms_per_sample,mean_model_size_mb,mean_num_parameters,mean_train_memory_delta_mb,mean_peak_gpu_memory_mb,mean_final_train_loss,mean_best_val_loss,mean_best_epoch,mean_stopped_epoch
1,batch_size,32,64,2,0.3,False,0.001,32,75,0.0,0.1,10,5,0.5,True,42,0.5100996419419389,0.06987045203325187,0.4988370788653806,0.517373815240483,9.46366279350251,0.003977189083579341,0.09134100533389258,0.20655059814453125,54146.0,0.045970775462962965,171.98828125,0.6141658832872744,0.6914328244365292,3.3703703703703702,13.37037037037037
2,batch_size,16,64,2,0.3,False,0.001,16,75,0.0,0.1,10,5,0.5,True,42,0.5066348117989777,0.07402595231774829,0.47099801564032295,0.5110300303674101,18.281265342823946,0.005410992130270676,0.1250341431432394,0.20655059814453125,54146.0,2.3172019675925926,97.20654296875,0.5951882665026489,0.6913426269351701,3.1481481481481484,13.148148148148149
3,batch_size,64,64,2,0.3,False,0.001,64,75,0.0,0.1,10,5,0.5,True,42,0.5049189149155753,0.06056739051878101,0.5595725421058292,0.5076658765633536,5.775932489063255,0.0017263132257438782,0.040359279765981165,0.20655059814453125,54146.0,0.048502604166666664,318.66015625,0.6312837384627817,0.6897933830127672,3.759259259259259,13.75925925925926
