parameter_name,parameter_value,temporal_filters,depth_multiplier,kernel_length,dropout_rate,learning_rate,batch_size,epochs,weight_decay,fold,subject,accuracy,f1_score,roc_auc,train_time_sec,inference_time_sec,inference_ms_per_sample,model_size_mb,num_parameters,train_memory_delta_mb,peak_gpu_memory_mb
batch_size,16,8,2,64,0.5,0.001,16,20,0.0,105,105,0.6444444444444445,0.42857142857142855,0.6877470355731226,11.898687905000315,0.0023646420004297397,0.05254760000954977,0.014316558837890625,1858,0.0,30.14013671875
batch_size,16,8,2,64,0.5,0.001,16,20,0.0,106,106,0.5777777777777777,0.6122448979591837,0.6349206349206349,11.896387238999978,0.0023320260002037685,0.05182280000452819,0.014316558837890625,1858,0.0,30.14013671875
batch_size,16,8,2,64,0.5,0.001,16,20,0.0,107,107,0.5555555555555556,0.6153846153846154,0.5496031746031746,12.572129330999815,0.002294241000072361,0.05098313333494136,0.014316558837890625,1858,0.0,30.14013671875
batch_size,16,8,2,64,0.5,0.001,16,20,0.0,108,108,0.8444444444444444,0.8372093023255814,0.9110671936758893,11.620966217999921,0.0023882489999778045,0.05307219999950676,0.014316558837890625,1858,0.0,30.14013671875
batch_size,32,8,2,64,0.5,0.001,32,20,0.0,1,1,0.7111111111111111,0.6666666666666666,0.8063241106719368,10.022440275999998,0.0020691400000032445,0.04598088888896099,0.014316558837890625,1858,2.30078125,41.77880859375
batch_size,32,8,2,64,0.5,0.001,32,20,0.0,2,2,0.8,0.7428571428571429,0.9762845849802372,10.019686893999733,0.002137305999895034,0.04749568888655631,0.014316558837890625,1858,0.0,41.77880859375
batch_size,32,8,2,64,0.5,0.001,32,20,0.0,3,3,0.4,0.5573770491803278,0.308300395256917,10.002174144000037,0.0021009179999964545,0.046687066666587874,0.014316558837890625,1858,0.0,41.77880859375
batch_size,32,8,2,64,0.5,0.001,32,20,0.0,4,4,0.4888888888888889,0.6567164179104478,0.83399209486166,10.01094560499996,0.002091629999995348,0.046480666666563294,0.014316558837890625,1858,0.0,41.77880859375
batch_size,32,8,2,64,0.5,0.001,32,20,0.0,5,5,0.4666666666666667,0.0,0.4623015873015873,10.114026443000057,0.002106715000081749,0.04681588889070554,0.014316558837890625,1858,0.0,41.77880859375
batch_size,32,8,2,64,0.5,0.001,32,20,0.0,6,6,0.5333333333333333,0.0,0.49603174603174605,10.123345397000321,0.002292005999606772,0.05093346665792827,0.014316558837890625,1858,0.0,41.77880859375
batch_size,32,8,2,64,0.5,0.001,32,20,0.0,7,7,0.9333333333333333,0.9333333333333333,0.9920948616600791,10.239490327000112,0.0021979989996907534,0.04884442221535007,0.014316558837890625,1858,0.0,41.77880859375
batch_size,32,8,2,64,0.5,0.001,32,20,0.0,8,8,0.6222222222222222,0.7301587301587301,0.7905138339920948,10.197637207999833,0.0022417199998017168,0.049815999995593704,0.014316558837890625,1858,0.0,41.77880859375
batch_size,32,8,2,64,0.5,0.001,32,20,0.0,9,9,0.4888888888888889,0.34285714285714286,0.5218253968253969,10.347325103999992,0.002136886000243976,0.047486355560977245,0.014316558837890625,1858,0.0,41.77880859375
batch_size,32,8,2,64,0.5,0.001,32,20,0.0,10,10,0.6444444444444445,0.6521739130434783,0.7103174603174603,10.17978118300016,0.0020810129999517812,0.046244733332261805,0.014316558837890625,1858,0.0,41.77880859375
batch_size,32,8,2,64,0.5,0.001,32,20,0.0,11,11,0.4888888888888889,0.6567164179104478,0.6185770750988142,10.038878088999809,0.002158817000236013,0.047973711116355844,0.014316558837890625,1858,0.0,41.77880859375
batch_size,32,8,2,64,0.5,0.001,32,20,0.0,12,12,0.4666666666666667,0.0,0.8551587301587301,10.07408071000009,0.002102943999943818,0.046732088887640404,0.014316558837890625,1858,0.0,41.77880859375
batch_size,32,8,2,64,0.5,0.001,32,20,0.0,13,13,0.4857142857142857,0.6538461538461539,0.8169934640522876,10.234909947000233,0.0022374589998435113,0.0639273999955289,0.014316558837890625,1858,0.0,41.77880859375
