parameter_name,parameter_value,temporal_filters,depth_multiplier,kernel_length,dropout_rate,learning_rate,batch_size,epochs,weight_decay,mean_accuracy,std_accuracy,mean_f1,mean_auc,mean_train_time_sec,mean_inference_time_sec,mean_inference_ms_per_sample,mean_model_size_mb,mean_num_parameters,mean_train_memory_delta_mb,mean_peak_gpu_memory_mb
batch_size,16,8,2,64,0.5,0.001,16,20,0.0,0.5921369676246391,0.11575300315627007,0.4944845109132352,0.7205998094206328,15.943417084250004,0.00359027323149361,0.08226288514522002,0.014316558837890625,1858.0,4.337094907407407,30.548999927662038
batch_size,32,8,2,64,0.5,0.001,32,20,0.0,0.5895482046043349,0.12293080787790339,0.49872327405264066,0.7264656499449672,10.104864216481458,0.0021212016851837622,0.049136268129361255,0.014316558837890625,1858.0,0.02611400462962963,41.77880859375
batch_size,64,8,2,64,0.5,0.001,64,20,0.0,0.5790260283591409,0.11861035487049935,0.4663111402213489,0.7068652755499647,9.891250700444473,0.0020755671481496123,0.0479388248944585,0.014316558837890625,1858.0,0.008861400462962963,68.19970703125
