parameter_name,parameter_value,fold,subject,epoch,train_loss,val_loss,learning_rate,f1,depth_multiplier,f2,kernel_length,dropout_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed
lr_scheduler_patience,3,1,1,1,0.7109000326106043,0.6938904682795207,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,2,0.6846056323159825,0.6855485916137696,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,3,0.663214159282771,0.6570200423399607,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,4,0.6411866651791515,0.6165823419888814,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,5,0.6295970299027183,0.6052808205286662,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,6,0.6248314385161255,0.5995117266972859,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,7,0.6138152823303685,0.5979478021462759,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,8,0.6160723691185316,0.5980728487173717,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,9,0.6117704278140357,0.5868082900842031,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,10,0.6080185759699706,0.6222790916760762,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,11,0.6056701870578708,0.5903163115183513,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,12,0.600639042754968,0.5880503098169962,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,13,0.5972431550423304,0.5808533449967702,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,14,0.5924496989358555,0.5869678636391957,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,15,0.5934887399727647,0.5938278138637543,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,16,0.588155190149943,0.5966038147608439,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,17,0.5831351941733649,0.5837583422660828,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,18,0.5783920927029668,0.5839199165503184,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,19,0.5801156088709831,0.5807894110679627,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,20,0.5837407317576986,0.5834047098954519,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,21,0.578322674063119,0.586491318543752,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,22,0.5732507507006327,0.5811939358711242,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,23,0.574378634266781,0.5831631501515706,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,24,0.5728755656516913,0.5808025777339936,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,25,0.5739930748487964,0.5786749104658763,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,26,0.5754726562987674,0.5789869725704193,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,27,0.5768043044390101,0.5801167050997417,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,28,0.56362661448392,0.5804494917392731,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,29,0.565088375273979,0.5784806549549103,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,30,0.5752716308290308,0.5795138041178386,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,31,0.5653577855590618,0.5779701371987661,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,32,0.5613922892194806,0.5807169516881306,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,33,0.5725581826585712,0.5796669940153758,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,34,0.5753548095623652,0.5810246944427491,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,35,0.5644460548505639,0.5789193153381348,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,36,0.5706271048296582,0.5789870063463847,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,37,0.5666491707617586,0.5805531919002533,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,38,0.5681805152333144,0.5796105225880941,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,39,0.5635876642032103,0.5813312749067943,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,40,0.5692321068861268,0.580062327782313,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,1,1,41,0.5647691090901693,0.5798840264479319,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,2,2,1,0.7130971094875624,0.691662851969401,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,2,2,2,0.6912765647425796,0.679111651579539,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,2,2,3,0.6683067277525411,0.6313167572021484,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,2,2,4,0.6433537552754084,0.6069250504175822,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,2,2,5,0.6376498486056472,0.6039756019910176,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,2,2,6,0.6262305803371199,0.592973126967748,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,2,2,7,0.6242371106689627,0.5978096346060435,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,2,2,8,0.6153510957956314,0.5884097059567769,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,2,2,9,0.6160239207022118,0.6105737348397573,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,2,2,10,0.6124060587449507,0.5891208271185557,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,2,2,11,0.6071294430981983,0.5864996115366617,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,2,2,12,0.606522512255293,0.5940858662128449,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
lr_scheduler_patience,3,2,2,13,0.6067092881509752,0.5859896043936411,0.001,8,2,16,64,0.25,32,50,0.0,0.1,10,3,0.5,True,42
