parameter_name,parameter_value,f1,depth_multiplier,f2,kernel_length,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,fold,subject,accuracy,f1_score,roc_auc,support,train_time_sec,inference_time_sec,inference_ms_per_sample,model_size_mb,num_parameters,train_memory_delta_mb,peak_gpu_memory_mb,final_train_loss,best_train_loss,best_val_loss,best_epoch,stopped_epoch
lr_scheduler_patience,3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,3,0.5,True,42,1,1,0.7555555555555555,0.7659574468085107,0.8260869565217391,45,29.41405229602242,0.0065625919960439205,0.1458353776898649,0.00708770751953125,1858,0.0,24.5439453125,0.5647691090901693,0.5653577855590618,0.5779701371987661,31,41
lr_scheduler_patience,3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,3,0.5,True,42,2,2,0.8,0.7567567567567568,0.9367588932806324,45,29.80745681503322,0.004189192957710475,0.09309317683801055,0.00708770751953125,1858,0.0,24.5439453125,0.5609351590727315,0.5771699236197905,0.5615977923075358,32,42
lr_scheduler_patience,3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,3,0.5,True,42,3,3,0.4,0.4,0.3102766798418972,45,27.01475362799829,0.0065647599985823035,0.1458835555240512,0.00708770751953125,1858,0.0,24.5439453125,0.5632785414204453,0.5732085160685308,0.5691064794858297,28,38
lr_scheduler_patience,3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,3,0.5,True,42,4,4,0.5111111111111111,0.6666666666666666,0.7628458498023716,45,33.344409420969896,0.006505117053166032,0.1445581567370229,0.00708770751953125,1858,0.0,24.5439453125,0.5605260781718023,0.559840613693902,0.5659274379412333,37,47
lr_scheduler_patience,3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,3,0.5,True,42,5,5,0.4666666666666667,0.5714285714285715,0.41269841269841273,45,22.908639707020484,0.006573002960067242,0.14606673244593874,0.00708770751953125,1858,0.0,24.5439453125,0.5592192756858739,0.5688548343199672,0.5872642318407695,22,32
lr_scheduler_patience,3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,3,0.5,True,42,6,6,0.5333333333333333,0.22222222222222224,0.47023809523809523,45,13.558727628027555,0.004182419972494245,0.09294266605542766,0.00708770751953125,1858,0.0,24.5439453125,0.5832762291485613,0.6092870727632985,0.5857701996962229,9,19
lr_scheduler_patience,3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,3,0.5,True,42,7,7,0.9111111111111111,0.9130434782608695,0.974308300395257,45,20.52174036501674,0.0064981349860318005,0.14440299968959555,0.00708770751953125,1858,0.0,24.5439453125,0.5757245656215784,0.5808328177892801,0.5594327410062154,19,29
lr_scheduler_patience,3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,3,0.5,True,42,8,8,0.7333333333333333,0.7,0.766798418972332,45,35.72254004899878,0.004173481022007763,0.09274402271128364,0.00708770751953125,1858,0.0,24.5439453125,0.5552095795671145,0.5534912749673381,0.5925382872422537,43,50
lr_scheduler_patience,3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,3,0.5,True,42,9,9,0.6222222222222222,0.5853658536585366,0.6626984126984127,45,13.634527318994515,0.004187309998087585,0.09305133329083523,0.00708770751953125,1858,0.0,24.5439453125,0.5849675809343656,0.6085188196915569,0.5807313779989879,9,19
lr_scheduler_patience,3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,3,0.5,True,42,10,10,0.6222222222222222,0.6382978723404256,0.7321428571428571,45,24.00512033898849,0.006729169981554151,0.14953711070120335,0.00708770751953125,1858,0.0,24.5439453125,0.5535956366044102,0.577902704251535,0.5868120392163595,24,34
lr_scheduler_patience,3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,3,0.5,True,42,11,11,0.4444444444444444,0.4897959183673469,0.45256916996047425,45,19.87411511701066,0.0066203579772263765,0.14711906616058615,0.00708770751953125,1858,0.0,24.5439453125,0.5710989033634012,0.5842173677502256,0.582078238328298,18,28
lr_scheduler_patience,3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,3,0.5,True,42,12,12,0.5333333333333333,0.2222222222222222,0.8690476190476191,45,16.396503466996364,0.004181933996733278,0.09293186659407285,0.00708770751953125,1858,0.0,24.5439453125,0.5776349288044553,0.5912259902917978,0.5964302937189738,13,23
lr_scheduler_patience,3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,3,0.5,True,42,13,13,0.7714285714285715,0.7647058823529412,0.8823529411764706,35,21.275774406036362,0.006524048978462815,0.18640139938465186,0.00708770751953125,1858,0.0,24.5439453125,0.5642981858867587,0.5800469513192321,0.6086900075276692,20,30
lr_scheduler_patience,3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,3,0.5,True,42,14,14,0.6444444444444445,0.7142857142857143,0.6857707509881423,45,22.576463099045213,0.0041733430116437376,0.09274095581430528,0.00708770751953125,1858,0.0,24.5439453125,0.5629335854089621,0.5786783532662825,0.5801731407642364,22,32
lr_scheduler_patience,3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,3,0.5,True,42,15,15,0.7111111111111111,0.7719298245614035,0.9446640316205533,45,21.309689943969715,0.006902517983689904,0.15338928852644232,0.00708770751953125,1858,0.0,24.5439453125,0.5673144796129429,0.5762264906908526,0.5706625759601593,20,30
lr_scheduler_patience,3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,3,0.5,True,42,16,16,0.7111111111111111,0.7547169811320754,0.7628458498023716,45,20.11824430897832,0.004282226960640401,0.09516059912534224,0.00708770751953125,1858,0.0,24.5439453125,0.5696246894923124,0.5825706952900598,0.5899424930413564,18,28
lr_scheduler_patience,3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,3,0.5,True,42,17,17,0.5714285714285714,0.35714285714285715,0.5977272727272728,42,19.205063241010066,0.006595497019588947,0.1570356433235464,0.00708770751953125,1858,0.0,24.5439453125,0.5622793535391489,0.5832318144314217,0.6024508615334828,17,27
lr_scheduler_patience,3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,3,0.5,True,42,18,18,0.5111111111111111,0.3125,0.45454545454545453,45,25.703068794042338,0.004254011029843241,0.09453357844096091,0.00708770751953125,1858,0.0,24.5439453125,0.570633318613876,0.5759415888425076,0.5920431991418202,26,36
lr_scheduler_patience,3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,3,0.5,True,42,19,19,0.6222222222222222,0.679245283018868,0.7727272727272727,45,24.26470292499289,0.004198628012090921,0.09330284471313159,0.00708770751953125,1858,0.0,24.5439453125,0.5716274836749742,0.5773474621501836,0.5684133370717367,24,34
lr_scheduler_patience,3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,3,0.5,True,42,20,20,0.5111111111111111,0.3125,0.5434782608695652,45,22.824162344972137,0.004203028045594692,0.0934006232354376,0.00708770751953125,1858,0.0,24.5439453125,0.5627674855517618,0.5829981165853414,0.5766678829987844,22,32
lr_scheduler_patience,3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,3,0.5,True,42,21,21,0.5333333333333333,0.6666666666666666,0.8154761904761905,45,19.761655049980618,0.006596477003768086,0.14658837786151305,0.00708770751953125,1858,0.0,24.5439453125,0.5687492406277945,0.5821648303306464,0.5897829055786132,18,28
lr_scheduler_patience,3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,3,0.5,True,42,22,22,0.5333333333333333,0.5333333333333332,0.5849802371541502,45,23.452607404033188,0.0041846600361168385,0.09299244524704085,0.00708770751953125,1858,0.0,24.5439453125,0.5660371421412989,0.5783282522902344,0.5889268179734548,23,33
lr_scheduler_patience,3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,3,0.5,True,42,23,23,0.5909090909090909,0.6896551724137931,0.8037190082644627,44,19.341241135029122,0.004170621978119016,0.09478686313906855,0.00708770751953125,1858,0.0,24.5439453125,0.5689004693518985,0.5927885644363634,0.5953339119752248,17,27
lr_scheduler_patience,3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,3,0.5,True,42,24,24,0.6666666666666666,0.7857142857142858,0.7532467532467533,18,24.348591796995606,0.004657972021959722,0.2587762234422068,0.00708770751953125,1858,0.0,24.5439453125,0.5646308707563501,0.572441759190165,0.607178948322932,24,34
lr_scheduler_patience,3,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,3,0.5,True,42,25,25,0.7777777777777778,0.782608695652174,0.8695652173913043,45,20.491957938997075,0.006556809006724507,0.14570686681610015,0.00708770751953125,1858,0.0,24.5439453125,0.5698159980502996,0.5885313598043991,0.5824438889821371,19,29
