parameter_name,parameter_value,temporal_filters,depth_multiplier,kernel_length,dropout_rate,learning_rate,batch_size,epochs,weight_decay,fold,subject,accuracy,f1_score,roc_auc,train_time_sec,inference_time_sec,inference_ms_per_sample,model_size_mb,num_parameters,train_memory_delta_mb,peak_gpu_memory_mb
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,11,11,0.4888888888888889,0.6567164179104478,0.6640316205533596,9.879949295000188,0.0020762759995704982,0.04613946665712219,0.014316558837890625,1858,0.0,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,12,12,0.6,0.4,0.8551587301587302,9.885119352999936,0.002088107000417949,0.04640237778706553,0.014316558837890625,1858,0.0,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,13,13,0.4857142857142857,0.6538461538461539,0.8660130718954249,9.888149862000319,0.0019733549997908995,0.05638157142259713,0.014316558837890625,1858,0.0,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,14,14,0.6888888888888889,0.65,0.7332015810276679,9.877028002999396,0.0022154319995024707,0.04923182221116602,0.014316558837890625,1858,0.0,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,15,15,0.5333333333333333,0.676923076923077,0.9545454545454546,9.911379209999723,0.0022158510000735987,0.04924113333496886,0.014316558837890625,1858,0.0,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,16,16,0.4888888888888889,0.0,0.6798418972332015,9.892598395999812,0.0021772970003439696,0.048384377785421546,0.014316558837890625,1858,0.0,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,17,17,0.6190476190476191,0.4666666666666667,0.7204545454545455,9.91357815900028,0.002147335000699968,0.05112702382618972,0.014316558837890625,1858,0.0,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,18,18,0.4888888888888889,0.0,0.39920948616600793,9.912093988999914,0.002138548000402807,0.04752328889784015,0.014316558837890625,1858,0.0,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,19,19,0.5111111111111111,0.0,0.8853754940711462,9.905775795000409,0.002237300999695435,0.04971779999323189,0.014316558837890625,1858,0.0,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,20,20,0.4888888888888889,0.6567164179104478,0.4347826086956522,9.914416937999704,0.0021845020000910154,0.04854448889091145,0.014316558837890625,1858,0.0,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,21,21,0.5333333333333333,0.0,0.876984126984127,9.894838742000502,0.002183540000260109,0.04852311111689131,0.014316558837890625,1858,0.0,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,22,22,0.5333333333333333,0.5714285714285714,0.5691699604743083,9.893101032999766,0.002147850999790535,0.04773002221756744,0.014316558837890625,1858,0.0,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,23,23,0.5681818181818182,0.2962962962962963,0.7975206611570248,9.92129051899974,0.0022045630003049155,0.05010370455238444,0.014316558837890625,1858,0.0,41.77880859375
dropout_rate,0.25,8,2,64,0.25,0.001,32,20,0.0,24,24,0.5,0.47058823529411764,0.6493506493506493,9.941100504000133,0.000971710999692732,0.053983944427374,0.014316558837890625,1858,0.0,41.77880859375
