parameter_name,parameter_value,temporal_filters,depth_multiplier,kernel_length,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,mean_accuracy,std_accuracy,mean_f1,mean_auc,mean_train_time_sec,mean_inference_time_sec,mean_inference_ms_per_sample,mean_model_size_mb,mean_num_parameters,mean_train_memory_delta_mb,mean_peak_gpu_memory_mb,mean_final_train_loss,mean_best_val_loss,mean_best_epoch,mean_stopped_epoch
learning_rate,0.0001,8,2,64,0.5,0.0001,32,50,0.0,0.1,10,5,0.5,True,42,0.6323131524753891,0.12934594151713572,0.613433000827352,0.7198962703186758,16.868806257563712,0.0019013162754062149,0.04386795272448762,0.00708770751953125,1858.0,7.233796296296296e-05,40.7939453125,0.6384674718512215,,,
learning_rate,0.001,8,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,0.6543419220448712,0.13502789225255032,0.6356464588260656,0.7490353708896386,15.274699970027777,0.002306731741151048,0.053122136825457744,0.00708770751953125,1858.0,3.616898148148148e-05,40.7939453125,0.5978599875874385,,,
learning_rate,0.01,8,2,64,0.5,0.01,32,50,0.0,0.1,10,5,0.5,True,42,0.6539618680030513,0.12994659002030598,0.6393220219534721,0.7483244807165994,12.171963147866471,0.0016557272497771515,0.038328373669518793,0.00708770751953125,1858.0,0.0025679976851851853,40.7939453125,0.594721780957681,,,
