parameter_name,parameter_value,solver,shrinkage,csp_components,fold,subject,accuracy,f1_score,roc_auc
csp_components,8,lsqr,auto,8,72,72,0.8888888888888888,0.8979591836734694,0.9841897233201581
csp_components,8,lsqr,auto,8,73,73,0.5333333333333333,0.6666666666666666,0.7252964426877471
csp_components,8,lsqr,auto,8,74,74,0.4888888888888889,0.5660377358490566,0.5496031746031745
csp_components,8,lsqr,auto,8,75,75,0.8048780487804879,0.7647058823529411,0.9452380952380952
csp_components,8,lsqr,auto,8,76,76,0.5333333333333333,0.08695652173913043,0.6284584980237155
csp_components,8,lsqr,auto,8,77,77,0.4666666666666667,0.5555555555555556,0.5793650793650794
csp_components,8,lsqr,auto,8,78,78,0.4666666666666667,0.6129032258064516,0.5474308300395258
csp_components,8,lsqr,auto,8,79,79,0.7,0.6,0.72
csp_components,8,lsqr,auto,8,80,80,0.5111111111111111,0.0,0.6225296442687747
csp_components,8,lsqr,auto,8,81,81,0.4888888888888889,0.0,0.8458498023715415
csp_components,8,lsqr,auto,8,82,82,0.5777777777777777,0.6984126984126984,0.7529644268774703
csp_components,8,lsqr,auto,8,83,83,0.5789473684210527,0.2727272727272727,0.8670360110803323
