parameter_name,parameter_value,F1,D,F2,kernel_length,dropout_rate,learning_rate,batch_size,epochs,weight_decay,mean_accuracy,std_accuracy,mean_f1,mean_auc,mean_train_time_sec,mean_inference_time_sec,mean_inference_ms_per_sample,mean_model_size_mb,mean_num_parameters,mean_train_memory_delta_mb,mean_peak_gpu_memory_mb
learning_rate,0.0001,8,2,16,64,0.25,0.0001,32,20,0.0,0.5027598333890576,0.028879159695465402,0.26607594851890476,0.5227049696650483,11.48294833577758,0.0026629797687713072,0.06107607754694854,0.014682769775390625,1858.0,0.0,25.79519314236111
learning_rate,0.001,8,2,16,64,0.25,0.001,32,20,0.0,0.5596956105753198,0.10125844974598266,0.4148909020597242,0.6830012497085944,12.83300751925964,0.003177151212218666,0.07296446637428129,0.014682769775390625,1858.0,0.0,25.54519314236111
learning_rate,0.01,8,2,16,64,0.25,0.01,32,20,0.0,0.5341449901421103,0.08431170929909065,0.3782843165348947,0.6810794629148462,10.372174358148724,0.002243919415950249,0.05151618581930568,0.014682769775390625,1858.0,0.0,25.55096209490741
