parameter_name,parameter_value,f1,depth_multiplier,f2,kernel_length,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,fold,subject,accuracy,f1_score,roc_auc,support,train_time_sec,inference_time_sec,inference_ms_per_sample,model_size_mb,num_parameters,train_memory_delta_mb,peak_gpu_memory_mb,final_train_loss,best_train_loss,best_val_loss,best_epoch,stopped_epoch
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,58,58,0.6222222222222222,0.5142857142857143,0.6607142857142857,45,25.35111294797389,0.00872276199515909,0.19383915544797978,0.00708770751953125,1858,0.0,12.30224609375,0.5792326383264346,0.6103267896311365,0.6003353148698807,8,18
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,59,59,0.5111111111111111,0.21428571428571427,0.45634920634920634,45,26.726014841988217,0.005790473951492459,0.12867719892205465,0.00708770751953125,1858,0.0,12.30224609375,0.5776347204079646,0.6109359072868362,0.6001292536656062,9,19
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,60,60,0.8181818181818182,0.7999999999999999,0.9380165289256198,44,53.261304400046356,0.004533817991614342,0.10304131799123503,0.00708770751953125,1858,0.0,12.30224609375,0.5527868849922949,0.5629937875406824,0.5979339202245076,28,38
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,61,61,0.7209302325581395,0.76,0.8441558441558442,43,26.068465924996417,0.005814567964989692,0.13522251081371375,0.00708770751953125,1858,0.0,12.30224609375,0.5879898210668745,0.6033194126285074,0.603827957312266,9,19
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,62,62,0.8888888888888888,0.8780487804878049,0.9802371541501976,45,52.83739675098332,0.006006491952575743,0.13347759894612762,0.00708770751953125,1858,0.0,12.30224609375,0.565585446788331,0.5644324052469812,0.5965050419171651,28,38
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,63,63,0.4883720930232558,0.15384615384615385,0.40259740259740256,43,22.456910551001783,0.0075575970113277435,0.17575807003087776,0.00708770751953125,1858,0.0,12.30224609375,0.5790624125602127,0.6117086927247138,0.6039295901854833,6,16
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,64,64,0.6222222222222222,0.37037037037037035,0.782608695652174,45,30.569363614020403,0.008805102028418332,0.19566893396485183,0.00708770751953125,1858,0.0,12.30224609375,0.5721961607724542,0.5956153952350182,0.6011276572942734,12,22
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,65,65,0.7777777777777778,0.7500000000000001,0.8650793650793651,45,28.789816810982302,0.0050640529952943325,0.11253451100654073,0.00708770751953125,1858,0.0,12.30224609375,0.5685138319381743,0.5949829207173771,0.6107808411121368,11,21
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,66,66,0.5111111111111111,0.5416666666666667,0.5494071146245059,45,29.14037542900769,0.0057552719954401255,0.12789493323200277,0.00708770751953125,1858,0.0,12.30224609375,0.5698454268984922,0.5982059797859917,0.5983052412668864,11,21
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,67,67,0.5555555555555556,0.4444444444444444,0.6600790513833992,45,45.38709807599662,0.005040166026446968,0.1120036894765993,0.00708770751953125,1858,0.0,12.30224609375,0.5617415842674531,0.5788727769833554,0.6014192303021749,22,32
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,68,68,0.6,0.4705882352941176,0.6818181818181819,45,25.360835604020394,0.007975107000675052,0.17722460001500118,0.00708770751953125,1858,0.0,12.30224609375,0.582928685294358,0.6129157266689345,0.6058859477440516,8,18
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,69,69,0.4666666666666667,0.4782608695652174,0.5238095238095238,45,29.235896226018667,0.0060658559668809175,0.13479679926402038,0.00708770751953125,1858,0.0,12.30224609375,0.5685286804070491,0.6023163155231186,0.6111434459686279,11,21
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,70,70,0.7333333333333333,0.7391304347826085,0.8102766798418972,45,37.514170121983625,0.008142376027535647,0.18094168950079215,0.00708770751953125,1858,0.0,12.30224609375,0.5646162867092814,0.5800950708498066,0.6036428620417913,17,27
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,71,71,0.9111111111111111,0.909090909090909,0.9624505928853755,45,30.295164500013925,0.008712350972928107,0.19360779939840236,0.00708770751953125,1858,0.0,12.30224609375,0.585468026848347,0.6022453538138604,0.6224735130866369,12,22
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,72,72,0.7777777777777778,0.8076923076923076,0.9446640316205533,45,28.27410196501296,0.005786979047115892,0.12859953438035315,0.00708770751953125,1858,0.0,12.30224609375,0.5825162169597902,0.5991373258171879,0.616768804192543,10,20
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,73,73,0.5555555555555556,0.28571428571428575,0.7707509881422926,45,33.60857557202689,0.005729428958147764,0.12732064351439476,0.00708770751953125,1858,0.0,12.30224609375,0.5733408105237402,0.5959780663818461,0.6033383260170618,14,24
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,74,74,0.5333333333333333,0.6181818181818182,0.5912698412698413,45,49.99318976496579,0.00532008899608627,0.11822419991302821,0.00708770751953125,1858,0.0,12.30224609375,0.5637897888743832,0.5572992672031823,0.6116430352131526,26,36
batch_size,16,8,2,16,64,0.25,0.001,16,50,0.0,0.1,10,5,0.5,True,42,75,75,0.8048780487804879,0.8095238095238095,0.9214285714285714,41,27.831644785008393,0.004985409963410348,0.121595364961228,0.00708770751953125,1858,0.08984375,12.30224609375,0.5798588837638046,0.6044660597813852,0.6052360832691193,10,20
