parameter_name,parameter_value,fold,subject,epoch,train_loss,val_loss,learning_rate,f1,depth_multiplier,f2,kernel_length,dropout_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed
batch_size,16,2,2,3,0.6515049810871878,0.6012210120757421,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,4,0.6320316559234953,0.5951368699471156,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,5,0.6276352454274327,0.5775439878304799,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,6,0.6251055904214373,0.5715557863314946,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,7,0.6120896705429817,0.5785627583662669,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,8,0.6080339418391311,0.6216772605975469,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,9,0.6144146810466345,0.5738106618324915,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,10,0.60600413217744,0.5681798363725344,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,11,0.6036479998904036,0.5579845438400904,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,12,0.6019574425293013,0.558751963575681,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,13,0.602178413831689,0.5681296507517497,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,14,0.5949359367328905,0.5657021870215734,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,15,0.5962253454293588,0.562732161084811,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,16,0.5930015751844123,0.556534273425738,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,17,0.5883602741326669,0.560209545493126,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,18,0.5893558115333659,0.5611833502848943,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,19,0.5945135509106596,0.5659855420390765,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,20,0.5896690611376962,0.5605102350314458,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,21,0.582919098238528,0.5772035698095958,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,22,0.5868684315182864,0.5587878346443176,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,23,0.5757065830121929,0.5554149429003398,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,24,0.572248079817558,0.5606132517258327,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,25,0.570507869181071,0.5674799591302871,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
batch_size,16,2,2,26,0.5758838242224414,0.5600955764452616,0.001,8,2,16,64,0.25,16,50,0.0,0.1,10,5,0.5,True,42
