parameter_name,parameter_value,F1,D,F2,kernel_length,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,fold,subject,epoch,train_loss,val_loss,learning_rate,f1,depth_multiplier,f2
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,40,0.5964777991175652,0.574252313375473,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,41,0.5995086174119603,0.5690046767393748,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,42,0.5949257370648962,0.5758195638656616,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,43,0.5938638832532999,0.5719082395235697,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,44,0.5953109673026836,0.5718562841415405,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,45,0.5964872604518225,0.5724043289820353,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,46,0.5944368279341495,0.5684184590975444,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,47,0.593477735239448,0.5682141284147898,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,48,0.5887540470470082,0.5681268195311229,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,49,0.5890508689212076,0.5696889539559682,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,1,0.71068058004885,0.6853648940722148,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,2,0.6899751700235136,0.6653243899345398,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,3,0.6675931897127267,0.623548416296641,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,4,0.6561565195972269,0.6133048852284749,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,5,0.6506992366277811,0.613683545589447,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,6,0.6446358331225135,0.6125810901323955,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,7,0.636105984900937,0.5968865871429443,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,8,0.6358587127743345,0.5968041022618612,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,9,0.6378167989579114,0.5941366672515869,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,10,0.6273569419528499,0.5937675933043162,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,11,0.6218469655423453,0.5886139969031016,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,12,0.6278260776942427,0.589782061179479,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,13,0.6226505953254122,0.5841297507286072,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,14,0.6264602275508823,0.5825616757074992,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,15,0.6213590909134258,0.5815478285153707,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,16,0.616712514649738,0.5834174712498983,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,17,0.6197524082028505,0.586470510562261,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,18,0.6178375922820785,0.5832090059916178,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,19,0.6150425333868373,0.5862831155459086,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,20,0.6095168954043677,0.585831344127655,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,21,0.6171100001895067,0.5803343454996744,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,22,0.612877451560714,0.5777916073799133,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,23,0.6120090732971827,0.5793811857700348,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,24,0.612492201906262,0.5802775979042053,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,25,0.6120549946120291,0.59528346657753,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,26,0.6079504758571134,0.5764739632606506,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,27,0.6133873839721535,0.5809243857860565,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,28,0.6048872669537863,0.5800825277964274,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,29,0.6083172663594737,0.5774093488852183,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,30,0.6031169460126848,0.5832717935244243,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,31,0.6038984848242818,0.5770354211330414,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,32,0.6066636210589698,0.5760590970516205,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,33,0.6047947399995544,0.5772798796494801,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,34,0.6033876691803788,0.577193800608317,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,35,0.6057183981844874,0.5752081314722697,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,36,0.6090148073254209,0.580946550766627,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,37,0.6007101757056785,0.5775707542896271,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,38,0.6030092961860426,0.5739184478918712,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,39,0.6022076809948141,0.5722512642542521,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,40,0.6035527124097853,0.569836688041687,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,41,0.5970695472576402,0.5739608029524486,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,42,0.5992166795062296,0.5746128519376119,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,43,0.6058664832151297,0.5757546703020732,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,44,0.6003336317159913,0.5719464182853699,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,45,0.5981556985414389,0.5738480468591054,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,46,0.5935327537132032,0.5697081804275512,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,47,0.6019427916317275,0.5708108445008596,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,48,0.5997639966733528,0.5760067502657572,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,49,0.6080181783798969,0.5740093648433685,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,50,0.5996684050469687,0.5757846573988596,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,1,0.7111819526462844,0.6948017160097758,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,2,0.6944203372254516,0.6924476186434428,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,3,0.6915201233191923,0.6780340989430745,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,4,0.6825776867794268,0.6565768043200175,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,5,0.6653550082083904,0.6394890705744426,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,6,0.6489790542559191,0.620425570011139,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,7,0.6446295985669801,0.6059730966885885,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,8,0.6310675193866094,0.6014033238093058,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,9,0.6291909454898401,0.5991392572720845,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,10,0.6271444918079809,0.5958813389142354,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,11,0.6272765538006118,0.5934590558211009,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,12,0.6225461837920275,0.5887047489484151,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,13,0.617325317001704,0.588511069615682,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,14,0.6266362131996588,0.5862862805525462,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,15,0.6175140101801265,0.5840352793534597,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,16,0.6189861726580244,0.5966340283552806,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,17,0.614401149930376,0.5850068310896556,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,18,0.6051847918918638,0.5832661529382069,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,19,0.6155300876407912,0.5977639516194662,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,20,0.6067632012295,0.5802193184693655,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,21,0.6079561193332528,0.5851879596710206,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,22,0.6103321842171929,0.5898262818654378,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,23,0.6061111541860031,0.5817547837893168,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,24,0.6041862736597206,0.580161718527476,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,25,0.6034310760371613,0.5910744746526082,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,26,0.6035695802984815,0.5842483341693878,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,27,0.6032700139013204,0.5750080068906148,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,28,0.5983483396244772,0.5731672604878744,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,29,0.6006535282640746,0.5751203735669453,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,30,0.6035642382321935,0.5771246075630188,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,31,0.5962197222944462,0.5720467944939931,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,32,0.5986874491879435,0.5757073581218719,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,33,0.5948465965462454,0.5760304252306621,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,34,0.5946588881991126,0.5786020914713542,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,35,0.5929759079308221,0.5759879787762959,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,36,0.598194868952939,0.5769466062386831,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,37,0.5944712351668965,0.5735385477542877,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,38,0.5902702794833616,0.5753490388393402,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,39,0.5933438395008896,0.574689757823944,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,40,0.5954745795690652,0.5740043560663859,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,41,0.5939302715388212,0.575442498922348,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,1,0.7154417769475416,0.6943311929702759,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,2,0.6945834110180537,0.6853670199712117,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,3,0.6828489624189608,0.6606049617131551,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,4,0.6608227717153954,0.6376046220461528,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,5,0.6501135925451914,0.6228068272272745,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,6,0.6405579461292787,0.6124159693717957,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,7,0.6366109391956618,0.6064318974812826,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,8,0.63642374448704,0.6037432591120402,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,9,0.6225923769401781,0.598879341284434,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,10,0.6302309654878847,0.6098445435365041,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,11,0.6164760865045317,0.6005938629309336,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,12,0.6215167214924638,0.5951412975788116,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,13,0.6171871204719399,0.5840058128039042,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,14,0.6166327460245653,0.5867566029230754,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,15,0.6131277274001729,0.5812726497650147,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,16,0.6130092085310908,0.5805560191472371,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,17,0.6103453717448495,0.5807370066642761,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,18,0.6112611230575677,0.5794257839520772,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,19,0.611104446152846,0.5823884228865306,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,20,0.6070045905582833,0.5746930519739787,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,21,0.61270300682747,0.5788038392861684,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,22,0.6129640713334084,0.580357164144516,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,23,0.6068252051870028,0.583556346098582,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,24,0.6088853573257272,0.595216703414917,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,25,0.6090431342070753,0.5744034151236216,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,26,0.6053224185650999,0.5699668645858764,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,27,0.6043685624996821,0.5663131038347881,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,28,0.6113562816471765,0.5691805481910706,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,29,0.6002897263476343,0.5637848595778148,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,30,0.6004133572181066,0.5736239473025004,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,31,0.6006076742302288,0.5636527021725972,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,32,0.5955302385669766,0.5699025531609853,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,33,0.6027095525553732,0.5665330410003662,0.001,8,1,8
D,1,8,1,8,64,0.3,0.001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,34,0.5986297464731968,0.5779927929242452,0.001,8,1,8
