trial_number,temporal_filters,depth_multiplier,kernel_length,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,fold,subject,accuracy,f1_score,roc_auc,support,train_time_sec,inference_time_sec,inference_ms_per_sample,model_size_mb,num_parameters,train_memory_delta_mb,peak_gpu_memory_mb,final_train_loss,best_train_loss,best_val_loss,best_epoch,stopped_epoch
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,64,64,0.6444444444444445,0.6666666666666667,0.7134387351778656,45,10.982750769995619,0.00309759599622339,0.068835466582742,0.01410675048828125,3698,0.0078125,43.16455078125,0.5839216968778408,0.6037775470000325,0.6145403067270915,15,20
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,65,65,0.8222222222222222,0.8260869565217391,0.9067460317460317,45,12.988325226004235,0.003241817990783602,0.07204039979519115,0.01410675048828125,3698,0.0,43.16455078125,0.5959461581977931,0.6014899875630032,0.6144832015037537,19,24
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,66,66,0.5777777777777777,0.6274509803921569,0.608695652173913,45,9.279834482993465,0.0023781610070727766,0.05284802237939504,0.01410675048828125,3698,0.0078125,43.16455078125,0.5996207617449038,0.6055971745288733,0.599597688515981,12,17
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,67,67,0.5555555555555556,0.411764705882353,0.6699604743083004,45,12.629285905044526,0.0031217600335367024,0.0693724451897045,0.01410675048828125,3698,0.0,43.16455078125,0.583990366621451,0.5901831772291299,0.6030208587646484,18,23
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,68,68,0.6444444444444445,0.5555555555555555,0.7509881422924901,45,9.830594135972206,0.002576231025159359,0.05724957833687465,0.01410675048828125,3698,0.0,43.16455078125,0.5944649879679536,0.604085066327543,0.599230041106542,13,18
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,69,69,0.5111111111111111,0.56,0.5317460317460316,45,7.625006799993571,0.002626307017635554,0.05836237816967898,0.01410675048828125,3698,0.0859375,43.16455078125,0.5964611213315617,0.6056861166249622,0.614181391398112,9,14
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,70,70,0.7333333333333333,0.6842105263157895,0.8359683794466403,45,8.23626484896522,0.002488439960870892,0.05529866579713093,0.01410675048828125,3698,0.0,43.16455078125,0.5982424752278761,0.6090292948665041,0.6130757252375285,10,15
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,71,71,0.9111111111111111,0.909090909090909,0.9901185770750988,45,8.724977944977582,0.00362622196553275,0.08058271034517221,0.01410675048828125,3698,0.0,43.16455078125,0.5932958941116477,0.610122130224199,0.6243808130423228,11,16
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,72,72,0.7777777777777778,0.7222222222222222,0.958498023715415,45,8.704156181018334,0.0026345470105297863,0.05854548912288414,0.01410675048828125,3698,0.0,43.16455078125,0.5989414647673116,0.6100720611937118,0.6174373050530751,11,16
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,73,73,0.5555555555555556,0.16666666666666669,0.7608695652173912,45,12.990866860025562,0.0023439389769919217,0.052087532822042704,0.01410675048828125,3698,0.0625,43.16455078125,0.5776771293445067,0.586357825181701,0.6171978533267974,19,24
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,74,74,0.5111111111111111,0.6071428571428571,0.617063492063492,45,7.093880057975184,0.003631809027865529,0.08070686728590064,0.01410675048828125,3698,0.0,43.16455078125,0.6069720836751389,0.6234742965210568,0.6107622782389323,8,13
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,75,75,0.8292682926829268,0.8205128205128205,0.930952380952381,41,11.267208517005201,0.0023312270059250295,0.05685919526646414,0.01410675048828125,3698,0.09375,43.16455078125,0.5923540935371862,0.5912325966990355,0.6112641016642253,15,20
