rank,parameter_name,parameter_value,d_model,nhead,num_layers,dim_feedforward,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,mean_accuracy,std_accuracy,mean_f1,mean_auc,mean_train_time_sec,mean_inference_time_sec,mean_inference_ms_per_sample,mean_model_size_mb,mean_num_parameters,mean_train_memory_delta_mb,mean_peak_gpu_memory_mb,mean_final_train_loss,mean_best_val_loss,mean_best_epoch,mean_stopped_epoch
1,epochs,75,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,0.6397454217503792,0.11688212752935404,0.6112345882214532,0.7137261267851952,22.4417931748041,0.004806080658454448,0.11028771532565325,0.25977325439453125,68098.0,0.0014105902777777778,146.09326171875,0.4218040198913223,0.6106214399507017,6.962962962962963,16.962962962962962
2,epochs,50,64,4,2,128,0.1,0.001,32,50,0.0,0.1,10,5,0.5,True,42,0.6396747199594489,0.10781212278150219,0.6030014682812435,0.7157096915438242,22.938478450869162,0.004942895620910416,0.1136314015847373,0.25977325439453125,68098.0,0.0029296875,146.09326171875,0.4151178247715985,0.6098609177786628,7.277777777777778,17.27777777777778
3,epochs,100,64,4,2,128,0.1,0.001,32,100,0.0,0.1,10,5,0.5,True,42,0.6363429879683864,0.11961499568641709,0.5907270315433583,0.7141787995706552,22.560228802918573,0.0047312776738113755,0.10846115114680105,0.25977325439453125,68098.0,0.0006148726851851852,146.09326171875,0.41842200081834285,0.6099501205079348,7.055555555555555,17.055555555555557
