parameter_name,parameter_value,n_neighbors,weights,metric,p,csp_components,fold,subject,accuracy,f1_score,roc_auc
metric,euclidean,5,distance,euclidean,2,6,30,30,0.5111111111111111,0.15384615384615385,0.5704365079365079
metric,euclidean,5,distance,euclidean,2,6,31,31,0.7111111111111111,0.7346938775510204,0.6996047430830039
metric,euclidean,5,distance,euclidean,2,6,32,32,0.6363636363636364,0.6666666666666666,0.6790890269151139
metric,euclidean,5,distance,euclidean,2,6,33,33,0.6444444444444445,0.5555555555555556,0.7252964426877471
metric,euclidean,5,distance,euclidean,2,6,34,34,0.7333333333333333,0.76,0.7559523809523809
metric,euclidean,5,distance,euclidean,2,6,35,35,0.5333333333333333,0.4878048780487805,0.47134387351778656
metric,euclidean,5,distance,euclidean,2,6,36,36,0.4090909090909091,0.4583333333333333,0.42355371900826444
metric,euclidean,5,distance,euclidean,2,6,37,37,0.5111111111111111,0.0,0.4051383399209486
metric,euclidean,5,distance,euclidean,2,6,38,38,0.5333333333333333,0.4,0.4565217391304348
metric,euclidean,5,distance,euclidean,2,6,39,39,0.38636363636363635,0.4489795918367347,0.40165631469979296
metric,euclidean,5,distance,euclidean,2,6,40,40,0.5555555555555556,0.5833333333333334,0.48611111111111116
metric,euclidean,5,distance,euclidean,2,6,41,41,0.5777777777777777,0.5365853658536586,0.6329365079365079
metric,euclidean,5,distance,euclidean,2,6,42,42,0.7777777777777778,0.7916666666666666,0.8656126482213439
metric,euclidean,5,distance,euclidean,2,6,43,43,0.6,0.5714285714285714,0.624505928853755
metric,euclidean,5,distance,euclidean,2,6,44,44,0.4827586206896552,0.4444444444444444,0.5738095238095239
metric,euclidean,5,distance,euclidean,2,6,45,45,0.6,0.5714285714285714,0.5889328063241106
metric,euclidean,5,distance,euclidean,2,6,46,46,0.4888888888888889,0.5306122448979592,0.47332015810276684
metric,euclidean,5,distance,euclidean,2,6,47,47,0.5555555555555556,0.6153846153846154,0.5505952380952381
metric,euclidean,5,distance,euclidean,2,6,48,48,0.5882352941176471,0.631578947368421,0.6000000000000001
metric,euclidean,5,distance,euclidean,2,6,49,49,0.8,0.7804878048780488,0.8537549407114624
metric,euclidean,5,distance,euclidean,2,6,50,50,0.6,0.6785714285714286,0.7430830039525691
metric,euclidean,5,distance,euclidean,2,6,51,51,0.4666666666666667,0.0,0.3472222222222222
metric,euclidean,5,distance,euclidean,2,6,52,52,0.6585365853658537,0.5882352941176471,0.6770334928229665
metric,euclidean,5,distance,euclidean,2,6,53,53,0.4883720930232558,0.42105263157894735,0.5487012987012987
metric,euclidean,5,distance,euclidean,2,6,54,54,0.6410256410256411,0.6818181818181818,0.7758152173913043
metric,euclidean,5,distance,euclidean,2,6,55,55,0.6444444444444445,0.5789473684210527,0.8043478260869565
metric,euclidean,5,distance,euclidean,2,6,56,56,0.7045454545454546,0.6666666666666666,0.7272727272727272
metric,euclidean,5,distance,euclidean,2,6,57,57,0.6,0.6086956521739131,0.6527777777777778
metric,euclidean,5,distance,euclidean,2,6,58,58,0.5777777777777777,0.4864864864864865,0.4880952380952381
metric,euclidean,5,distance,euclidean,2,6,59,59,0.4222222222222222,0.23529411764705882,0.3869047619047619
metric,euclidean,5,distance,euclidean,2,6,60,60,0.7272727272727273,0.7,0.8202479338842975
metric,euclidean,5,distance,euclidean,2,6,61,61,0.6976744186046512,0.6285714285714286,0.8225108225108225
metric,euclidean,5,distance,euclidean,2,6,62,62,0.8,0.7428571428571429,0.7845849802371541
metric,euclidean,5,distance,euclidean,2,6,63,63,0.5348837209302325,0.16666666666666666,0.5476190476190477
metric,euclidean,5,distance,euclidean,2,6,64,64,0.6888888888888889,0.6818181818181818,0.6946640316205535
metric,euclidean,5,distance,euclidean,2,6,65,65,0.5333333333333333,0.46153846153846156,0.5089285714285714
metric,euclidean,5,distance,euclidean,2,6,66,66,0.4666666666666667,0.45454545454545453,0.5652173913043479
metric,euclidean,5,distance,euclidean,2,6,67,67,0.5111111111111111,0.21428571428571427,0.5158102766798419
metric,euclidean,5,distance,euclidean,2,6,68,68,0.5333333333333333,0.36363636363636365,0.6146245059288536
metric,euclidean,5,distance,euclidean,2,6,69,69,0.5111111111111111,0.45,0.5466269841269842
metric,euclidean,5,distance,euclidean,2,6,70,70,0.6,0.55,0.591897233201581
metric,euclidean,5,distance,euclidean,2,6,71,71,0.5111111111111111,0.35294117647058826,0.39920948616600793
metric,euclidean,5,distance,euclidean,2,6,72,72,0.6444444444444445,0.5789473684210527,0.8517786561264822
metric,euclidean,5,distance,euclidean,2,6,73,73,0.6222222222222222,0.45161290322580644,0.717391304347826
metric,euclidean,5,distance,euclidean,2,6,74,74,0.6222222222222222,0.6046511627906976,0.7083333333333334
metric,euclidean,5,distance,euclidean,2,6,75,75,0.5853658536585366,0.5405405405405406,0.5797619047619048
metric,euclidean,5,distance,euclidean,2,6,76,76,0.5111111111111111,0.5925925925925926,0.5474308300395258
metric,euclidean,5,distance,euclidean,2,6,77,77,0.6,0.6538461538461539,0.6378968253968254
metric,euclidean,5,distance,euclidean,2,6,78,78,0.5555555555555556,0.6,0.49703557312252966
metric,euclidean,5,distance,euclidean,2,6,79,79,0.5,0.5238095238095238,0.655
metric,euclidean,5,distance,euclidean,2,6,80,80,0.5555555555555556,0.3333333333333333,0.49209486166007904
metric,euclidean,5,distance,euclidean,2,6,81,81,0.4666666666666667,0.0,0.49011857707509876
metric,euclidean,5,distance,euclidean,2,6,82,82,0.5555555555555556,0.6666666666666666,0.6551383399209485
metric,euclidean,5,distance,euclidean,2,6,83,83,0.4473684210526316,0.16,0.389196675900277
metric,euclidean,5,distance,euclidean,2,6,84,84,0.6136363636363636,0.6046511627906976,0.639751552795031
metric,euclidean,5,distance,euclidean,2,6,85,85,0.6136363636363636,0.6792452830188679,0.675983436853002
metric,euclidean,5,distance,euclidean,2,6,86,86,0.5909090909090909,0.5714285714285714,0.7070393374741201
metric,euclidean,5,distance,euclidean,2,6,87,87,0.5555555555555556,0.6296296296296297,0.5741106719367588
metric,euclidean,5,distance,euclidean,2,6,88,88,0.45454545454545453,0.34782608695652173,0.5105820105820107
metric,euclidean,5,distance,euclidean,2,6,89,89,0.6,0.6785714285714286,0.6666666666666666
metric,euclidean,5,distance,euclidean,2,6,90,90,0.37777777777777777,0.3333333333333333,0.3952569169960475
metric,euclidean,5,distance,euclidean,2,6,91,91,0.5454545454545454,0.6296296296296297,0.65599173553719
metric,euclidean,5,distance,euclidean,2,6,92,92,0.48214285714285715,0.4528301886792453,0.5102564102564103
metric,euclidean,5,distance,euclidean,2,6,93,93,0.6444444444444445,0.68,0.7233201581027668
metric,euclidean,5,distance,euclidean,2,6,94,94,0.7954545454545454,0.8301886792452831,0.9151138716356108
metric,euclidean,5,distance,euclidean,2,6,95,95,0.5,0.6111111111111112,0.4739583333333333
metric,euclidean,5,distance,euclidean,2,6,96,96,0.6190476190476191,0.6923076923076923,0.5510204081632654
