parameter_name,parameter_value,n_neighbors,weights,metric,p,csp_components,mean_accuracy,std_accuracy,mean_f1,mean_auc
metric,euclidean,5,distance,euclidean,2,6,0.5604323585627722,0.09429957654191921,0.5179887524545675,0.5899374105078684
metric,manhattan,5,distance,manhattan,2,6,0.5694080639044642,0.08744890974148957,0.5313446185891949,0.5927463701160304
metric,minkowski,5,distance,minkowski,2,6,0.5604323585627722,0.09429957654191921,0.5179887524545675,0.5899374105078684
