trial_number,fold,subject,epoch,train_loss,val_loss,learning_rate,temporal_filters,filter_length,pool_length,pool_stride,dropout_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed
0,1,1,16,0.5534170816342036,0.5794393261273701,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,2,2,1,0.8074000690019492,0.5933437804381053,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,2,2,2,0.7436460188843987,0.5934045096238454,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,2,2,3,0.7122447395866568,0.5692605475584666,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,2,2,4,0.658031103060101,0.573791241645813,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,2,2,5,0.6653498582767717,0.5850642542044322,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,2,2,6,0.6515870236537673,0.5651795168717703,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,2,2,7,0.6232750260017135,0.5659418145815531,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,2,2,8,0.6181972765109756,0.5686896959940593,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,2,2,9,0.6150176507053953,0.5510402341683706,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,2,2,10,0.6172829755779469,0.5466178238391877,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,2,2,11,0.5807674242691561,0.5435565531253814,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,2,2,12,0.5931018769289508,0.5379323800404866,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,2,2,13,0.5724927990725546,0.5521402021249135,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,2,2,14,0.5781227993694219,0.5638744393984477,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,2,2,15,0.5764049691232768,0.543801506360372,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,2,2,16,0.5537144580122196,0.5426261067390442,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,2,2,17,0.5468065020712939,0.5558834652105967,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,3,3,1,0.8040195698990966,0.6067725598812104,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,3,3,2,0.7595915139624567,0.6009032924969991,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,3,3,3,0.719119677489454,0.5863216618696848,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,3,3,4,0.673492142648408,0.5752529680728913,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,3,3,5,0.6598016186193987,0.5853998680909475,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,3,3,6,0.6555560305714607,0.5636336187521617,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,3,3,7,0.6329225331093326,0.5762525240580241,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,3,3,8,0.647080630515561,0.5571956197420757,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,3,3,9,0.6215644185290192,0.5617116749286651,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,3,3,10,0.609141933647069,0.5765781998634338,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,3,3,11,0.5985591693809538,0.5468780179818471,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,3,3,12,0.5931237005826199,0.5515340983867645,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,3,3,13,0.5737631666389379,0.5594825387001038,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,3,3,14,0.5750840121146404,0.5562535345554351,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,3,3,15,0.5656552285407529,0.5513978938261668,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,3,3,16,0.5512145626725573,0.5515402734279633,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,4,4,1,0.8368783064863898,0.6334111571311951,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,4,4,2,0.7472624893892895,0.588145371278127,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,4,4,3,0.7281210079337611,0.5784848848978679,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,4,4,4,0.6828774319905223,0.5710099836190542,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,4,4,5,0.6807075039003835,0.6263722081979116,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,4,4,6,0.6590816809824018,0.5668611645698547,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,4,4,7,0.6093042025511916,0.5736466725667317,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,4,4,8,0.6146849113883395,0.5569820324579875,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,4,4,9,0.6039644147862088,0.5642521679401398,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,4,4,10,0.6083271340890364,0.5521716952323914,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,4,4,11,0.5814978430668513,0.5908778349558512,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,4,4,12,0.5869068952672409,0.5696133693059285,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,4,4,13,0.5841198735164873,0.5761009613672893,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,4,4,14,0.5704726488752798,0.5508262236913045,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,4,4,15,0.5632712389483596,0.5598713636398316,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,4,4,16,0.5584210459933137,0.555788791179657,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,4,4,17,0.5536006777123972,0.564972315231959,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,4,4,18,0.5421844014164173,0.5481911381085713,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,4,4,19,0.5372581696420005,0.5921176314353943,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,4,4,20,0.547141443373579,0.5536595344543457,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,4,4,21,0.5291992766839085,0.5621994972229004,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,4,4,22,0.5354342171640107,0.559016889333725,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,4,4,23,0.5189493386582895,0.5517605662345886,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,5,5,1,0.8085273702939352,0.6162068208058675,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,5,5,2,0.7426611819502079,0.6001164436340332,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,5,5,3,0.6944611722772772,0.6790964325269063,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,5,5,4,0.6865375712513924,0.5987979491551717,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,5,5,5,0.6557391491351705,0.5906994243462881,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,5,5,6,0.6486514565168005,0.5930895904699961,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,5,5,7,0.6290409531105648,0.6030813137690226,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,5,5,8,0.6140645164431948,0.5801131149133046,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,5,5,9,0.6062731408711636,0.578503276904424,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,5,5,10,0.5924604467370294,0.5862689932187398,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,5,5,11,0.5788719685691776,0.5841579337914785,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,5,5,12,0.5894548938129888,0.5836572190125783,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,5,5,13,0.5686391709428845,0.5676550269126892,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,5,5,14,0.5750434470899177,0.5716013709704081,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,5,5,15,0.5590613556630684,0.5619478106498719,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,5,5,16,0.5632376325401393,0.5796004295349121,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,5,5,17,0.5371194644407793,0.5669398128986358,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,5,5,18,0.5475321804935281,0.5765866378943125,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,5,5,19,0.543371273261128,0.5750724097092946,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,5,5,20,0.5299556029565407,0.5750382582346598,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,6,6,1,0.7987020074418096,0.6248994906743367,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,6,6,2,0.7338769767772068,0.5981285214424134,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,6,6,3,0.7039107845136614,0.6014583329359691,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,6,6,4,0.6921811485380838,0.5832268317540487,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,6,6,5,0.6514276539285978,0.6381961266199748,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,6,6,6,0.6470685854102626,0.5698331117630004,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,6,6,7,0.6194950159300457,0.5675970017910004,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,6,6,8,0.6060272541010019,0.5674433708190918,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,6,6,9,0.60667612787449,0.5689294338226318,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,6,6,10,0.5930075697375067,0.5773809432983399,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,6,6,11,0.5844991227442567,0.5620304465293884,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,6,6,12,0.5859194047974817,0.6188621342182159,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,6,6,13,0.5860288355386618,0.6189977924029032,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,6,6,14,0.5884779314651634,0.564849982659022,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,6,6,15,0.5530638125809756,0.5800454656283061,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,6,6,16,0.5292512528372534,0.5594721813996633,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,6,6,17,0.5382086519490589,0.5584692815939586,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,6,6,18,0.5434029933178064,0.5640743255615235,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,6,6,19,0.5269629070253083,0.5657772958278656,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,6,6,20,0.5330829430710186,0.5541137456893921,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,6,6,21,0.5287020016800273,0.5675481537977854,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,6,6,22,0.5217314075791475,0.5717597782611847,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,6,6,23,0.5146846245184089,0.5602540870507559,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,6,6,24,0.5083083155931849,0.5578107794125875,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,6,6,25,0.5180208638987758,0.5580813487370809,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,7,7,1,0.8134020025079901,0.6092506508032481,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,7,7,2,0.737675487092047,0.595086661974589,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,7,7,3,0.7043579252380313,0.5873001098632813,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,7,7,4,0.6617173943104167,0.5809396207332611,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,7,7,5,0.6721233283028458,0.5869255185127258,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,7,7,6,0.6612161420511476,0.561636753877004,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,7,7,7,0.6270729237885186,0.5586075325806935,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,7,7,8,0.6426709908427615,0.5491988857587179,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,7,7,9,0.6328274115468516,0.5537706693013509,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,7,7,10,0.6178460597540393,0.5853221277395885,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,7,7,11,0.5894498086788438,0.557213713725408,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,7,7,12,0.590393079726985,0.5592337667942047,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,7,7,13,0.5728103193369779,0.5539936661720276,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,8,8,1,0.7983661415902051,0.6189254244168599,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,8,8,2,0.735081620740168,0.6025138835112254,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,8,8,3,0.7110628201202913,0.5976138989130656,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,8,8,4,0.685071462257342,0.588369901974996,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,8,8,5,0.652683466221347,0.5822325110435486,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,8,8,6,0.6503637710755522,0.5740031580130259,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,8,8,7,0.6351880966262384,0.5859806597232818,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,8,8,8,0.6147647366830797,0.5665702859560648,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,8,8,9,0.6061156952019894,0.5835042436917622,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,8,8,10,0.5928166811213349,0.6077030758062999,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,8,8,11,0.5917398739944805,0.577070806423823,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,8,8,12,0.5759421609567873,0.5601726273695627,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,8,8,13,0.5926880100459764,0.5659493545691172,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,8,8,14,0.5820172047524741,0.5869687497615814,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,8,8,15,0.5707955900015254,0.5730467279752095,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,8,8,16,0.5594112511837122,0.5714062650998434,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,8,8,17,0.5442225088675817,0.5584811210632324,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,8,8,18,0.5517453777067589,0.5683424214522044,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,8,8,19,0.5331193800225402,0.5559194366137187,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,8,8,20,0.5356021683776018,0.5563175737857818,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,8,8,21,0.5287505535013748,0.5670689642429352,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,8,8,22,0.5251087374759443,0.5725800553957622,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,8,8,23,0.530194774721608,0.5636437873045603,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,8,8,24,0.5143677452296922,0.5638858238855998,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,1,0.8121130439368162,0.6633170266946157,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,2,0.7244776670228351,0.6323281248410543,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,3,0.7053517015142874,0.599387280146281,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,4,0.679736301528685,0.5915179868539174,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,5,0.6433795189315622,0.5938502828280131,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,6,0.6321131040652593,0.5790077726046244,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,7,0.6193333067225687,0.5798479676246643,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,8,0.609610149806196,0.5868803322315216,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,9,0.6100807995958761,0.5741871535778046,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,10,0.5907842595920418,0.5675182342529297,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,11,0.5798910628214027,0.5819577177365621,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,12,0.5693623281337998,0.5738340437412262,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,13,0.5787881915316437,0.5833889881769816,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,14,0.5733775144273584,0.5891082922617594,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,15,0.5506197290890145,0.5663680116335551,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,16,0.5479608175880981,0.5651459117730459,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,17,0.5378686803759951,0.5783720314502716,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,18,0.5351825859962087,0.5651240030924479,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,19,0.5390321646224369,0.5702744781970978,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,20,0.5400516345645442,0.5712692419687907,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,21,0.526529337420608,0.5665687561035156,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,22,0.5230414323282965,0.5652054170767467,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,23,0.514244681732221,0.556819595893224,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,24,0.5159714249047366,0.5559152623017629,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,25,0.5111744340622064,0.5594633162021637,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,26,0.5160900577902794,0.5528774400552113,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,27,0.5136826697624091,0.5532364507516225,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,28,0.4969993317217538,0.5570179422696432,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,29,0.5105943244063493,0.56344220439593,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,30,0.5175735293464228,0.5831958889961243,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,9,9,31,0.4932524315787084,0.5540198862552643,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,10,10,1,0.8199650862000205,0.6389622251192729,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,10,10,2,0.7317325046116655,0.6732978920141856,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
0,10,10,3,0.685791252688928,0.6109659671783447,0.0001412840481384146,60,35,75,20,0.5,32,75,0.0001,0.1,5,3,0.7,False,42
