parameter_name,parameter_value,temporal_filters,filter_length,pool_length,pool_stride,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,mean_accuracy,std_accuracy,mean_f1,mean_auc,mean_train_time_sec,mean_inference_time_sec,mean_inference_ms_per_sample,mean_model_size_mb,mean_num_parameters,mean_train_memory_delta_mb,mean_peak_gpu_memory_mb,mean_final_train_loss,mean_best_val_loss,mean_best_epoch,mean_stopped_epoch
temporal_filters,20,20,25,75,15,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,0.6768725651865451,0.1282539983641799,0.6528235438610855,0.755504665305276,10.910231815452722,0.0021889471164387134,0.05156505308991752,0.02922821044921875,7662.0,6.665256076388889,75.5205078125,0.5459236489614716,0.562990318533079,23.12962962962963,32.657407407407405
temporal_filters,40,40,25,75,15,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,0.6651855211493848,0.13109220427288062,0.6438932454867249,0.7513489971954205,9.874396272736636,0.0022670713951811194,0.05288759842060045,0.10422515869140625,27322.0,0.0166015625,130.494140625,0.5244039580527874,0.5684248783890111,16.73148148148148,26.685185185185187
temporal_filters,60,60,25,75,15,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,0.672871881847689,0.11771022145834262,0.6511999736046993,0.7530331122189724,10.623455087537877,0.00274202066766857,0.06381237859277361,0.22499847412109375,58982.0,0.012767650462962963,188.06982421875,0.5199206754613164,0.5747897170576047,13.453703703703704,23.38888888888889
