parameter_name,parameter_value,temporal_filters,depth_multiplier,kernel_length,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,mean_accuracy,std_accuracy,mean_f1,mean_auc,mean_train_time_sec,mean_inference_time_sec,mean_inference_ms_per_sample,mean_model_size_mb,mean_num_parameters,mean_train_memory_delta_mb,mean_peak_gpu_memory_mb,mean_final_train_loss,mean_best_val_loss,mean_best_epoch,mean_stopped_epoch
kernel_length,32,8,2,32,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,0.6548332753133993,0.13422016845742746,0.6342586242329247,0.747864842852819,9.128833449199899,0.0013055368499071509,0.030380689636887188,0.00611114501953125,1602.0,0.003146701388888889,40.7900390625,0.6020856496087574,,,
kernel_length,64,8,2,64,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,0.6551765942947988,0.13843446402498924,0.6149192815794686,0.742365583071377,9.313399498717411,0.0012234199567939395,0.028216500432085553,0.00708770751953125,1858.0,0.0,40.7939453125,0.5989697414799912,,,
kernel_length,128,8,2,128,0.5,0.001,32,50,0.0,0.1,10,5,0.5,True,42,0.6447124583753989,0.13426649173884825,0.6094384289138506,0.7332800777515641,8.850359193398617,0.0013148282283779096,0.03033531091024748,0.00904083251953125,2370.0,0.00632957175925926,40.8017578125,0.5977941433484327,,,
