trial_number,n_neighbors,weights,metric,p,csp_components,fold,subject,accuracy,f1_score,roc_auc,support
0,9,distance,manhattan,unused,6,57,57,0.5777777777777777,0.5777777777777777,0.6448412698412699,45
0,9,distance,manhattan,unused,6,58,58,0.5777777777777777,0.45714285714285713,0.5634920634920635,45
0,9,distance,manhattan,unused,6,59,59,0.4444444444444444,0.1935483870967742,0.3849206349206349,45
0,9,distance,manhattan,unused,6,60,60,0.7727272727272727,0.7368421052631579,0.9194214876033058,44
0,9,distance,manhattan,unused,6,61,61,0.6511627906976745,0.5161290322580645,0.7467532467532467,43
0,9,distance,manhattan,unused,6,62,62,0.7777777777777778,0.7368421052631579,0.83399209486166,45
0,9,distance,manhattan,unused,6,63,63,0.5116279069767442,0.2222222222222222,0.5844155844155845,43
0,9,distance,manhattan,unused,6,64,64,0.6222222222222222,0.6530612244897959,0.6729249011857708,45
0,9,distance,manhattan,unused,6,65,65,0.5333333333333333,0.4878048780487805,0.5277777777777778,45
0,9,distance,manhattan,unused,6,66,66,0.5333333333333333,0.5333333333333333,0.5316205533596837,45
0,9,distance,manhattan,unused,6,67,67,0.5111111111111111,0.08333333333333333,0.4881422924901186,45
0,9,distance,manhattan,unused,6,68,68,0.4444444444444444,0.1935483870967742,0.5830039525691699,45
0,9,distance,manhattan,unused,6,69,69,0.4888888888888889,0.34285714285714286,0.5138888888888888,45
0,9,distance,manhattan,unused,6,70,70,0.4666666666666667,0.4,0.466403162055336,45
0,9,distance,manhattan,unused,6,71,71,0.6,0.4375,0.4762845849802371,45
0,9,distance,manhattan,unused,6,72,72,0.6888888888888889,0.631578947368421,0.8458498023715415,45
0,9,distance,manhattan,unused,6,73,73,0.6444444444444445,0.42857142857142855,0.7035573122529645,45
0,9,distance,manhattan,unused,6,74,74,0.5111111111111111,0.47619047619047616,0.5515873015873016,45
0,9,distance,manhattan,unused,6,75,75,0.6829268292682927,0.6829268292682927,0.7119047619047619,41
0,9,distance,manhattan,unused,6,76,76,0.5555555555555556,0.5652173913043478,0.5909090909090909,45
0,9,distance,manhattan,unused,6,77,77,0.6222222222222222,0.6792452830188679,0.5644841269841271,45
0,9,distance,manhattan,unused,6,78,78,0.5777777777777777,0.6274509803921569,0.6185770750988142,45
0,9,distance,manhattan,unused,6,79,79,0.575,0.5405405405405406,0.605,40
0,9,distance,manhattan,unused,6,80,80,0.5555555555555556,0.2857142857142857,0.49703557312252966,45
0,9,distance,manhattan,unused,6,81,81,0.5111111111111111,0.26666666666666666,0.5276679841897233,45
0,9,distance,manhattan,unused,6,82,82,0.6,0.7,0.6422924901185771,45
