parameter_name,parameter_value,d_model,nhead,num_layers,dim_feedforward,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,mean_accuracy,std_accuracy,mean_f1,mean_auc,mean_train_time_sec,mean_inference_time_sec,mean_inference_ms_per_sample,mean_model_size_mb,mean_num_parameters,mean_train_memory_delta_mb,mean_peak_gpu_memory_mb,mean_final_train_loss,mean_best_val_loss,mean_best_epoch,mean_stopped_epoch
learning_rate,0.0001,64,4,2,128,0.1,0.0001,32,75,0.0,0.1,10,5,0.5,True,42,0.641003618890827,0.11433373740048877,0.6152762797408293,0.7207306483125405,33.50182934910009,0.0035514244049813393,0.08148405896867103,0.25977325439453125,68098.0,3.616898148148148e-05,146.09326171875,0.5667017561705618,0.6025153875902847,28.25,38.25
learning_rate,0.001,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,0.6377377092706084,0.11563130830320445,0.601979791759521,0.7167367576181439,15.109294036823687,0.0035450776065570405,0.08131717899287062,0.25977325439453125,68098.0,0.008933738425925927,146.09326171875,0.41522356854041176,0.6107276725180356,7.25,17.25
learning_rate,0.01,64,4,2,128,0.1,0.01,32,75,0.0,0.1,10,5,0.5,True,42,0.5078581031194851,0.05366669541930245,0.5586104519969578,0.5512002968211066,15.76127818845109,0.0035755970915218953,0.08201449759471872,0.25977325439453125,68098.0,0.014539930555555556,146.09326171875,0.6931431887596267,0.6922833032078215,7.972222222222222,17.97222222222222
