parameter_name,parameter_value,n_estimators,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,class_weight,csp_components,fold,subject,accuracy,f1_score,roc_auc
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,1,1,0.6222222222222222,0.711864406779661,0.808300395256917
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,2,2,0.7777777777777778,0.7058823529411765,0.9051383399209487
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,3,3,0.4888888888888889,0.6101694915254238,0.5158102766798418
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,4,4,0.6666666666666666,0.6511627906976745,0.6363636363636364
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,5,5,0.37777777777777777,0.36363636363636365,0.3759920634920635
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,6,6,0.5555555555555556,0.2857142857142857,0.5892857142857143
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,7,7,0.7555555555555555,0.8,0.9446640316205535
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,8,8,0.6444444444444445,0.5294117647058824,0.7569169960474308
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,9,9,0.6,0.5714285714285714,0.6071428571428571
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,10,10,0.6222222222222222,0.6382978723404256,0.7341269841269842
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,11,11,0.4888888888888889,0.6461538461538462,0.5296442687747036
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,12,12,0.5777777777777777,0.5128205128205128,0.5982142857142857
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,13,13,0.7714285714285715,0.7777777777777778,0.8235294117647058
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,14,14,0.6222222222222222,0.7213114754098361,0.6146245059288538
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,15,15,0.5333333333333333,0.676923076923077,0.883399209486166
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,16,16,0.6,0.55,0.6462450592885376
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,17,17,0.5476190476190477,0.09523809523809523,0.5954545454545455
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,18,18,0.4444444444444444,0.5098039215686274,0.4723320158102766
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,19,19,0.5777777777777777,0.6885245901639344,0.782608695652174
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,20,20,0.4888888888888889,0.0,0.4980237154150198
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,21,21,0.7111111111111111,0.6976744186046512,0.6984126984126985
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,22,22,0.5111111111111111,0.6764705882352942,0.650197628458498
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,23,23,0.6136363636363636,0.711864406779661,0.8181818181818181
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,24,24,0.5,0.3076923076923077,0.3636363636363636
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,25,25,0.6,0.6086956521739131,0.6620553359683795
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,26,26,0.7333333333333333,0.7391304347826086,0.7559523809523809
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,27,27,0.4888888888888889,0.6461538461538462,0.5790513833992095
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,28,28,0.5555555555555556,0.5,0.4861660079051383
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,29,29,0.7555555555555555,0.8,0.9130434782608695
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,30,30,0.4888888888888889,0.08,0.6061507936507937
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,31,31,0.8666666666666667,0.8846153846153846,0.9664031620553359
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,32,32,0.7954545454545454,0.8301886792452831,0.8737060041407867
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,33,33,0.7333333333333333,0.6666666666666666,0.8695652173913044
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,34,34,0.8,0.8,0.9365079365079365
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,35,35,0.5111111111111111,0.08333333333333333,0.7806324110671937
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,36,36,0.4318181818181818,0.5098039215686274,0.4690082644628099
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,37,37,0.5111111111111111,0.0,0.541501976284585
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,38,38,0.4666666666666667,0.45454545454545453,0.5276679841897234
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,39,39,0.45454545454545453,0.52,0.41200828157349895
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,40,40,0.4444444444444444,0.32432432432432434,0.44444444444444453
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,41,41,0.6222222222222222,0.5405405405405406,0.6904761904761905
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,42,42,0.8222222222222222,0.7894736842105263,0.9446640316205535
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,43,43,0.7333333333333333,0.625,0.849802371541502
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,44,44,0.7586206896551724,0.7407407407407407,0.7523809523809524
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,45,45,0.6444444444444445,0.42857142857142855,0.7707509881422925
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,46,46,0.5555555555555556,0.5454545454545454,0.6106719367588933
max_depth,5,200,gini,5,10,5,sqrt,balanced,6,47,47,0.5333333333333333,0.4,0.5466269841269842
