parameter_name,parameter_value,fold,subject,epoch,train_loss,val_loss,learning_rate,hidden_size,num_layers,dropout_rate,bidirectional,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed
lr_scheduler_factor,0.3,1,1,1,0.6942291250734618,0.6926946719487508,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.3,True,42
lr_scheduler_factor,0.3,1,1,2,0.6921302563313282,0.6937203367551168,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.3,True,42
lr_scheduler_factor,0.3,1,1,3,0.6907244749141462,0.6960165898005167,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.3,True,42
lr_scheduler_factor,0.3,1,1,4,0.6858029650016264,0.6949090162913004,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.3,True,42
lr_scheduler_factor,0.3,1,1,5,0.6828004586877245,0.7028068939844767,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.3,True,42
lr_scheduler_factor,0.3,1,1,6,0.6784147895646818,0.7099583268165588,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.3,True,42
lr_scheduler_factor,0.3,1,1,7,0.6721057702194561,0.718759560585022,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.3,True,42
lr_scheduler_factor,0.3,1,1,8,0.6601735805020188,0.7280023694038391,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.3,True,42
lr_scheduler_factor,0.3,1,1,9,0.6530129358623967,0.7258562882741292,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.3,True,42
lr_scheduler_factor,0.3,1,1,10,0.6468833228855422,0.7343772451082865,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.3,True,42
lr_scheduler_factor,0.3,1,1,11,0.6450618975090258,0.7444101810455322,0.001,64,2,0.3,False,32,75,0.0,0.1,10,5,0.3,True,42
