rank,parameter_name,parameter_value,hidden_size,num_layers,dropout_rate,bidirectional,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,mean_accuracy,std_accuracy,mean_f1,mean_auc,mean_train_time_sec,mean_inference_time_sec,mean_inference_ms_per_sample,mean_model_size_mb,mean_num_parameters,mean_train_memory_delta_mb,mean_peak_gpu_memory_mb,mean_final_train_loss,mean_best_val_loss,mean_best_epoch,mean_stopped_epoch
1,lr_scheduler_factor,0.7,64,2,0.3,False,0.001,32,75,0.0,0.1,10,5,0.7,True,42,0.5067351159216977,0.06194616175674151,0.4963802061461709,0.5090403933931641,9.671561845759882,0.003961939544684288,0.09073063874185402,0.20655059814453125,54146.0,0.0015552662037037037,171.98828125,0.6125460538923271,0.6913231049790795,3.3981481481481484,13.398148148148149
2,lr_scheduler_factor,0.5,64,2,0.3,False,0.001,32,75,0.0,0.1,10,5,0.5,True,42,0.5064885823781254,0.07002450960819619,0.5039538820937821,0.5101947743657709,9.542408697083442,0.0039857859826750225,0.09162714058260685,0.20655059814453125,54146.0,0.0,171.98828125,0.6146726432891625,0.6913676163664569,3.2314814814814814,13.231481481481481
3,lr_scheduler_factor,0.3,64,2,0.3,False,0.001,32,75,0.0,0.1,10,5,0.3,True,42,0.5032284847178329,0.07554699662659799,0.495629944297778,0.5132362796760495,9.671169557603275,0.004024146728355576,0.09234257116157363,0.20655059814453125,54146.0,0.0,171.98828125,0.6173304784093313,0.6912974928264265,3.4166666666666665,13.416666666666666
