parameter_name,parameter_value,F1,D,F2,kernel_length,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,fold,subject,accuracy,f1_score,roc_auc,support,train_time_sec,inference_time_sec,inference_ms_per_sample,model_size_mb,num_parameters,train_memory_delta_mb,peak_gpu_memory_mb,final_train_loss,best_train_loss,best_val_loss,best_epoch,stopped_epoch
learning_rate,0.0001,8,2,16,64,0.3,0.0001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,0.6222222222222222,0.5853658536585366,0.6561264822134387,45,36.39025476196548,0.006811761995777488,0.15137248879505527,0.00708770751953125,1858,0.0,25.5146484375,0.6256103727853659,0.6256103727853659,0.5995094199975332,50,50
learning_rate,0.0001,8,2,16,64,0.3,0.0001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,0.7111111111111111,0.5806451612903226,0.9189723320158103,45,36.03281764598796,0.0061658089980483055,0.13701797773440677,0.00708770751953125,1858,0.0,25.5146484375,0.6174778443845835,0.6174778443845835,0.6010682741800945,50,50
learning_rate,0.0001,8,2,16,64,0.3,0.0001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,0.5111111111111111,0.26666666666666666,0.44466403162055335,45,7.93372717499733,0.0048274529981426895,0.10727673329205978,0.00708770751953125,1858,0.0,25.5146484375,0.6975830974000873,0.7286717783321034,0.6938834905624389,1,11
learning_rate,0.0001,8,2,16,64,0.3,0.0001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,0.5555555555555556,0.6875000000000001,0.7766798418972332,45,36.03306925698416,0.004774515982717276,0.10610035517149502,0.00708770751953125,1858,0.0,25.5146484375,0.614470405109001,0.6150599027221854,0.5889353096485138,47,50
learning_rate,0.0001,8,2,16,64,0.3,0.0001,32,50,0.0,0.1,10,5,0.5,True,42,5,5,0.4222222222222222,0.5806451612903226,0.40277777777777773,45,36.02725038002245,0.004772351996507496,0.10605226658905546,0.00708770751953125,1858,0.0,25.5146484375,0.6197526093685266,0.6206143557122259,0.602641514937083,49,50
learning_rate,0.0001,8,2,16,64,0.3,0.0001,32,50,0.0,0.1,10,5,0.5,True,42,6,6,0.5111111111111111,0.21428571428571427,0.5396825396825397,45,36.11445377202472,0.006050088966730982,0.1344464214829107,0.00708770751953125,1858,0.0,25.5146484375,0.6143272907444925,0.6143272907444925,0.5955842077732086,50,50
learning_rate,0.0001,8,2,16,64,0.3,0.0001,32,50,0.0,0.1,10,5,0.5,True,42,7,7,0.8888888888888888,0.8979591836734693,0.9802371541501976,45,36.20490930095548,0.0062037400202825665,0.1378608893396126,0.00708770751953125,1858,0.0,25.5146484375,0.6195477046298258,0.6195477046298258,0.596246188879013,50,50
learning_rate,0.0001,8,2,16,64,0.3,0.0001,32,50,0.0,0.1,10,5,0.5,True,42,8,8,0.6222222222222222,0.6666666666666666,0.7549407114624506,45,35.99528108199593,0.004823199997190386,0.10718222215978636,0.00708770751953125,1858,0.0,25.5146484375,0.6144648004661907,0.6189886848583366,0.6059219539165497,49,50
learning_rate,0.0001,8,2,16,64,0.3,0.0001,32,50,0.0,0.1,10,5,0.5,True,42,9,9,0.5777777777777777,0.5957446808510638,0.5972222222222222,45,35.950736478029285,0.004054744029417634,0.09010542287594743,0.00708770751953125,1858,0.0,25.5146484375,0.6420987627723,0.6420987627723,0.6231649001439412,50,50
learning_rate,0.0001,8,2,16,64,0.3,0.0001,32,50,0.0,0.1,10,5,0.5,True,42,10,10,0.6222222222222222,0.6530612244897959,0.7499999999999999,45,36.03144599898951,0.004669204005040228,0.10376008900089395,0.00708770751953125,1858,0.0,25.5146484375,0.6132759300596786,0.616421731809775,0.5999442378679911,49,50
learning_rate,0.0001,8,2,16,64,0.3,0.0001,32,50,0.0,0.1,10,5,0.5,True,42,11,11,0.4888888888888889,0.5818181818181818,0.5138339920948616,45,35.89662352000596,0.0038267159834504128,0.08503813296556473,0.00708770751953125,1858,0.0,25.5146484375,0.6203335047219739,0.6203335047219739,0.5961340506871541,50,50
learning_rate,0.0001,8,2,16,64,0.3,0.0001,32,50,0.0,0.1,10,5,0.5,True,42,12,12,0.7111111111111111,0.7450980392156864,0.8115079365079365,45,36.00090746296337,0.006080268998630345,0.1351170888584521,0.00708770751953125,1858,0.0,25.5146484375,0.6206754685351343,0.6206754685351343,0.611341917514801,50,50
