parameter_name,parameter_value,d_model,nhead,num_layers,dim_feedforward,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,fold,subject,epoch,train_loss,val_loss,learning_rate
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,1,1,1,0.6918435760519721,0.6668243845303853,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,1,1,2,0.6626019030809402,0.6397423148155212,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,1,1,3,0.6488916431412552,0.6187351902325948,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,1,1,4,0.6425678307811419,0.5965915163358052,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,1,1,5,0.6238488247900298,0.5970524271329244,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,1,1,6,0.6171784857005784,0.6022968351840973,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,1,1,7,0.6245654232122682,0.5868692239125569,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,1,1,8,0.6021626250761928,0.5755500952402751,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,1,1,9,0.5943945115714362,0.59406076669693,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,1,1,10,0.5958776157913785,0.5928147455056508,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,1,1,11,0.5800538471702373,0.5934073726336161,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,1,1,12,0.5787557677337618,0.5782647589842479,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,1,1,13,0.5573930898399064,0.594779658317566,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,1,1,14,0.5440491751739474,0.601422502597173,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,1,1,15,0.5104227632735715,0.6059654136498769,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,1,1,16,0.48328390401421173,0.6258367876211802,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,1,1,17,0.46926075570059544,0.6201617459456126,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,1,1,18,0.45073456780025456,0.6650860806306204,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,2,2,1,0.698457856521462,0.6832351485888163,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,2,2,2,0.6786434438192483,0.6503638585408529,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,2,2,3,0.6608188694173639,0.614963189760844,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,2,2,4,0.6439275258418286,0.6107270320256551,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,2,2,5,0.6382091533054005,0.6089711666107178,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,2,2,6,0.6282204312808586,0.5972102284431458,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,2,2,7,0.6205158344272411,0.585432215531667,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,2,2,8,0.6120571613763318,0.6113559206326803,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,2,2,9,0.6028456541173386,0.6383040348688761,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,2,2,10,0.5950392486922669,0.6146650552749634,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,2,2,11,0.581800414757295,0.5976714591185252,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,2,2,12,0.5678289916479227,0.5943610489368438,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,2,2,13,0.5535433154666063,0.5965916236241658,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,2,2,14,0.5225637394822005,0.6643177052338918,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,2,2,15,0.4963921398827524,0.6516026039918263,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,2,2,16,0.47053239900957455,0.6943341592947642,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,2,2,17,0.45375488292087207,0.6911700348059336,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,3,3,1,0.696801274563327,0.6630959471066793,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,3,3,2,0.6729057494438055,0.6352081616719564,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,3,3,3,0.6505176727518891,0.6092189649740855,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,3,3,4,0.6273583776571534,0.5826895495255788,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,3,3,5,0.6289983077934294,0.600661696990331,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,3,3,6,0.6103730283000253,0.5815388520558675,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,3,3,7,0.5959920395504344,0.5774137914180756,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,3,3,8,0.5943341302600774,0.5738574087619781,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,3,3,9,0.5863691378723491,0.6272599518299102,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,3,3,10,0.5657690151622801,0.5876007835070293,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,3,3,11,0.5427684926173904,0.569230047861735,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,3,3,12,0.5373186182343599,0.666552961866061,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,3,3,13,0.5285100799166795,0.6024274309476216,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,3,3,14,0.5019697210553921,0.7361834843953451,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,3,3,15,0.49175247143615375,0.6916265249252319,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,3,3,16,0.4662596502087333,0.68307150999705,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,3,3,17,0.45464529526053055,0.6700449685255686,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,3,3,18,0.39171856370839203,0.7872539202372233,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,3,3,19,0.3648078306154771,0.8154441277186076,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,3,3,20,0.34732903506268153,0.8475135266780853,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,3,3,21,0.3279021273395329,0.8196421225865682,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,4,4,1,0.692494282668287,0.6526344418525696,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,4,4,2,0.6620778278871016,0.614885542790095,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,4,4,3,0.6395963999358091,0.6153657873471577,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,4,4,4,0.6273584194255598,0.5929450750350952,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,4,4,5,0.6127853217450056,0.6119350334008534,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,4,4,6,0.6151327023451979,0.570664115746816,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,4,4,7,0.5974809141321615,0.6024530073006947,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,4,4,8,0.5936314664555319,0.5846668004989624,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,4,4,9,0.5823516877311649,0.5880007207393646,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,4,4,10,0.5677733414552428,0.6516342421372732,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,4,4,11,0.5623629677927855,0.6029602607091268,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,4,4,12,0.5427488172144601,0.5946032524108886,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,4,4,13,0.501735211547577,0.6316965599854787,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,4,4,14,0.476468027992682,0.6213422437508901,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,4,4,15,0.4578037205519098,0.6305512328942616,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,4,4,16,0.43371738617618877,0.7426144003868103,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,5,5,1,0.6881881324630795,0.6696221907933553,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,5,5,2,0.6511344534881187,0.6551155388355255,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,5,5,3,0.6362722606369944,0.6455180982748667,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,5,5,4,0.6283383687788789,0.66852481563886,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,5,5,5,0.6290813887661154,0.617512567838033,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,5,5,6,0.6053247449524475,0.6344697594642639,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,5,5,7,0.60435668537111,0.6197353839874268,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,5,5,8,0.5923367630351674,0.6330613295237223,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,5,5,9,0.5778843600190047,0.6550387561321258,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,5,5,10,0.5681015487873193,0.6717091560363769,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,5,5,11,0.5580879314379259,0.7131427168846131,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,5,5,12,0.505327442604484,0.7077048063278198,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,5,5,13,0.4861062011032393,0.7207995315392812,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,5,5,14,0.46728890614979196,0.7415863454341889,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,5,5,15,0.45173686110612116,0.7763474980990092,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,6,6,1,0.6939082421136625,0.6803833325703939,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,6,6,2,0.6625587425448678,0.6506460289160411,0.001
dropout_rate,0.1,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,6,6,3,0.6422948428627216,0.616210385163625,0.001
