parameter_name,parameter_value,hidden_size,num_layers,dropout_rate,bidirectional,learning_rate,batch_size,epochs,weight_decay,fold,subject,accuracy,f1_score,roc_auc,train_time_sec,inference_time_sec,inference_ms_per_sample,model_size_mb,num_parameters,train_memory_delta_mb,peak_gpu_memory_mb
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,90,90,0.5111111111111111,0.6764705882352942,0.6383399209486166,4.499393697999039,0.0016692930003046058,0.037095400006769016,0.026459693908691406,6338,0.0,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,91,91,0.5,0.0,0.6053719008264462,4.612185280999256,0.00162326599820517,0.0368924090501175,0.026459693908691406,6338,0.00390625,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,92,92,0.4642857142857143,0.0,0.5512820512820513,4.483069820998935,0.0018068809986289125,0.032265732118373434,0.026459693908691406,6338,0.00390625,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,93,93,0.5111111111111111,0.0,0.44367588932806323,4.8126104030015995,0.0017450010018364992,0.03877780004081109,0.026459693908691406,6338,0.0,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,94,94,0.4772727272727273,0.0,0.48964803312629396,4.80866000399692,0.0016974380014289636,0.03857813639611281,0.026459693908691406,6338,0.00390625,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,95,95,0.5714285714285714,0.0,0.5104166666666667,4.740964101998543,0.0009634689995436929,0.03440960712656046,0.026459693908691406,6338,0.00390625,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,96,96,0.5,0.0,0.4886621315192744,4.492917114999727,0.001593025001056958,0.03792916669183233,0.026459693908691406,6338,0.0,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,97,97,0.5,0.0,0.42355371900826444,4.567365824001172,0.0016748790003475733,0.03806543182608121,0.026459693908691406,6338,0.00390625,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,98,98,0.5111111111111111,0.0,0.5632411067193676,4.555973277998419,0.0016301810028380714,0.0362262445075127,0.026459693908691406,6338,0.00390625,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,99,99,0.4883720930232558,0.0,0.40909090909090917,4.746713000997261,0.0017015589983202517,0.03957113949581981,0.026459693908691406,6338,0.0,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,100,100,0.5,0.6666666666666666,0.3981481481481482,4.754541793001408,0.0015625039995939005,0.04340288887760835,0.026459693908691406,6338,0.00390625,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,101,101,0.4888888888888889,0.0,0.5899209486166008,4.68223408799895,0.0016157230020326097,0.03590495560072465,0.026459693908691406,6338,0.01171875,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,102,102,0.4888888888888889,0.0,0.48221343873517786,4.567351787001826,0.001630809001653688,0.036240200036748625,0.026459693908691406,6338,0.0,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,103,103,0.5116279069767442,0.0,0.5844155844155845,4.602746701999422,0.0016081799985840917,0.03739953485079283,0.026459693908691406,6338,0.00390625,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,104,104,0.5116279069767442,0.0,0.5930735930735931,4.473790203002864,0.0016268279978248756,0.037833209251741294,0.026459693908691406,6338,0.00390625,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,105,105,0.5111111111111111,0.0,0.5039525691699605,4.510871660997509,0.0016069230005086865,0.03570940001130414,0.026459693908691406,6338,0.0,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,106,106,0.5333333333333333,0.0,0.5426587301587301,4.5585547760019836,0.0016389100019296166,0.03642022226510259,0.026459693908691406,6338,0.00390625,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,107,107,0.5333333333333333,0.0,0.5109126984126984,4.794075679998059,0.0017695150017971173,0.0393225555954915,0.026459693908691406,6338,0.00390625,87.63916015625
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,108,108,0.4888888888888889,0.0,0.38438735177865613,4.792854215000261,0.0017132230022980366,0.0380716222732897,0.026459693908691406,6338,0.0,87.63916015625
hidden_size,64,64,1,0.3,False,0.001,32,20,0.0,1,1,0.5111111111111111,0.0,0.5869565217391304,6.2003508750021865,0.00205572699996992,0.04568282222155378,0.0818796157836914,20866,0.19921875,146.35302734375
hidden_size,64,64,1,0.3,False,0.001,32,20,0.0,2,2,0.5111111111111111,0.0,0.44367588932806323,6.199431476001337,0.0020824769999308046,0.04627726666512899,0.0818796157836914,20866,0.0,146.35302734375
hidden_size,64,64,1,0.3,False,0.001,32,20,0.0,3,3,0.5111111111111111,0.0,0.4851778656126483,6.205551095998089,0.0021692900008929428,0.048206444464287616,0.0818796157836914,20866,0.00390625,146.35302734375
hidden_size,64,64,1,0.3,False,0.001,32,20,0.0,4,4,0.5111111111111111,0.0,0.5721343873517787,6.215918711997801,0.002086666998366127,0.04637037774146948,0.0818796157836914,20866,0.0,146.35302734375
