parameter_name,parameter_value,hidden_size,num_layers,dropout_rate,bidirectional,learning_rate,batch_size,epochs,weight_decay,mean_accuracy,std_accuracy,mean_f1,mean_auc,mean_train_time_sec,mean_inference_time_sec,mean_inference_ms_per_sample,mean_model_size_mb,mean_num_parameters,mean_train_memory_delta_mb,mean_peak_gpu_memory_mb
hidden_size,32,32,1,0.3,False,0.001,32,20,0.0,0.5030403366549235,0.0258356847579535,0.030167985582091526,0.5089851961183174,4.563453195435209,0.0016683013796123473,0.03833732440967085,0.026459693908691406,6338.0,2.6464482060185186,87.63468876591435
hidden_size,64,64,1,0.3,False,0.001,32,20,0.0,0.503315587769968,0.025801804813370355,0.04882523919316699,0.5076441718930893,6.217213177638937,0.0020309279164697123,0.04672411532264512,0.0818796157836914,20866.0,0.006040219907407407,146.35302734375
hidden_size,128,128,1,0.3,False,0.001,32,20,0.0,0.504094323820022,0.02568974048807081,0.04301871509948771,0.5067224394200953,21.033575657157463,0.005093115953833923,0.11728850110855202,0.2864694595336914,74498.0,0.014503761574074073,263.01416015625
