rank,parameter_name,parameter_value,f1,depth_multiplier,f2,kernel_length,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,mean_accuracy,std_accuracy,mean_f1,mean_auc,mean_train_time_sec,mean_inference_time_sec,mean_inference_ms_per_sample,mean_model_size_mb,mean_num_parameters,mean_train_memory_delta_mb,mean_peak_gpu_memory_mb,mean_final_train_loss,mean_best_val_loss,mean_best_epoch,mean_stopped_epoch
1,weight_decay,0.0,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,5,0.5,True,42,0.6547928670627612,0.13373893923348,0.6331367180287528,0.7388689520037709,22.013827442759606,0.005020647343674985,0.11594393300281508,0.00708770751953125,1858.0,0.0018446180555555555,24.5439453125,0.5664881621365977,0.5941373972981063,20.814814814814813,30.796296296296298
2,weight_decay,0.001,8,2,16,64,0.25,0.001,32,50,0.001,0.1,10,5,0.5,True,42,0.6494729405745538,0.12871555568438264,0.6374781168612075,0.739404201252946,23.968371765614226,0.005267824445682991,0.12230426390616264,0.00708770751953125,1858.0,0.0014105902777777778,24.5439453125,0.5687016002032785,0.5933275363879439,23.65740740740741,33.46296296296296
3,weight_decay,0.0001,8,2,16,64,0.25,0.001,32,50,0.0001,0.1,10,5,0.5,True,42,0.6487632447580846,0.1301875250506411,0.6279870219630125,0.7385747562575702,21.860681605556575,0.005284828084296788,0.12216945243849935,0.00708770751953125,1858.0,0.011574074074074073,24.5439453125,0.5665242014147869,0.5931195450969684,20.74074074074074,30.64814814814815
