rank,parameter_name,parameter_value,hidden_size,num_layers,dropout_rate,bidirectional,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,mean_accuracy,std_accuracy,mean_f1,mean_auc,mean_train_time_sec,mean_inference_time_sec,mean_inference_ms_per_sample,mean_model_size_mb,mean_num_parameters,mean_train_memory_delta_mb,mean_peak_gpu_memory_mb,mean_final_train_loss,mean_best_val_loss,mean_best_epoch,mean_stopped_epoch
1,epochs,100,64,2,0.3,False,0.001,32,100,0.0,0.1,10,5,0.5,True,42,0.5155921238920035,0.07190575648763546,0.48510418116072873,0.5189459697391622,9.529167744356933,0.0038184104465741526,0.08785457915965127,0.20655059814453125,54146.0,0.04007523148148148,171.98828125,0.6151832314045231,0.6915745989775951,3.2222222222222223,13.222222222222221
2,epochs,50,64,2,0.3,False,0.001,32,50,0.0,0.1,10,5,0.5,True,42,0.5074930568355336,0.06801306455510787,0.4908484469840516,0.506742780056177,9.254537501749668,0.0037863471095786532,0.08696056677191868,0.20655059814453125,54146.0,0.05700231481481482,171.98828125,0.616637657574951,0.6915196899278665,3.074074074074074,13.074074074074074
3,epochs,75,64,2,0.3,False,0.001,32,75,0.0,0.1,10,5,0.5,True,42,0.5002202962766013,0.0756979388892199,0.4623853418898822,0.5005019943780774,9.726165523150552,0.0037389607298084432,0.08595277213518483,0.20655059814453125,54146.0,0.049153645833333336,171.98828125,0.611813832224732,0.6912633564001248,3.5185185185185186,13.518518518518519
