rank,parameter_name,parameter_value,hidden_size,num_layers,dropout_rate,bidirectional,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,mean_accuracy,std_accuracy,mean_f1,mean_auc,mean_train_time_sec,mean_inference_time_sec,mean_inference_ms_per_sample,mean_model_size_mb,mean_num_parameters,mean_train_memory_delta_mb,mean_peak_gpu_memory_mb,mean_final_train_loss,mean_best_val_loss,mean_best_epoch,mean_stopped_epoch
1,use_class_weight,False,64,2,0.3,False,0.001,32,75,0.0,0.1,10,5,0.5,False,42,0.5118966867498936,0.07735329245454546,0.47137553398795734,0.5120708851691763,9.623504027489279,0.004013807849669656,0.09243388487209583,0.20655059814453125,54146.0,0.0,171.98779296875,0.6160884633997219,0.691493292759966,3.3425925925925926,13.342592592592593
2,use_class_weight,True,64,2,0.3,False,0.001,32,75,0.0,0.1,10,5,0.5,True,42,0.49664063631490724,0.06770406728242413,0.47774614399417686,0.5041095342088466,9.53959260663962,0.004002295483520289,0.09207620150659832,0.20655059814453125,54146.0,0.0,171.98828125,0.615940220657689,0.6915505054556293,3.2222222222222223,13.222222222222221
