trial_number,fold,subject,epoch,train_loss,val_loss,learning_rate,f1,depth_multiplier,f2,kernel_length,dropout_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed
9,62,62,24,0.6200643464670343,0.6191084583600363,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,62,62,25,0.61958763457961,0.6177680730819702,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,62,62,26,0.6196062564849854,0.6130853573481242,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,62,62,27,0.620692528910556,0.6125359018643697,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,62,62,28,0.6123252985841137,0.6191021243731181,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,62,62,29,0.6075829631191189,0.6101488908131917,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,62,62,30,0.614728873058901,0.613125721613566,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,62,62,31,0.6205505759029065,0.6154599110285441,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,62,62,32,0.6172420948238696,0.6143603722254435,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,62,62,33,0.6124195507017233,0.6127858360608419,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,62,62,34,0.6093851580458173,0.6117045799891154,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,63,63,1,0.7490142947536403,0.6936003645261128,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,63,63,2,0.7102297251507387,0.6922482371330261,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,63,63,3,0.7011972958758727,0.6875996748606364,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,63,63,4,0.6885758466639761,0.6737433075904846,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,63,63,5,0.6753670431799808,0.6516223470369975,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,63,63,6,0.6689522619974815,0.6504778703053792,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,63,63,7,0.6572264240959943,0.6320803205172221,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,63,63,8,0.6456246679112062,0.6259753028551738,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,63,63,9,0.6514066417338484,0.6275619427363078,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,63,63,10,0.641279730756404,0.6197569211324055,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,63,63,11,0.6394070002992275,0.6238191922505697,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,63,63,12,0.63653257438692,0.6207386573155721,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,63,63,13,0.6342704882056026,0.6178825259208679,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,63,63,14,0.6328082428140155,0.6152355591456096,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,63,63,15,0.6225656382108139,0.6136160055796306,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,63,63,16,0.622228083974224,0.6111226558685303,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,63,63,17,0.6279285822884512,0.6116846799850464,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,63,63,18,0.6215825515278315,0.6173538287480672,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,63,63,19,0.6254103264566195,0.6098913629849751,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,63,63,20,0.624306297908395,0.6122845451037089,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,63,63,21,0.6146252892785153,0.60841091076533,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,63,63,22,0.621970865686061,0.6107415199279785,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,63,63,23,0.6232563338037265,0.6161491632461548,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,63,63,24,0.6121606655040029,0.6084486722946167,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,63,63,25,0.6205588761022536,0.6135909020900726,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,63,63,26,0.620284219919625,0.608661162853241,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,64,64,1,0.737270516864324,0.6933011651039124,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,64,64,2,0.718902671741227,0.6930070916811625,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,64,64,3,0.7013696038116843,0.6929833889007568,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,64,64,4,0.6915357052269628,0.6902072469393412,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,64,64,5,0.6829560378850517,0.6816869576772054,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,64,64,6,0.675028248358581,0.675180721282959,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,64,64,7,0.6693387809446303,0.6596153974533081,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,64,64,8,0.6578274096472788,0.6449777046839397,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,64,64,9,0.6586031499555556,0.6509583910306295,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,64,64,10,0.6492145112005331,0.6315052072207133,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,64,64,11,0.6458019907191649,0.6369229118029277,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,64,64,12,0.6354056344193927,0.6267541408538818,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,64,64,13,0.6345860655024901,0.6239948113759358,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,64,64,14,0.6369925676766088,0.6254546682039896,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,64,64,15,0.6336079532817259,0.6248349189758301,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,64,64,16,0.6311021517899077,0.6271027525266012,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,64,64,17,0.6321184968544264,0.6265674750010173,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,64,64,18,0.6257388874635859,0.6289014001687367,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,65,65,1,0.7527479236408815,0.6930203199386596,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,65,65,2,0.7171190411357556,0.6930408795674642,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,65,65,3,0.7002917861534377,0.6906733234723409,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,65,65,4,0.6905674409058135,0.6829203486442565,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,65,65,5,0.6741528733301971,0.6637468973795573,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,65,65,6,0.6650005609302198,0.6481996138890584,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,65,65,7,0.6573676931656013,0.6313529094060262,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,65,65,8,0.6514623508615008,0.6367151816685994,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,65,65,9,0.645730523739831,0.6324673970540364,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,65,65,10,0.6493163472515041,0.6276588956514995,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,65,65,11,0.6382284922114874,0.6267701387405396,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,65,65,12,0.6361386553715851,0.621117639541626,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,65,65,13,0.6304271473722943,0.6276148200035095,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,65,65,14,0.6341022798570536,0.6317711194356282,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,65,65,15,0.631509463665849,0.6256868759791057,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,65,65,16,0.6264867641158023,0.6217151403427124,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,65,65,17,0.6299159072213254,0.6230781277020773,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,1,0.7479594743857949,0.6931244333585104,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,2,0.7148619678060887,0.6923429091771444,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,3,0.695470770536843,0.689834475517273,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,4,0.6924047065993487,0.6796419620513916,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,5,0.6762072211605007,0.6614972869555156,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,6,0.6774698243302814,0.6501423756281535,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,7,0.6575908943758173,0.6541040698687236,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,8,0.6501730933027753,0.6414476931095123,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,9,0.6466954815185676,0.6328524430592855,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,10,0.640511010662984,0.6259092728296916,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,11,0.6348403520503286,0.6157353043556213,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,12,0.6362088150897268,0.6225846529006958,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,13,0.6378115536802906,0.6177035212516785,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,14,0.6303019109418837,0.6192550579706828,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,15,0.626999888379695,0.6160313924153645,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,16,0.6280341279708733,0.6146482030550638,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,17,0.6212041231535249,0.6133244633674622,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,18,0.6232823487055503,0.6135537624359131,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,19,0.6281276941299438,0.6154546141624451,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,20,0.6237472558425645,0.6152055899302165,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,21,0.6223786200507212,0.6089725852012634,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,22,0.6179403773808884,0.6084593296051025,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,23,0.6240510869834383,0.6144761383533478,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,24,0.6175429174455546,0.609740682442983,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,25,0.6226579779285496,0.6091220498085022,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,26,0.617361679925757,0.6087030529975891,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,27,0.6112551497200788,0.6078765034675598,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,28,0.6171983642093206,0.6077982823053996,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,29,0.6167920039871991,0.6079347014427186,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,30,0.6156694585994139,0.6108185251553854,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,31,0.6109562203035517,0.6062516927719116,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,32,0.6118421120158697,0.6086266994476318,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,33,0.6152323231858722,0.6062703927357992,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,34,0.6123462890164327,0.6060624519983927,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,35,0.6082145369659036,0.6057326038678487,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,36,0.6222010123527656,0.6076206684112548,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,37,0.6159226682226536,0.611627463499705,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,38,0.6159326151265936,0.6069435119628906,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,39,0.6006931329177598,0.6062934358914693,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,66,66,40,0.6110764640872761,0.606262226899465,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,1,0.7498819929058269,0.6927519122759501,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,2,0.713764367467266,0.6923291484514872,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,3,0.7061058525311745,0.6910077889760335,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,4,0.7007959131467141,0.6885424693425496,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,5,0.694652063361669,0.681936776638031,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,6,0.6820006542286631,0.668291429678599,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,7,0.6767339696318416,0.6647420565287272,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,8,0.6626691161575964,0.6335215250651042,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,9,0.6557549803943957,0.633712899684906,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,10,0.6462509642213078,0.6219484686851502,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,11,0.6515945236561662,0.6217745820681254,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,12,0.6451823266886049,0.6226688305536906,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,13,0.6408296692169319,0.6246411442756653,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,14,0.6318480705810805,0.6415849844614665,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,15,0.6374904866945945,0.6264879822731018,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,16,0.625301863177348,0.6190650502840678,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,17,0.6274890101562112,0.6154548128445944,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,18,0.6256603174290415,0.6136009812355041,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,19,0.6216759095757695,0.6116853475570678,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,20,0.6218067538940301,0.6155858993530273,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,21,0.6300314179921555,0.611630920569102,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,22,0.6222843719741046,0.6255403478940328,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,23,0.6209498886334694,0.60949231783549,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,24,0.610479231608116,0.6097514112790425,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,25,0.6159897638579547,0.6090018610159557,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,26,0.630808851476443,0.609166951974233,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,27,0.6228411399711997,0.6094564199447632,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,28,0.616198989294343,0.6072603225708008,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,29,0.6206926986322565,0.6079687515894572,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,30,0.6194514308945608,0.6116485714912414,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,31,0.613521751710924,0.6048702398935953,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,32,0.6256805890697544,0.608242126305898,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,33,0.617259168018729,0.6163607796033224,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,34,0.6180039750317395,0.61139391263326,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,35,0.6140239572120925,0.6086895783742269,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,67,67,36,0.6164239503569522,0.6054479360580445,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,1,0.7423846650931795,0.6951167424519856,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,2,0.7120432227344836,0.6934663693110148,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,3,0.7019727219969539,0.6905781388282776,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,4,0.6998858552868084,0.6849326332410176,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,5,0.687773155964027,0.6716746846834819,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,6,0.6698541732157691,0.6552895307540894,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,7,0.6610847852997861,0.6422443826993306,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,8,0.6552996595027083,0.6329951206843059,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,9,0.6449213775537782,0.6300096094608307,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,10,0.6442443233425335,0.6273836612701416,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,11,0.6383352835299605,0.6279390374819438,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,12,0.6326414669974375,0.6273490409056346,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,13,0.6388558907023931,0.6186510125796,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,14,0.6278805389242658,0.6131118973096211,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,15,0.6238682371074871,0.6102470596631367,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,16,0.6199479582956282,0.6167024215062459,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,17,0.6305205993733164,0.6102370977401733,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,18,0.6270988745204473,0.6129100143909454,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,19,0.6241245148545604,0.6086395303408305,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,20,0.6205747511427281,0.6142825742562612,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,21,0.6184786224769334,0.6099334001541138,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,22,0.6248163712226739,0.6160329937934875,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,23,0.6218181606066429,0.609429395198822,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,24,0.6270726080668174,0.6075809339682261,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,25,0.6175299943503687,0.6063211401303609,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,26,0.6176602840423584,0.6069633007049561,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,27,0.6139048630908385,0.6072398781776428,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,28,0.6092612005896487,0.6090033372243245,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,29,0.6119412304991383,0.6076234817504883,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,68,68,30,0.6130270685179758,0.6084444324175516,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,69,69,1,0.7492599305460008,0.6939954439798991,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,69,69,2,0.7131518812502845,0.6931458115577698,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,69,69,3,0.7022059014288046,0.6897013425827027,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,69,69,4,0.6905612450535015,0.6752589265505473,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,69,69,5,0.6665527729664819,0.648150650660197,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,69,69,6,0.6661785669245962,0.6391862034797668,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,69,69,7,0.6536722668146683,0.6356967608133952,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,69,69,8,0.6499406099319458,0.6243509411811828,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,69,69,9,0.646780471680528,0.6251265327135722,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,69,69,10,0.6389195514937579,0.6216976761817932,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,69,69,11,0.6388553087994203,0.6253413756688436,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,69,69,12,0.6347557316392155,0.6188067078590394,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,69,69,13,0.6317318688004704,0.6149803757667541,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,69,69,14,0.6301373601970026,0.6194607734680175,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,69,69,15,0.6238653185003895,0.6175160487492879,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,69,69,16,0.6184100316742719,0.6189829627672832,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,69,69,17,0.6253040049035671,0.619158951441447,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
9,69,69,18,0.624909707045151,0.6232282618681589,0.001846073046190558,4,4,16,32,0.6,64,75,0.0,0.2,5,3,0.7,False,42
