trial_number,fold,subject,epoch,train_loss,val_loss,learning_rate,f1,depth_multiplier,f2,kernel_length,dropout_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed
0,1,1,20,0.6376719414177587,0.618193773428599,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,1,1,21,0.6249832430128324,0.6176466663678487,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,1,1,22,0.6267573591006004,0.6214892546335856,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,1,1,23,0.6233764876753597,0.6231834789117178,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,1,1,24,0.6224572456489175,0.6141835014025371,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,1,1,25,0.6273116247128632,0.6184510111808776,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,1,1,26,0.6234111967733351,0.622172458966573,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,1,1,27,0.6272006944074469,0.615171734491984,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,1,1,28,0.6278612088348906,0.6214696149031321,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,1,1,29,0.6228037557359469,0.6189266920089722,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,2,2,1,0.7205768267987138,0.6932281414667766,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,2,2,2,0.7114501454062381,0.6927730560302734,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,2,2,3,0.7053691057835595,0.6921964168548584,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,2,2,4,0.6972592432620162,0.6902947266896565,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,2,2,5,0.692996886827178,0.6831825415293376,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,2,2,6,0.6875714902150429,0.669393785794576,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,2,2,7,0.6770218085434477,0.6550413966178894,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,2,2,8,0.6649960067312596,0.6406769196192423,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,2,2,9,0.6524796152518968,0.6352341969807943,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,2,2,10,0.657405730021202,0.6329625248908997,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,2,2,11,0.6506336775876708,0.6287844936052959,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,2,2,12,0.6394518654225236,0.6232365091641744,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,2,2,13,0.6435325155823918,0.6193502267201741,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,2,2,14,0.6442053600893183,0.6228754242261251,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,2,2,15,0.6380586715067847,0.6194027821222942,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,2,2,16,0.6408428610381434,0.6197361509005229,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,2,2,17,0.6369199187068616,0.6250113646189371,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,2,2,18,0.6368886717295242,0.6203982988993327,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,3,3,1,0.7373804439932613,0.6939715147018433,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,3,3,2,0.7115215578321683,0.693188460667928,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,3,3,3,0.7038491883520352,0.6931984464327494,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,3,3,4,0.6997394006131059,0.6915762344996135,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,3,3,5,0.6918813737772279,0.6871943672498068,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,3,3,6,0.6896854467311148,0.6777560432751973,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,3,3,7,0.6800382894984747,0.6673314253489177,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,3,3,8,0.6717665306592392,0.6480122407277426,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,3,3,9,0.6630459387423628,0.6382065455118815,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,3,3,10,0.6558728702997757,0.6364522059758504,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,3,3,11,0.6554776521052345,0.6361802498499552,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,3,3,12,0.6516554931462821,0.6225579738616943,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,3,3,13,0.6406483640105037,0.6170110464096069,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,3,3,14,0.6444779755705494,0.6235090057055156,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,3,3,15,0.6406678314936363,0.6128806630770366,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,3,3,16,0.6402702422465308,0.6171798308690389,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,3,3,17,0.6360260005724632,0.6116096178690592,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,3,3,18,0.6372302336207891,0.612782605489095,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,3,3,19,0.6306780293836431,0.6118315060933431,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,3,3,20,0.6348836522991375,0.6161735614140829,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,3,3,21,0.6367630847429825,0.6134907921155294,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,3,3,22,0.6338091108758571,0.6141418735186259,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,4,4,1,0.7375128420732789,0.6932933568954468,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,4,4,2,0.7138645164037155,0.6925751447677613,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,4,4,3,0.7027145927235231,0.6912261088689168,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,4,4,4,0.6985142665394282,0.6876391609509785,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,4,4,5,0.6889117693496962,0.683917784690857,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,4,4,6,0.6881939334384466,0.6743244528770447,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,4,4,7,0.6803143499261242,0.6632426540056865,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,4,4,8,0.675498711860786,0.6530510624249776,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,4,4,9,0.6698244244365369,0.6436553637186686,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,4,4,10,0.6571566038212534,0.6406832218170166,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,4,4,11,0.650798476348489,0.6305982152620951,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,4,4,12,0.6476879594689708,0.628006887435913,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,4,4,13,0.6474652219626863,0.6277110417683919,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,4,4,14,0.6479223037170152,0.6276050925254821,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,4,4,15,0.6422372187598276,0.6274689634641012,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,4,4,16,0.6373639935154026,0.6188935518264771,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,4,4,17,0.6415931350093776,0.6238396088282268,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,4,4,18,0.6341375132738534,0.6198089559872945,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,4,4,19,0.6344862661119235,0.622745935122172,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,4,4,20,0.6359120324506597,0.6241895914077759,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,4,4,21,0.6277979864912518,0.6215199907620748,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,1,0.7225361385587918,0.6918221712112427,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,2,0.7019080327729047,0.689187204837799,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,3,0.6897230673644502,0.6833670298258464,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,4,0.679481687182087,0.665859051545461,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,5,0.6741861256502443,0.6483795285224915,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,6,0.6639550227229878,0.642585297425588,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,7,0.6520355980275041,0.6325488805770874,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,8,0.649678232306141,0.628402574857076,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,9,0.6444838693586447,0.6290117303530375,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,10,0.6375890495413441,0.6276889006296794,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,11,0.6312163401458223,0.6192638119061787,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,12,0.6271196179470774,0.6168302575747172,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,13,0.6297491798966618,0.6164536754290263,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,14,0.6221554511684483,0.6195267955462138,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,15,0.6295225064633256,0.615413498878479,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,16,0.631111890582715,0.6175215641657511,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,17,0.6202558157807689,0.6146875858306885,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,18,0.6256998545032436,0.6183752139409383,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,19,0.6258442462500879,0.6177688638369242,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,20,0.6273654143689043,0.6169097741444906,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,21,0.62543994592408,0.6122846802075704,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,22,0.6246047656414873,0.613797128200531,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,23,0.6232336315058046,0.6099551439285278,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,24,0.6200799154022992,0.6112095157305399,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,25,0.6159995228557263,0.60933442513148,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,26,0.6146392994007822,0.6080347180366517,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,27,0.6174697406211141,0.6089345852533976,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,28,0.6224176014884043,0.6101186037063598,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,29,0.6192687972117279,0.6214246074358623,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,30,0.6231760524087033,0.6074696342150371,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,31,0.6186374638040187,0.6090853532155355,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,32,0.6247671448578269,0.612178635597229,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,33,0.6076072373632657,0.6142343004544576,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,34,0.6255217396606834,0.6093627373377483,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,5,5,35,0.6155751701128684,0.6117903351783752,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,1,0.7351364351935306,0.6921722888946533,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,2,0.7076625652232412,0.6914274096488953,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,3,0.7008863758232634,0.6903114835421245,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,4,0.6954172576888132,0.6870081424713135,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,5,0.6928971591642348,0.6810524900754292,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,6,0.6833076941764961,0.671030580997467,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,7,0.6748146051067417,0.6573781132698059,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,8,0.6662046767897525,0.6428482174873352,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,9,0.6567174832699663,0.6328647136688232,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,10,0.6511036794064409,0.6286813418070475,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,11,0.6431466118764069,0.6246466398239136,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,12,0.6454187379045001,0.6234125018119812,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,13,0.642724069498353,0.6255741357803345,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,14,0.6412209151154857,0.620643683274587,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,15,0.6361555709677228,0.6225126226743062,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,16,0.6367378770294836,0.6219800372918447,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,17,0.6358138120780557,0.6213864962259928,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,18,0.6335407909700426,0.6130421042442322,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,19,0.6326905105073574,0.6152212381362915,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,20,0.6281554395869627,0.6138755838076274,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,21,0.6253510592347484,0.6167009592056274,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,22,0.6271577871451943,0.6108143329620361,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,23,0.6234912266165523,0.6135101119677225,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,24,0.6276445257461677,0.610229245821635,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,25,0.6250475220761057,0.6203333218892415,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,26,0.629970642469697,0.6110482931137085,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,27,0.6240688279523687,0.6108766158421834,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,28,0.6186896895958205,0.6093145489692688,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,29,0.6253620941760176,0.6084585984547933,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,30,0.6214949660382029,0.6068620403607686,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,31,0.6165855769383706,0.6064507722854614,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,32,0.6154999793586085,0.6052577873071034,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,33,0.6174515435251139,0.6131984412670135,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,34,0.6193489967766455,0.6097045024236043,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,35,0.615729411779824,0.6073063433170318,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,36,0.6205248650857957,0.6072345077991486,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,37,0.6165056460994786,0.6038632790247599,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,38,0.6133632912474164,0.6072657485802968,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,39,0.6214870143744905,0.6064281622568767,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,40,0.6151709970781358,0.6052711884180705,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,41,0.614572944782548,0.6082491079966227,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,6,6,42,0.6174879447888519,0.6051778157552083,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,7,7,1,0.7290121529061916,0.6933235883712768,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,7,7,2,0.7091133463180671,0.692477011680603,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,7,7,3,0.7005846187219782,0.691348401705424,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,7,7,4,0.6922460471169424,0.6882076700528462,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,7,7,5,0.6854095145807428,0.6817837436993917,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,7,7,6,0.6832658466646226,0.6677498102188111,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,7,7,7,0.6736649719335265,0.6526790181795756,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,7,7,8,0.6611449688167895,0.6424486875534058,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,7,7,9,0.6553585408097606,0.6430250724156698,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,7,7,10,0.6584949008489059,0.6359556754430135,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,7,7,11,0.6450866875001939,0.6277188221613567,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,7,7,12,0.6452866338067136,0.6355945905049641,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,7,7,13,0.6422241572606362,0.6277063488960266,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,7,7,14,0.6340376148789616,0.6220043222109477,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,7,7,15,0.6409469277171765,0.6246878226598104,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,7,7,16,0.633534205161919,0.6231198112169901,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,7,7,17,0.6276123200432729,0.618305770556132,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,7,7,18,0.6362727577403441,0.6207566618919372,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,7,7,19,0.6305937666003987,0.6251102050145467,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,7,7,20,0.6280217039383064,0.616483740011851,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,7,7,21,0.6350119356381692,0.6152760465939839,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,7,7,22,0.6285560585684695,0.6182186086972554,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,7,7,23,0.6286632752014418,0.6133454600969951,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
0,7,7,24,0.6326111807661542,0.6123961846033732,0.0013870033109430683,4,2,8,32,0.5,64,75,0.0,0.2,5,3,0.7,False,42
