rank,parameter_name,parameter_value,f1,depth_multiplier,f2,kernel_length,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,mean_accuracy,std_accuracy,mean_f1,mean_auc,mean_train_time_sec,mean_inference_time_sec,mean_inference_ms_per_sample,mean_model_size_mb,mean_num_parameters,mean_train_memory_delta_mb,mean_peak_gpu_memory_mb,mean_final_train_loss,mean_best_val_loss,mean_best_epoch,mean_stopped_epoch
1,use_class_weight,False,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,5,0.5,False,42,0.6558066206553461,0.13402455519571174,0.6233919892534681,0.7396182702702477,10.48403589395942,0.0019711187687116087,0.045287344788606465,0.00708770751953125,1858.0,0.000904224537037037,24.54345703125,0.565927278151133,0.5935657938873325,20.90740740740741,30.65740740740741
2,use_class_weight,True,8,2,16,64,0.25,0.001,32,50,0.0,0.1,10,5,0.5,True,42,0.6526306106557443,0.1280040190742531,0.6287035099398908,0.7430489563345157,10.748063699935706,0.001956029261001041,0.04494164942533062,0.00708770751953125,1858.0,0.003833912037037037,24.5439453125,0.566209710567088,0.5943030551811795,21.314814814814813,31.25925925925926
