parameter_name,parameter_value,temporal_filters,filter_length,pool_length,pool_stride,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,fold,subject,accuracy,f1_score,roc_auc,support,train_time_sec,inference_time_sec,inference_ms_per_sample,model_size_mb,num_parameters,train_memory_delta_mb,peak_gpu_memory_mb,final_train_loss,best_train_loss,best_val_loss,best_epoch,stopped_epoch
learning_rate,0.0001,40,25,75,15,0.5,0.0001,32,50,0.0,0.1,10,5,0.5,True,42,1,1,0.8222222222222222,0.8,0.8498023715415021,45,13.11550702387467,0.0024718549102544785,0.05493010911676619,0.10422515869140625,27322,0.0,130.494140625,0.537616962510528,0.5795070960214643,0.5371334294478098,20,30
learning_rate,0.0001,40,25,75,15,0.5,0.0001,32,50,0.0,0.1,10,5,0.5,True,42,2,2,0.9111111111111111,0.9,0.9762845849802372,45,16.109785120002925,0.003677461761981249,0.0817213724884722,0.10422515869140625,27322,0.0,130.494140625,0.5420832532373342,0.5515411674524798,0.5440131982167562,27,37
learning_rate,0.0001,40,25,75,15,0.5,0.0001,32,50,0.0,0.1,10,5,0.5,True,42,3,3,0.4666666666666667,0.3684210526315789,0.36561264822134387,45,19.31324077397585,0.0030537941493093967,0.06786209220687549,0.10422515869140625,27322,0.0,130.494140625,0.5264787789095532,0.5352112817944903,0.5345817426840465,33,43
learning_rate,0.0001,40,25,75,15,0.5,0.0001,32,50,0.0,0.1,10,5,0.5,True,42,4,4,0.5111111111111111,0.6666666666666666,0.7727272727272728,45,17.65719314897433,0.0015689008869230747,0.03486446415384611,0.10422515869140625,27322,0.0,130.494140625,0.5252294183680506,0.5448683035193067,0.5250953098138174,31,41
learning_rate,0.0001,40,25,75,15,0.5,0.0001,32,50,0.0,0.1,10,5,0.5,True,42,5,5,0.5555555555555556,0.6428571428571429,0.5257936507936508,45,17.21859528683126,0.004802481271326542,0.10672180602947871,0.10422515869140625,27322,0.0,130.494140625,0.5265799695343683,0.5443756681951609,0.5601386964321137,30,40
learning_rate,0.0001,40,25,75,15,0.5,0.0001,32,50,0.0,0.1,10,5,0.5,True,42,6,6,0.4888888888888889,0.30303030303030304,0.5634920634920635,45,17.040243257768452,0.003136012237519026,0.06968916083375613,0.10422515869140625,27322,0.0,130.494140625,0.529063891055006,0.5518416839115547,0.5485253234704336,30,40
learning_rate,0.0001,40,25,75,15,0.5,0.0001,32,50,0.0,0.1,10,5,0.5,True,42,7,7,0.9333333333333333,0.9302325581395349,0.9841897233201582,45,15.46470290236175,0.0034836558625102043,0.07741457472244898,0.10422515869140625,27322,0.0,130.494140625,0.5342422714739135,0.5698984005686009,0.5388579865296682,25,35
learning_rate,0.0001,40,25,75,15,0.5,0.0001,32,50,0.0,0.1,10,5,0.5,True,42,8,8,0.7333333333333333,0.7,0.8122529644268774,45,11.855170066002756,0.0030799126252532005,0.06844250278340447,0.10422515869140625,27322,0.0,130.494140625,0.5327811794299068,0.5692401765422388,0.555410482486089,21,31
learning_rate,0.0001,40,25,75,15,0.5,0.0001,32,50,0.0,0.1,10,5,0.5,True,42,9,9,0.6444444444444445,0.6190476190476191,0.7123015873015873,45,19.598582001868635,0.0013961941003799438,0.03102653556399875,0.10422515869140625,27322,0.0,130.494140625,0.5360146361318502,0.5346324534127207,0.550319617986679,46,50
learning_rate,0.0001,40,25,75,15,0.5,0.0001,32,50,0.0,0.1,10,5,0.5,True,42,10,10,0.6,0.6538461538461539,0.7361111111111112,45,20.840267619118094,0.002645120956003666,0.05878046568897035,0.10422515869140625,27322,0.0,130.494140625,0.5302514476758061,0.540711306487069,0.553309045235316,48,50
