parameter_name,parameter_value,solver,shrinkage,csp_components,mean_accuracy,std_accuracy,mean_f1,mean_auc
shrinkage,,lsqr,,6,0.6188161829099378,0.13640244800347492,0.571184922839625,0.723651254015495
shrinkage,auto,lsqr,auto,6,0.6190219442268102,0.13652470275319234,0.5713081555702382,0.7238604209668118
shrinkage,0.1,lsqr,0.1,6,0.6235528660298782,0.13247721006683738,0.5726548388950599,0.7252617114089843
shrinkage,0.5,lsqr,0.5,6,0.6229880387285538,0.13482344526609702,0.5510046514643586,0.7242584884252672
shrinkage,0.9,lsqr,0.9,6,0.5990388504294126,0.12338841350102435,0.5078307041508011,0.716317178460587
