parameter_name,parameter_value,F1,D,F2,kernel_length,dropout_rate,learning_rate,batch_size,epochs,weight_decay,fold,subject,accuracy,f1_score,roc_auc,train_time_sec,inference_time_sec,inference_ms_per_sample,model_size_mb,num_parameters,train_memory_delta_mb,peak_gpu_memory_mb
D,4,8,4,32,64,0.25,0.001,32,20,0.0,27,27,0.5333333333333333,0.08695652173913043,0.6225296442687747,14.189555097997072,0.00273444799677236,0.06076551103938578,0.021945953369140625,3698,0.00390625,27.68701171875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,28,28,0.5555555555555556,0.3333333333333333,0.6027667984189723,14.193913438000891,0.002676479001820553,0.05947731115156785,0.021945953369140625,3698,0.01171875,27.69091796875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,29,29,0.7777777777777778,0.7222222222222222,0.9347826086956521,14.200728114999947,0.0026594379960442893,0.05909862213431754,0.021945953369140625,3698,0.015625,27.69482421875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,30,30,0.5333333333333333,0.0,0.5833333333333334,14.216550365003059,0.0027773999972851016,0.06171999993966892,0.021945953369140625,3698,0.0078125,27.69873046875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,31,31,0.5777777777777777,0.7076923076923077,0.8636363636363636,14.31277048800257,0.0027205489968764596,0.06045664437503244,0.021945953369140625,3698,0.01171875,27.70263671875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,32,32,0.5227272727272727,0.6865671641791045,0.6169772256728778,14.29952966300334,0.0026832540024770424,0.06098304551084187,0.021945953369140625,3698,0.00390625,27.70654296875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,33,33,0.6444444444444445,0.7241379310344828,0.8260869565217391,14.33360270299454,0.00276566699903924,0.061459266645316445,0.021945953369140625,3698,0.01171875,27.71044921875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,34,34,0.5333333333333333,0.6956521739130435,0.8730158730158729,14.348740850997274,0.0027372420008759946,0.06082760001946654,0.021945953369140625,3698,0.0078125,27.71435546875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,35,35,0.5111111111111111,0.08333333333333333,0.7865612648221344,14.371156168999732,0.00276720299734734,0.061493399941052,0.021945953369140625,3698,0.00390625,27.71826171875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,36,36,0.4090909090909091,0.4583333333333333,0.36983471074380164,14.334885347998352,0.0027048350020777434,0.06147352277449417,0.021945953369140625,3698,0.01171875,27.72216796875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,37,37,0.4888888888888889,0.6567164179104478,0.5889328063241107,14.377745606994722,0.002773000000161119,0.06162222222580263,0.021945953369140625,3698,0.00390625,27.72607421875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,38,38,0.4888888888888889,0.6461538461538462,0.48814229249011865,14.372638911998365,0.0028161630034446716,0.06258140007654825,0.021945953369140625,3698,0.015625,27.72998046875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,39,39,0.5,0.65625,0.5859213250517599,14.450485532994207,0.002761336996627506,0.06275765901426149,0.021945953369140625,3698,0.01171875,27.73388671875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,40,40,0.5333333333333333,0.6956521739130435,0.5654761904761905,14.390274744000635,0.0026997359964298084,0.059994133253995746,0.021945953369140625,3698,0.0078125,27.73779296875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,41,41,0.4666666666666667,0.6363636363636364,0.46230158730158727,14.344057675996737,0.002700155004276894,0.060003444539486535,0.021945953369140625,3698,0.0078125,27.74169921875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,42,42,0.5555555555555556,0.6875,0.8992094861660078,14.40337253400503,0.0031384829999296926,0.06974406666510428,0.021945953369140625,3698,0.01171875,27.74560546875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,43,43,0.6,0.7096774193548387,0.8873517786561265,14.662592193002638,0.0028019849996780977,0.062266333326179944,0.021945953369140625,3698,0.015625,27.74951171875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,44,44,0.8275862068965517,0.8387096774193549,0.8666666666666667,14.437663689001056,0.0016566479971515946,0.0571257930052274,0.021945953369140625,3698,0.0078125,27.75341796875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,45,45,0.7333333333333333,0.6842105263157895,0.8399209486166008,14.479451528000936,0.0027266949982731603,0.06059322218384801,0.021945953369140625,3698,0.00390625,27.75732421875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,46,46,0.5111111111111111,0.0,0.7233201581027668,14.555465359000664,0.0030750670048291795,0.06833482232953732,0.021945953369140625,3698,0.0078125,27.76123046875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,47,47,0.4666666666666667,0.6363636363636364,0.5654761904761905,14.54116209899803,0.0027740479999920353,0.061645511110934116,0.021945953369140625,3698,0.01171875,27.76513671875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,48,48,0.9411764705882353,0.9523809523809523,0.9285714285714286,14.524204501001805,0.0013478769978974015,0.0792868822292589,0.021945953369140625,3698,0.01953125,27.76904296875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,49,49,0.5111111111111111,0.0,0.4861660079051383,14.40319601399824,0.0027273980012978427,0.06060884447328539,0.021945953369140625,3698,0.00390625,27.77294921875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,50,50,0.5111111111111111,0.0,0.575098814229249,14.529944856003567,0.0028881749967695214,0.06418166659487826,0.021945953369140625,3698,0.01171875,27.77685546875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,51,51,0.5333333333333333,0.0,0.7063492063492063,14.560238035999646,0.002636114993947558,0.05858033319883462,0.021945953369140625,3698,0.00390625,27.78076171875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,52,52,0.7804878048780488,0.7096774193548387,0.9210526315789473,14.473087917001976,0.002661815997271333,0.06492234139686177,0.021945953369140625,3698,0.0078125,27.78466796875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,53,53,0.4883720930232558,0.65625,0.5021645021645021,14.496243528003106,0.0026985529984813184,0.06275704647630974,0.021945953369140625,3698,0.01171875,27.78857421875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,54,54,0.41025641025641024,0.5818181818181818,0.7894021739130435,14.570154476001335,0.0026498740044189617,0.06794548729279389,0.021945953369140625,3698,0.0078125,27.79248046875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,55,55,0.5111111111111111,0.0,0.8339920948616601,14.457470697001554,0.002665309002622962,0.05922908894717693,0.021945953369140625,3698,0.0078125,27.79638671875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,56,56,0.5909090909090909,0.35714285714285715,0.8987603305785123,14.47161753399996,0.002825037001457531,0.06420538639676207,0.021945953369140625,3698,0.01171875,27.80029296875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,57,57,0.4666666666666667,0.45454545454545453,0.4623015873015873,14.471125636999204,0.002656578006281052,0.059035066806245595,0.021945953369140625,3698,0.0078125,27.80419921875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,58,58,0.5333333333333333,0.0,0.5892857142857143,14.424148819998663,0.0026998800021829084,0.05999733338184241,0.021945953369140625,3698,0.015625,27.80810546875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,59,59,0.4444444444444444,0.6031746031746031,0.638888888888889,14.471906749000482,0.0029209299973445013,0.06490955549654447,0.021945953369140625,3698,0.01171875,27.81201171875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,60,60,0.75,0.7441860465116279,0.8512396694214877,14.452561715996126,0.002675504998478573,0.060806931783603926,0.021945953369140625,3698,0.0078125,27.81591796875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,61,61,0.6976744186046512,0.6060606060606061,0.7943722943722944,14.62014427500253,0.002921699000580702,0.06794648838559773,0.021945953369140625,3698,0.01171875,27.81982421875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,62,62,0.6222222222222222,0.7213114754098361,0.9604743083003953,14.535828133004543,0.002723347002756782,0.06051882228348404,0.021945953369140625,3698,0.00390625,27.82373046875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,63,63,0.5116279069767442,0.676923076923077,0.4329004329004329,14.706389592996857,0.002808414996252395,0.06531197665703244,0.021945953369140625,3698,0.015625,27.82763671875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,64,64,0.5111111111111111,0.0,0.7114624505928855,14.61111398999492,0.002776497000013478,0.061699933333632856,0.021945953369140625,3698,0.01171875,27.83154296875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,65,65,0.5333333333333333,0.6666666666666666,0.8452380952380952,14.526378097005363,0.0027618300009635277,0.06137400002141173,0.021945953369140625,3698,0.0078125,27.83544921875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,66,66,0.5777777777777777,0.6666666666666666,0.6027667984189723,14.457236935995752,0.002667334003490396,0.05927408896645324,0.021945953369140625,3698,0.01953125,27.83935546875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,67,67,0.4888888888888889,0.0,0.6225296442687747,14.436373677002848,0.0027832720006699674,0.061850488903777055,0.021945953369140625,3698,0.01171875,27.84326171875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,68,68,0.5777777777777777,0.2962962962962963,0.6086956521739131,14.427626250995672,0.002683885999431368,0.059641911098474845,0.021945953369140625,3698,0.01171875,27.84716796875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,69,69,0.4888888888888889,0.46511627906976744,0.4861111111111111,14.42041611699824,0.0027405279979575425,0.06090062217683428,0.021945953369140625,3698,0.00390625,27.85107421875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,70,70,0.5111111111111111,0.6764705882352942,0.8260869565217391,14.436211364001792,0.0026465210030437447,0.05881157784541655,0.021945953369140625,3698,0.015625,27.85498046875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,71,71,0.4888888888888889,0.0,0.9762845849802371,14.41854176799825,0.002682279999135062,0.05960622220300138,0.021945953369140625,3698,0.0078125,27.85888671875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,72,72,0.8,0.7567567567567568,0.950592885375494,14.412133838006412,0.0026933160042972304,0.059851466762160674,0.021945953369140625,3698,0.0078125,27.86279296875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,73,73,0.5111111111111111,0.0,0.4486166007905138,14.408309851998638,0.002632972005812917,0.05851048901806482,0.021945953369140625,3698,0.0078125,27.86669921875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,74,74,0.5333333333333333,0.0,0.626984126984127,14.419566699005372,0.0026907310020760633,0.059794022268356964,0.021945953369140625,3698,0.01171875,27.87060546875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,75,75,0.7804878048780488,0.7906976744186046,0.8904761904761904,14.42709677899984,0.002576120001322124,0.06283219515419815,0.021945953369140625,3698,0.015625,27.87451171875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,76,76,0.4888888888888889,0.6567164179104478,0.5375494071146245,14.419127672001196,0.0026447749987710267,0.058772777750467256,0.021945953369140625,3698,0.00390625,27.87841796875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,77,77,0.5777777777777777,0.6415094339622641,0.6091269841269841,14.417512088999501,0.0026741049950942397,0.059424555446538664,0.021945953369140625,3698,0.01171875,27.88232421875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,78,78,0.4888888888888889,0.6567164179104478,0.6027667984189723,14.40444178799953,0.002662651000719052,0.059170022238201156,0.021945953369140625,3698,0.015625,27.88623046875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,79,79,0.55,0.18181818181818182,0.53,14.41412759400555,0.0027015520026907325,0.06753880006726831,0.021945953369140625,3698,0.00390625,27.89013671875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,80,80,0.5111111111111111,0.0,0.6383399209486166,14.423136144003365,0.0026691450038924813,0.059314333419832915,0.021945953369140625,3698,0.015625,27.89404296875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,81,81,0.6222222222222222,0.6792452830188679,0.650197628458498,14.435417483000492,0.0029819679984939285,0.06626595552208729,0.021945953369140625,3698,0.0078125,27.89794921875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,82,82,0.6444444444444445,0.7333333333333333,0.7747035573122529,14.41203967200272,0.0027164290004293434,0.060365088898429856,0.021945953369140625,3698,0.01171875,27.90185546875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,83,83,0.5263157894736842,0.1,0.7479224376731302,14.431984547001775,0.00279171799775213,0.07346626309874027,0.021945953369140625,3698,0.015625,27.90576171875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,84,84,0.6590909090909091,0.6511627906976745,0.7329192546583851,14.426579487000708,0.002719989999604877,0.06181795453647448,0.021945953369140625,3698,0.0078125,27.90966796875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,85,85,0.9318181818181818,0.9333333333333333,0.989648033126294,14.430828525000834,0.002634504002344329,0.05987509096237111,0.021945953369140625,3698,0.01171875,27.91357421875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,86,86,0.5227272727272727,0.6865671641791045,0.7619047619047619,14.430501943999843,0.0032463180032209493,0.07377995461865794,0.021945953369140625,3698,0.0078125,27.91748046875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,87,87,0.4,0.4489795918367347,0.4031620553359684,14.421905461000279,0.002652732000569813,0.05894960001266251,0.021945953369140625,3698,0.01171875,27.92138671875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,88,88,0.4909090909090909,0.0,0.675925925925926,14.344048498998745,0.003087986995524261,0.05614521810044112,0.021945953369140625,3698,0.015625,27.92529296875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,89,89,0.4666666666666667,0.6363636363636364,0.6587301587301587,14.412229223002214,0.0026868859931710176,0.059708577626022614,0.021945953369140625,3698,0.0078125,27.92919921875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,90,90,0.5111111111111111,0.6764705882352942,0.6719367588932806,14.414694221006357,0.0026981999981217086,0.05995999995826019,0.021945953369140625,3698,0.0078125,27.93310546875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,91,91,0.5,0.6666666666666666,0.6342975206611571,14.432548030999897,0.0026474949991097674,0.06017034088885835,0.021945953369140625,3698,0.01171875,27.93701171875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,92,92,0.6071428571428571,0.5,0.7205128205128205,14.34910623599717,0.003091758997470606,0.055209982097689396,0.021945953369140625,3698,0.015625,27.94091796875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,93,93,0.4888888888888889,0.6567164179104478,0.8102766798418972,14.411426320999453,0.0027803339980891906,0.06178519995753757,0.021945953369140625,3698,0.00390625,27.94482421875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,94,94,0.7954545454545454,0.8363636363636363,0.979296066252588,14.408146408997709,0.002757356000074651,0.06266718181987843,0.021945953369140625,3698,0.01953125,27.94873046875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,95,95,0.42857142857142855,0.6,0.78125,14.450466793998203,0.0016671949997544289,0.05954267856265817,0.021945953369140625,3698,0.01171875,27.95263671875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,96,96,0.5,0.08695652173913043,0.7188208616780045,14.420805451998604,0.002682625003217254,0.06387202388612509,0.021945953369140625,3698,0.01171875,27.95654296875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,97,97,0.5227272727272727,0.16,0.4834710743801653,14.417329005002102,0.0026638380004442297,0.06054177273736886,0.021945953369140625,3698,0.015625,27.96044921875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,98,98,0.4888888888888889,0.6567164179104478,0.6146245059288539,14.427351727994392,0.0026673989996197633,0.05927553332488363,0.021945953369140625,3698,0.01171875,27.96435546875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,99,99,0.5116279069767442,0.4878048780487805,0.4891774891774892,14.414206097004353,0.002580167005362455,0.060003883845638484,0.021945953369140625,3698,0.015625,27.96826171875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,100,100,0.5,0.25,0.5864197530864198,14.430387614003848,0.002485113000147976,0.06903091667077711,0.021945953369140625,3698,0.0078125,27.97216796875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,101,101,0.4888888888888889,0.08,0.5909090909090909,14.410007414000574,0.0027052529985667206,0.06011673330148268,0.021945953369140625,3698,0.00390625,27.97607421875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,102,102,0.4888888888888889,0.0,0.7964426877470355,14.423525092999625,0.002682555998035241,0.05961235551189424,0.021945953369140625,3698,0.015625,27.97998046875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,103,103,0.6976744186046512,0.6060606060606061,0.8051948051948052,14.423020066999015,0.0026634890018613078,0.06194160469444902,0.021945953369140625,3698,0.0078125,27.98388671875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,104,104,0.627906976744186,0.5,0.7380952380952381,14.429885589997866,0.0026023070022347383,0.06051876749383112,0.021945953369140625,3698,0.00390625,27.98779296875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,105,105,0.5333333333333333,0.6557377049180327,0.7233201581027668,14.411983590005548,0.002688770997337997,0.059750466607511044,0.021945953369140625,3698,0.01953125,27.99169921875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,106,106,0.4666666666666667,0.6363636363636364,0.6646825396825397,14.39176570300333,0.0026844410022022203,0.05965424449338268,0.021945953369140625,3698,0.01171875,27.99560546875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,107,107,0.5111111111111111,0.5217391304347826,0.5218253968253967,14.40086916799919,0.0026675400004023686,0.05927866667560819,0.021945953369140625,3698,0.01171875,27.99951171875
D,4,8,4,32,64,0.25,0.001,32,20,0.0,108,108,0.4888888888888889,0.0,0.8399209486166008,14.394574601996283,0.002686396001081448,0.05969768891292107,0.021945953369140625,3698,0.01171875,28.00341796875
