parameter_name,parameter_value,fold,subject,epoch,train_loss,val_loss,learning_rate,f1,depth_multiplier,f2,kernel_length,dropout_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed
early_stopping_patience,5,1,1,1,0.7102841265273817,0.6877177675565084,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,1,1,2,0.6780460151759061,0.6585841735204061,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,1,1,3,0.6477246189659293,0.6256112655003866,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,1,1,4,0.6401863423260775,0.6088897506395976,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,1,1,5,0.6312718590100607,0.6053692479928334,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,1,1,6,0.6278903439189448,0.6056282997131348,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,1,1,7,0.6229447961756678,0.5990496039390564,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,1,1,8,0.6126712183609153,0.5989745159943899,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,1,1,9,0.6132300769289335,0.5798846781253815,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,1,1,10,0.6108221903894887,0.5806067665417989,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,1,1,11,0.6033097875840736,0.5864284257094066,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,1,1,12,0.6062579270113598,0.5740039845307668,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,1,1,13,0.596045563618342,0.579662831624349,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,1,1,14,0.6063139975974055,0.5811880151430766,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,1,1,15,0.5934755165468563,0.5767312665780385,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,1,1,16,0.5947944395469896,0.578284603357315,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,1,1,17,0.5853851798808936,0.5765805065631866,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,2,2,1,0.7106641878684362,0.6893481612205505,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,2,2,2,0.6843904116840074,0.6632879257202149,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,2,2,3,0.6580493680455468,0.6349483569463094,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,2,2,4,0.6448561736580097,0.6228364864985149,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,2,2,5,0.6314670768651095,0.6161393682161967,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,2,2,6,0.6291953393004157,0.5970598856608073,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,2,2,7,0.6206841870690837,0.6022033989429474,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,2,2,8,0.617641457779841,0.5948663294315338,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,2,2,9,0.6077023247877756,0.604311728477478,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,2,2,10,0.6128096515030572,0.5839163204034169,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,2,2,11,0.6020563339645212,0.5805490334828695,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,2,2,12,0.6045721972530539,0.5776754438877105,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,2,2,13,0.6005386877240557,0.589704555273056,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,2,2,14,0.5982625177412322,0.5861028492450714,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,2,2,15,0.5975093575138034,0.5838741401831309,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,2,2,16,0.5918278213251721,0.5783065617084503,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,2,2,17,0.593072680135568,0.5795341253280639,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,3,3,1,0.7104628230586196,0.6841294805208842,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,3,3,2,0.6653295114184871,0.6446056882540385,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,3,3,3,0.6495920351960442,0.6317188779513041,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,3,3,4,0.6310413168235258,0.6057807207107544,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,3,3,5,0.6275373250246048,0.6022324164708456,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,3,3,6,0.6194133842081735,0.5898034373919169,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,3,3,7,0.625938847209468,0.5850812117258708,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,3,3,8,0.616006809879433,0.5795608937740326,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,3,3,9,0.6112736440969236,0.578680294752121,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,3,3,10,0.6076321450598312,0.570139479637146,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,3,3,11,0.6063471219756387,0.5690503418445587,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,3,3,12,0.6057430706692465,0.577887237071991,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,3,3,13,0.5963449464602903,0.5643702884515126,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,3,3,14,0.6014139284238671,0.5614000221093496,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,3,3,15,0.6055673875591971,0.5740202565987905,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,3,3,16,0.5891432041923205,0.5628759225209554,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,3,3,17,0.5948349609971046,0.5599097927411397,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,3,3,18,0.5912295521208735,0.5628561019897461,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,3,3,19,0.5863964966300762,0.570291256904602,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,3,3,20,0.5796169966007724,0.5630680998166402,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,3,3,21,0.5861248800700362,0.5577637394269307,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,3,3,22,0.5835112965468204,0.5699367721875509,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,3,3,23,0.5800157248070745,0.5674951871236166,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,3,3,24,0.578780864901615,0.5716226994991302,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,3,3,25,0.5836055233623042,0.5628362496693929,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,3,3,26,0.5743116212613655,0.5668449103832245,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,4,4,1,0.7117865952578458,0.6883100907007853,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,4,4,2,0.6758667515082792,0.6428737918535868,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,4,4,3,0.6428326594107079,0.6129950761795044,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,4,4,4,0.6366733624176546,0.605793817838033,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,4,4,5,0.6228368481000265,0.6125631074110667,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,4,4,6,0.6214544540553382,0.5931518276532491,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,4,4,7,0.6159156188368797,0.6032335122426351,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,4,4,8,0.6179800379005346,0.5884866178035736,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,4,4,9,0.6187468575257243,0.5867924312750499,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,4,4,10,0.6067104267351555,0.5858854492505391,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
early_stopping_patience,5,4,4,11,0.6037524875366327,0.5835778176784515,0.001,8,2,16,64,0.25,32,50,0.0,0.1,5,5,0.5,True,42
